Table 6,,,,,,,,,,,
Crime in the United States, ,,,,,,,,,,
"by Metropolitan Statistical Area, 2007",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
,Total area actually reporting,100.0%,"1,205",8,93,308,796,"8,223","1,564","6,154",505
,"Rate per 100,000 inhabitants",,408.0,2.7,31.5,104.3,269.5,"2,784.0",529.5,"2,083.5",171.0
"Rochester, MN M.S.A.5",,"181,608", ,,,,, ,,,
,"Includes Dodge, Olmsted, and Wabasha Counties5",,,,,,,,,,
,City of Rochester5,"98,287",,2,,76,140,"2,556",460,"1,928",168
,Total area actually reporting,98.2%,,2,,81,187,"3,588",691,"2,672",225
,Estimated total,100.0%,,2,,83,190,"3,697",707,"2,759",231
,"Rate per 100,000 inhabitants",,,1.1,,45.7,104.6,"2,035.7",389.3,"1,519.2",127.2
"Rochester, NY M.S.A.",,"1,032,143", ,,,,, ,,,
,"Includes Livingston, Monroe, Ontario, Orleans, and Wayne Counties",,,,,,,,,,
,City of Rochester ,"206,686","2,350",50,121,"1,032","1,147","11,277","2,582","7,044","1,651"
,Total area actually reporting,98.4%,"3,337",57,243,"1,244","1,793","27,783","5,217","20,295","2,271"
,Estimated total,100.0%,"3,367",57,245,"1,254","1,811","28,096","5,265","20,546","2,285"
,"Rate per 100,000 inhabitants",,326.2,5.5,23.7,121.5,175.5,"2,722.1",510.1,"1,990.6",221.4
"Rocky Mount, NC M.S.A.",,"148,194", ,,,,, ,,,
,Includes Edgecombe and Nash Counties,,,,,,,,,,
,City of Rocky Mount ,"57,132",662,14,21,266,361,"4,815","1,354","3,240",221
,Total area actually reporting,99.1%,882,21,34,329,498,"6,889","2,126","4,365",398
,Estimated total,100.0%,888,21,34,331,502,"6,955","2,142","4,412",401
,"Rate per 100,000 inhabitants",,599.2,14.2,22.9,223.4,338.7,"4,693.2","1,445.4","2,977.2",270.6
"Rome, GA M.S.A.",,"95,960", ,,,,, ,,,
,Includes Floyd County,,,,,,,,,,
,City of Rome,"36,233",264,2,17,68,177,"2,398",489,"1,754",155
,Total area actually reporting,100.0%,421,4,23,75,319,"3,822",798,"2,760",264
,"Rate per 100,000 inhabitants",,438.7,4.2,24.0,78.2,332.4,"3,982.9",831.6,"2,876.2",275.1
"Sacramento—Arden-Arcade—Roseville, CA M.S.A.",,"2,091,363",,,,,,,,,
,"Includes El Dorado, Placer, Sacramento, and Yolo Counties",,,,,,,,,,
,City of Sacramento,"460,546","5,128",44,194,"2,009","2,881","24,399","5,422","12,904","6,073"
,City of Roseville,"111,497",387,1,31,100,255,"3,960",648,"2,905",407
,City of Folsom,"68,320",98,2,8,27,61,"1,594",329,"1,146",119
,City of Woodland,"51,355",154,1,23,62,68,"1,807",467,"1,094",246
,Total area actually reporting,100.0%,"11,214",101,595,"3,902","6,616","69,861","16,218","39,431","14,212"
,"Rate per 100,000 inhabitants",,536.2,4.8,28.5,186.6,316.3,"3,340.5",775.5,"1,885.4",679.6
"Saginaw-Saginaw Township North, MI M.S.A.",,"204,943",,,,,,,,,
,Includes Saginaw County,, ,,,,,,,,
,City of Saginaw,"56,989","1,678",17,66,264,"1,331","2,764","1,613",825,326
,Total area actually reporting,98.9%,"2,186",22,111,361,"1,692","7,234","2,943","3,748",543
,Estimated total,100.0%,"2,194",22,112,363,"1,697","7,301","2,956","3,795",550
,"Rate per 100,000 inhabitants",,"1,070.5",10.7,54.6,177.1,828.0,"3,562.5","1,442.4","1,851.7",268.4
"Salem, OR M.S.A.",,"390,689", ,,,,, ,,,
,Includes Marion and Polk Counties,,,,,,,,,,
,City of Salem ,"154,484",583,3,58,132,390,"7,436",915,"5,629",892
,Total area actually reporting,100.0%,"1,161",4,131,225,801,"14,461","2,103","10,739","1,619"
,"Rate per 100,000 inhabitants",,297.2,1.0,33.5,57.6,205.0,"3,701.4",538.3,"2,748.7",414.4
"Salinas, CA M.S.A.",,"408,059", ,,,,, ,,,
,Includes Monterey County,,,,,,,,,,
,City of Salinas,"145,251","1,154",14,51,378,711,"6,878","1,205","3,332","2,341"
,Total area actually reporting,100.0%,"2,191",29,123,638,"1,401","14,427","3,020","8,043","3,364"
,"Rate per 100,000 inhabitants",,536.9,7.1,30.1,156.3,343.3,"3,535.5",740.1,"1,971.0",824.4
"Salisbury, MD M.S.A.",,"117,891", ,,,,, ,,,
,Includes Somerset and Wicomico Counties,,,,,,,,,,
,City of Salisbury,"27,727",503,2,24,182,295,"2,390",583,"1,704",103
,Total area actually reporting,100.0%,932,5,48,251,628,"4,745","1,272","3,253",220
,"Rate per 100,000 inhabitants",,790.6,4.2,40.7,212.9,532.7,"4,024.9","1,079.0","2,759.3",186.6
"Salt Lake City, UT M.S.A.",,"1,101,656", ,,,,, ,,,
,"Includes Salt Lake, Summit, and Tooele Counties",,,,,,,,,,
,City of Salt Lake City,"178,449","1,499",17,114,503,865,"15,232","2,049","11,196","1,987"
,Total area actually reporting,99.8%,"4,094",45,527,"1,073","2,449","53,108","8,558","38,176","6,374"
,Estimated total,100.0%,"4,098",45,528,"1,074","2,451","53,174","8,569","38,225","6,380"
,"Rate per 100,000 inhabitants",,372.0,4.1,47.9,97.5,222.5,"4,826.7",777.8,"3,469.8",579.1
"San Angelo, TX M.S.A.",,"105,706", ,,,,, ,,,
,Includes Irion and Tom Green Counties,,,,,,,,,,
,City of San Angelo ,"88,285",356,1,46,48,261,"4,473",932,"3,312",229
,Total area actually reporting,100.0%,378,1,49,49,279,"4,855","1,016","3,590",249
,"Rate per 100,000 inhabitants",,357.6,0.9,46.4,46.4,263.9,"4,592.9",961.2,"3,396.2",235.6
"San Antonio, TX M.S.A.",,"1,975,770", ,,,,, ,,,
,"Includes Atascosa, Bandera, Bexar, Comal, Guadalupe, Kendall, Medina, and Wilson Counties",,,,,,,,,,
,City of San Antonio,"1,316,882","7,327",122,635,"2,445","4,125","84,143","16,750","60,669","6,724"
,Total area actually reporting,100.0%,"9,053",140,835,"2,709","5,369","105,379","21,937","75,572","7,870"
,"Rate per 100,000 inhabitants",,458.2,7.1,42.3,137.1,271.7,"5,333.6","1,110.3","3,824.9",398.3
"San Diego-Carlsbad-San Marcos, CA M.S.A.",,"2,935,792",,,,,,,,,
,Includes San Diego County,,,,,,,,,,
,City of San Diego,"1,261,196","6,332",59,296,"2,095","3,882","44,167","7,679","23,264","13,224"
,City of Carlsbad,"95,056",318,2,13,88,215,"2,448",528,"1,684",236
,City of San Marcos,"80,050",287,2,12,101,172,"1,669",414,937,318
,City of National City,"61,996",424,6,19,180,219,"2,169",379,842,948
,Total area actually reporting,100.0%,"13,672",107,705,"4,388","8,472","89,820","16,720","48,672","24,428"
,"Rate per 100,000 inhabitants",,465.7,3.6,24.0,149.5,288.6,"3,059.5",569.5,"1,657.9",832.1
"Sandusky, OH M.S.A.",,"77,695", ,,,,, ,,,
,Includes Erie County,,,,,,,,,,
,City of Sandusky,"25,994",225,1,8,47,169,"1,591",398,"1,126",67
,Total area actually reporting,98.7%,247,1,9,50,187,"2,632",611,"1,924",97
,Estimated total,100.0%,249,1,9,51,188,"2,663",617,"1,947",99
,"Rate per 100,000 inhabitants",,320.5,1.3,11.6,65.6,242.0,"3,427.5",794.1,"2,506.0",127.4
"San Francisco-Oakland-Fremont, CA M.S.A.",,"4,154,508",,,,,,,,,
,Includes the Metropolitan Divisions of Oakland-Fremont-Hayward and San Francisco-San Mateo-Redwood City,,,,,,,,,,
,City of San Francisco,"733,799","6,414",100,125,"3,771","2,418","34,456","5,079","23,474","5,903"
,City of Oakland,"396,541","7,605",120,299,"3,470","3,716","23,664","4,742","8,954","9,968"
,City of Fremont,"201,318",606,5,35,232,334,"5,173","1,292","3,108",773
,City of Hayward,"140,603",881,8,48,538,287,"4,667",965,"2,021","1,681"
,City of Berkeley,"101,343",639,5,24,431,179,"7,116","1,172","4,949",995
,City of San Mateo,"91,441",306,0,19,100,187,"2,073",241,"1,610",222
,City of San Leandro,"77,785",547,0,12,308,227,"3,978",791,"1,935","1,252"
,City of Redwood City,"73,435",336,1,22,86,227,"1,689",197,"1,271",221
,City of Pleasanton,"66,707",63,0,8,19,36,"1,294",152,"1,009",133
,City of Walnut Creek,"63,568",90,2,3,36,49,"2,586",506,"1,875",205
,City of South San Francisco,"61,458",177,0,12,73,92,"1,567",392,936,239
,City of San Rafael,"55,987",280,0,28,80,172,"1,763",340,"1,103",320
,Total area actually reporting,100.0%,"26,746",365,"1,049","12,915","12,417","155,539","28,589","91,176","35,774"
,"Rate per 100,000 inhabitants",,643.8,8.8,25.2,310.9,298.9,"3,743.9",688.1,"2,194.6",861.1
"Oakland-Fremont-Hayward, CA M.D.",,"2,474,091",,,,,,,,,
,Includes Alameda and Contra Costa Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"17,491",251,725,"8,245","8,270","99,136","19,690","52,577","26,869"
,"Rate per 100,000 inhabitants",,707.0,10.1,29.3,333.3,334.3,"4,007.0",795.8,"2,125.1","1,086.0"
"San Francisco-San Mateo-Redwood City, CA M.D.",,"1,680,417",,,,,,,,,
,"Includes Marin, San Francisco, and San Mateo Counties",,,,,,,,,,
,Total area actually reporting,100.0%,"9,255",114,324,"4,670","4,147","56,403","8,899","38,599","8,905"
,"Rate per 100,000 inhabitants",,550.8,6.8,19.3,277.9,246.8,"3,356.5",529.6,"2,297.0",529.9
"San Jose-Sunnyvale-Santa Clara, CA M.S.A.",,"1,780,107",,,,,,,,,
,Includes San Benito and Santa Clara Counties,,,,,,,,,,
,City of San Jose,"934,553","3,759",33,217,"1,068","2,441","24,062","4,449","13,200","6,413"
,City of Sunnyvale,"130,326",154,2,15,62,75,"2,629",372,"1,896",361
,City of Santa Clara,"109,420",231,3,32,73,123,"3,430",553,"2,420",457
,City of Mountain View,"69,999",238,1,8,56,173,"1,519",157,"1,224",138
,City of Milpitas,"64,498",179,1,10,60,108,"2,104",291,"1,539",274
,City of Palo Alto,"57,696",64,1,1,44,18,"1,440",283,"1,085",72
,City of Cupertino,"53,002",53,0,7,12,34,837,178,618,41
,Total area actually reporting,100.0%,"5,831",51,382,"1,649","3,749","45,549","8,335","28,270","8,944"
,"Rate per 100,000 inhabitants",,327.6,2.9,21.5,92.6,210.6,"2,558.8",468.2,"1,588.1",502.4
"San Luis Obispo-Paso Robles, CA M.S.A.",,"256,373",,,,,,,,,
,Includes San Luis Obispo County,, ,,,,,,,,
,City of San Luis Obispo,"42,781",168,3,27,39,99,"1,846",312,"1,450",84
,City of Paso Robles,"28,490",106,0,12,13,81,931,194,659,78
,Total area actually reporting,100.0%,894,5,105,92,692,"6,269","1,330","4,516",423
,"Rate per 100,000 inhabitants",,348.7,2.0,41.0,35.9,269.9,"2,445.3",518.8,"1,761.5",165.0
"Santa Barbara-Santa Maria-Goleta, CA M.S.A.",,"397,342",,,,,,,,,
,Includes Santa Barbara County,,,,,,,,,,
,City of Santa Barbara,"85,142",445,2,44,96,303,"2,277",576,"1,536",165
,City of Santa Maria,"85,782",604,3,39,139,423,"2,616",513,"1,622",481
,City of Goleta,"29,243",53,0,4,13,36,377,89,255,33
,Total area actually reporting,100.0%,"1,644",10,155,311,"1,168","8,895","2,013","5,994",888
,"Rate per 100,000 inhabitants",,413.7,2.5,39.0,78.3,294.0,"2,238.6",506.6,"1,508.5",223.5
"Santa Cruz-Watsonville, CA M.S.A.",,"246,931",,,,,,,,,
,Includes Santa Cruz County,, ,,,,,,,,
,City of Santa Cruz,"54,626",481,1,28,117,335,"2,432",410,"1,847",175
,City of Watsonville,"49,031",397,1,17,110,269,"2,276",284,"1,770",222
,Total area actually reporting,100.0%,"1,239",6,80,275,878,"8,866","1,602","6,547",717
,"Rate per 100,000 inhabitants",,501.8,2.4,32.4,111.4,355.6,"3,590.5",648.8,"2,651.3",290.4
"Santa Rosa-Petaluma, CA M.S.A.",,"464,218",,,,,,,,,
,Includes Sonoma County,, ,,,,,,,,
,City of Santa Rosa,"154,953",771,4,65,136,566,"3,732",726,"2,634",372
,City of Petaluma,"54,624",226,1,14,40,171,"1,034",180,765,89
,Total area actually reporting,100.0%,"1,974",8,153,270,"1,543","9,394","2,154","6,308",932
,"Rate per 100,000 inhabitants",,425.2,1.7,33.0,58.2,332.4,"2,023.6",464.0,"1,358.8",200.8
"Savannah, GA M.S.A.3",,"324,109", ,,,,, ,,,
,"Includes Bryan, Chatham, and Effingham3 Counties",,,,,,,,,,
,City of Savannah-Chatham Metropolitan,"208,116","1,319",26,78,743,472,"9,851","2,315","6,369","1,167"
,Total area actually reporting,99.2%,"1,780",28,100,852,800,,"2,868",,"1,400"
,Estimated total,100.0%,"1,794",28,101,857,808,,"2,891",,"1,411"
,"Rate per 100,000 inhabitants",,553.5,8.6,31.2,264.4,249.3,,892.0,,435.3
"Scranton—Wilkes-Barre, PA M.S.A.",,"548,161",,,,,,,,,
,"Includes Lackawanna, Luzerne, and Wyoming Counties",, ,,,,,,,,
,City of Scranton,"72,444",227,2,26,99,100,"2,263",499,"1,592",172
,City of Wilkes-Barre,"41,050",193,3,19,110,61,"1,683",373,"1,194",116
,Total area actually reporting,91.5%,"1,469",15,110,378,966,"11,828","2,301","8,786",741
,Estimated total,100.0%,"1,574",16,116,407,"1,035","12,766","2,443","9,527",796
,"Rate per 100,000 inhabitants",,287.1,2.9,21.2,74.2,188.8,"2,328.9",445.7,"1,738.0",145.2
"Seattle-Tacoma-Bellevue, WA M.S.A.2",,"3,294,592",,,,,,,,,
,Includes the Metropolitan Divisions of Seattle-Bellevue-Everett and Tacoma,,,,,,,,,,
,City of Seattle,"585,118","3,667",24,90,"1,522","2,031","33,960","5,986","22,192","5,782"
,City of Tacoma2,"196,909","2,059",14,140,647,"1,258","14,957","2,628","8,986","3,343"
,City of Bellevue,"118,984",138,0,29,61,48,"4,181",583,"3,152",446
,City of Everett,"98,845",564,7,61,209,287,"8,739","1,405","5,456","1,878"
,City of Kent,"83,929",525,4,64,174,283,"4,873","1,075","2,790","1,008"
,City of Renton,"59,656",248,1,26,103,118,"4,054",677,"2,701",676
,Total area actually reporting,100.0%,"12,686",101,"1,198","4,347","7,040","146,174","28,438","91,625","26,111"
,"Rate per 100,000 inhabitants",,385.1,3.1,36.4,131.9,213.7,"4,436.8",863.2,"2,781.1",792.5
"Seattle-Bellevue-Everett, WA M.D.",,"2,518,369",,,,,,,,,
,Includes King and Snohomish Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"8,578",76,866,"3,250","4,386","109,992","21,005","69,792","19,195"
,"Rate per 100,000 inhabitants",,340.6,3.0,34.4,129.1,174.2,"4,367.6",834.1,"2,771.3",762.2
"Tacoma, WA M.D.2",,"776,223",,,,,,,,,
,Includes Pierce County2,,,,,,,,,,
,Total area actually reporting,100.0%,"4,108",25,332,"1,097","2,654","36,182","7,433","21,833","6,916"
,"Rate per 100,000 inhabitants",,529.2,3.2,42.8,141.3,341.9,"4,661.3",957.6,"2,812.7",891.0
"Sebastian-Vero Beach, FL M.S.A.",,"131,526", ,,,,, ,,,
,Includes Indian River County,,,,,,,,,,
,City of Sebastian,"20,913",64,0,4,5,55,662,198,443,21
,City of Vero Beach,"16,840",84,0,6,24,54,707,196,482,29
,Total area actually reporting,100.0%,464,2,36,101,325,"4,041","1,046","2,753",242
,"Rate per 100,000 inhabitants",,352.8,1.5,27.4,76.8,247.1,"3,072.4",795.3,"2,093.1",184.0
"Sheboygan, WI M.S.A.",,"115,407", ,,,,, ,,,
,Includes Sheboygan County,,,,,,,,,,
,City of Sheboygan,"48,291",91,1,21,29,40,"2,471",430,"1,979",62
,Total area actually reporting,100.0%,144,1,28,34,81,"3,485",580,"2,817",88
,"Rate per 100,000 inhabitants",,124.8,0.9,24.3,29.5,70.2,"3,019.7",502.6,"2,440.9",76.3
"Sherman-Denison, TX M.S.A.",,"119,528",,,,,,,,,
,Includes Grayson County,, ,,,,,,,,
,City of Sherman,"37,985",146,0,6,19,121,"1,529",336,"1,141",52
,City of Denison,"24,130",111,2,5,24,80,"1,221",290,879,52
,Total area actually reporting,100.0%,304,4,20,44,236,"3,804",975,"2,642",187
,"Rate per 100,000 inhabitants",,254.3,3.3,16.7,36.8,197.4,"3,182.5",815.7,"2,210.4",156.4
"Shreveport-Bossier City, LA M.S.A.",,"387,314",,,,,,,,,
,"Includes Bossier, Caddo, and De Soto Parishes",, ,,,,,,,,
,City of Shreveport,"199,811","2,198",36,112,544,"1,506","12,178","2,861","8,216","1,101"
,City of Bossier City,"61,993","1,146",2,34,88,"1,022","2,692",426,"2,068",198
,Total area actually reporting,99.0%,"4,326",44,174,655,"3,453","17,532","3,797","12,176","1,559"
,Estimated total,100.0%,"4,353",44,176,659,"3,474","17,736","3,835","12,330","1,571"
,"Rate per 100,000 inhabitants",,"1,123.9",11.4,45.4,170.1,896.9,"4,579.2",990.2,"3,183.5",405.6
"Sioux City, IA-NE-SD M.S.A.",,"143,514", ,,,,, ,,,
,"Includes Woodbury County, IA; Dakota and Dixon Counties, NE; and Union County, SD",,,,,,,,,,
,"City of Sioux City, IA","82,942",373,2,40,33,298,"2,842",578,"2,110",154
,Total area actually reporting,96.9%,429,2,47,36,344,"3,348",690,"2,483",175
,Estimated total,100.0%,435,2,48,36,349,"3,400",701,"2,521",178
,"Rate per 100,000 inhabitants",,303.1,1.4,33.4,25.1,243.2,"2,369.1",488.5,"1,756.6",124.0
"Sioux Falls, SD M.S.A.",,"219,627", ,,,,, ,,,
,"Includes Lincoln, McCook, Minnehaha, and Turner Counties",,,,,,,,,,
,City of Sioux Falls,"144,985",381,2,95,44,240,"3,780",631,"2,881",268
,Total area actually reporting,98.1%,439,3,103,46,287,"4,284",789,"3,202",293
,Estimated total,100.0%,445,3,104,46,292,"4,333",799,"3,238",296
,"Rate per 100,000 inhabitants",,202.6,1.4,47.4,20.9,133.0,"1,972.9",363.8,"1,474.3",134.8
"South Bend-Mishawaka, IN-MI M.S.A.",,"317,804",,,,,,,,,
,"Includes St. Joseph County, IN and Cass County, MI",, ,,,,,,,,
,"City of South Bend, IN","104,437",805,7,67,448,283,"6,872","1,945","4,438",489
,"City of Mishawaka, IN","49,196",157,1,17,52,87,"3,189",342,"2,691",156
,Total area actually reporting,100.0%,"1,242",13,129,548,552,"13,434","3,108","9,493",833
,"Rate per 100,000 inhabitants",,390.8,4.1,40.6,172.4,173.7,"4,227.1",978.0,"2,987.1",262.1
"Spartanburg, SC M.S.A.",,"276,109", ,,,,, ,,,
,Includes Spartanburg County,,,,,,,,,,
,City of Spartanburg,"38,388",829,6,22,219,582,"3,610",919,"2,422",269
,Total area actually reporting,100.0%,"2,006",25,96,475,"1,410","12,684","3,262","8,339","1,083"
,"Rate per 100,000 inhabitants",,726.5,9.1,34.8,172.0,510.7,"4,593.8","1,181.4","3,020.2",392.2
"Spokane, WA M.S.A.",,"450,805", ,,,,, ,,,
,Includes Spokane County,,,,,,,,,,
,City of Spokane,"198,272","1,322",12,88,414,808,"11,376","2,175","7,188","2,013"
,Total area actually reporting,100.0%,"1,981",14,119,496,"1,352","17,167","3,343","11,082","2,742"
,"Rate per 100,000 inhabitants",,439.4,3.1,26.4,110.0,299.9,"3,808.1",741.6,"2,458.3",608.2
"Springfield, MA M.S.A.",,"687,220", ,,,,, ,,,
,"Includes Franklin, Hampden, and Hampshire Counties",,,,,,,,,,
,City of Springfield,"151,074","2,068",20,91,690,"1,267","7,942","2,027","4,694","1,221"
,Total area actually reporting,97.3%,"3,912",31,266,927,"2,688","19,987","5,229","12,541","2,217"
,Estimated total,100.0%,"3,966",31,270,938,"2,727","20,363","5,323","12,793","2,247"
,"Rate per 100,000 inhabitants",,577.1,4.5,39.3,136.5,396.8,"2,963.1",774.6,"1,861.6",327.0
"Springfield, MO M.S.A.",,"412,378", ,,,,, ,,,
,"Includes Christian, Dallas, Greene, Polk, and Webster Counties",,,,,,,,,,
,City of Springfield,"150,488","1,051",5,72,294,680,"14,315","2,140","11,231",944
,Total area actually reporting,100.0%,"1,893",10,100,328,"1,455","18,907","3,235","14,442","1,230"
,"Rate per 100,000 inhabitants",,459.0,2.4,24.2,79.5,352.8,"4,584.9",784.5,"3,502.1",298.3
"Springfield, OH M.S.A.",,"141,098", ,,,,, ,,,
,Includes Clark County,,,,,,,,,,
,City of Springfield,"62,426",461,5,36,241,179,"5,407","1,403","3,627",377
,Total area actually reporting,99.8%,505,5,52,256,192,"7,240","1,809","4,943",488
,Estimated total,100.0%,505,5,52,256,192,"7,248","1,811","4,949",488
,"Rate per 100,000 inhabitants",,357.9,3.5,36.9,181.4,136.1,"5,136.9","1,283.5","3,507.5",345.9
"State College, PA M.S.A.",,"141,328", ,,,,, ,,,
,Includes Centre County,,,,,,,,,,
,City of State College,"52,047",43,0,4,15,24,940,104,824,12
,Total area actually reporting,97.9%,136,1,20,33,82,"2,681",411,"2,198",72
,Estimated total,100.0%,142,1,20,35,86,"2,739",420,"2,244",75
,"Rate per 100,000 inhabitants",,100.5,0.7,14.2,24.8,60.9,"1,938.0",297.2,"1,587.8",53.1
"St. Cloud, MN M.S.A.5",,"184,856", ,,,,, ,,,
,Includes Benton and Stearns Counties5,,,,,,,,,,
,City of St. Cloud5,"67,290",,1,,48,145,"2,943",352,"2,466",125
,Total area actually reporting,100.0%,,1,,52,213,"4,751",620,"3,929",202
,"Rate per 100,000 inhabitants",,,0.5,,28.1,115.2,"2,570.1",335.4,"2,125.4",109.3
"St. George, UT M.S.A.",,"134,726", ,,,,, ,,,
,Includes Washington County,,,,,,,,,,
,City of St. George,"70,579",155,0,13,15,127,"2,338",606,"1,583",149
,Total area actually reporting,100.0%,221,1,28,20,172,"3,536",954,"2,341",241
,"Rate per 100,000 inhabitants",,164.0,0.7,20.8,14.8,127.7,"2,624.6",708.1,"1,737.6",178.9
"St. Joseph, MO-KS M.S.A.",,"121,979", ,,,,, ,,,
,"Includes Doniphan County, KS and Andrew, Buchanan, and De Kalb Counties, MO",,,,,,,,,,
,"City of St. Joseph, MO","72,424",216,2,13,66,135,"3,857",770,"2,814",273
,Total area actually reporting,98.4%,343,2,22,73,246,"4,794","1,039","3,427",328
,Estimated total,100.0%,350,2,23,74,251,"4,853","1,048","3,473",332
,"Rate per 100,000 inhabitants",,286.9,1.6,18.9,60.7,205.8,"3,978.6",859.2,"2,847.2",272.2
"St. Louis, MO-IL M.S.A.",,"2,810,914",,,,,,,,,
,"Includes Bond, Calhoun, Clinton, Jersey, Macoupin, Madison, Monroe, and St. Clair Counties, IL and Franklin, Jefferson, Lincoln, St. Charles, St. Louis, Warren, and Washington Counties and St. Louis City, MO",,,,,,,,,,
,"City of St. Louis, MO","348,197","7,654",138,255,"2,761","4,500","33,901","7,289","20,330","6,282"
,"City of St. Charles, MO","63,277",162,1,21,48,92,"2,256",309,"1,853",94
,Total area actually reporting,75.4%,"12,925",182,581,"3,879","8,283","85,779","16,206","59,296","10,277"
,Estimated total,100.0%,"15,086",216,582,"4,360","9,928","98,410","18,783","68,605","11,022"
,"Rate per 100,000 inhabitants",,536.7,7.7,20.7,155.1,353.2,"3,501.0",668.2,"2,440.7",392.1
"Stockton, CA M.S.A.",,"684,406", ,,,,, ,,,
,Includes San Joaquin County,,,,,,,,,,
,City of Stockton,"297,170","4,216",29,105,"1,615","2,467","18,677","4,054","11,783","2,840"
,Total area actually reporting,100.0%,"6,054",45,165,"2,085","3,759","34,415","7,486","21,744","5,185"
,"Rate per 100,000 inhabitants",,884.6,6.6,24.1,304.6,549.2,"5,028.4","1,093.8","3,177.1",757.6
"Sumter, SC M.S.A.",,"105,369", ,,,,, ,,,
,Includes Sumter County,,,,,,,,,,
,City of Sumter,"38,955",531,4,9,101,417,"2,568",683,"1,743",142
,Total area actually reporting,100.0%,"1,536",9,42,146,"1,339","5,195","1,643","3,104",448
,"Rate per 100,000 inhabitants",,"1,457.7",8.5,39.9,138.6,"1,270.8","4,930.3","1,559.3","2,945.8",425.2
"Syracuse, NY M.S.A.",,"648,191", ,,,,, ,,,
,"Includes Madison, Onondaga, and Oswego Counties",,,,,,,,,,
,City of Syracuse,"139,880","1,435",19,67,446,903,"5,964","1,785","3,618",561
,Total area actually reporting,100.0%,"2,043",26,146,558,"1,313","15,297","3,605","10,830",862
,"Rate per 100,000 inhabitants",,315.2,4.0,22.5,86.1,202.6,"2,360.0",556.2,"1,670.8",133.0
"Tallahassee, FL M.S.A.",,"335,945", ,,,,, ,,,
,"Includes Gadsden, Jefferson, Leon, and Wakulla Counties",,,,,,,,,,
,City of Tallahassee,"159,943","1,813",5,136,568,"1,104","8,396","2,588","5,202",606
,Total area actually reporting,97.5%,"2,830",8,203,711,"1,908","12,975","4,317","7,723",935
,Estimated total,100.0%,"2,885",8,205,730,"1,942","13,350","4,399","7,981",970
,"Rate per 100,000 inhabitants",,858.8,2.4,61.0,217.3,578.1,"3,973.9","1,309.4","2,375.7",288.7
"Tampa-St. Petersburg-Clearwater, FL M.S.A.",,"2,720,592",,,,,,,,,
,"Includes Hernando, Hillsborough, Pasco, and Pinellas Counties",,,,,,,,,,
,City of Tampa ,"337,220","3,575",28,80,"1,205","2,262","16,775","4,221","10,390","2,164"
,City of St. Petersburg,"248,069","3,830",26,103,"1,017","2,684","15,189","3,717","9,156","2,316"
,City of Clearwater,"107,501",868,10,34,240,584,"4,678",862,"3,469",347
,City of Largo,"73,789",564,5,35,128,396,"2,875",567,"2,105",203
,Total area actually reporting,100.0%,"19,138",143,940,"4,977","13,078","109,910","26,706","71,986","11,218"
,"Rate per 100,000 inhabitants",,703.4,5.3,34.6,182.9,480.7,"4,039.9",981.6,"2,646.0",412.3
"Texarkana, TX-Texarkana, AR M.S.A.",,"135,211",,,,,,,,,
,"Includes Miller County, AR and Bowie County, TX",, ,,,,,,,,
,"City of Texarkana, TX ","36,237",506,9,27,105,365,"2,401",507,"1,749",145
,"City of Texarkana, AR ","30,156",447,3,20,64,360,"1,548",387,"1,043",118
,Total area actually reporting,100.0%,"1,155",15,67,187,886,"5,531","1,292","3,824",415
,"Rate per 100,000 inhabitants",,854.2,11.1,49.6,138.3,655.3,"4,090.6",955.5,"2,828.2",306.9
"Toledo, OH M.S.A.",,"651,165", ,,,,, ,,,
,"Includes Fulton, Lucas, Ottawa, and Wood Counties",,,,,,,,,,
,City of Toledo,"296,403","3,639",13,151,"1,225","2,250","19,826","5,921","12,029","1,876"
,Total area actually reporting,94.7%,"3,868",13,190,"1,291","2,374","28,554","7,285","19,037","2,232"
,Estimated total,100.0%,"3,930",14,200,"1,315","2,401","29,550","7,469","19,793","2,288"
,"Rate per 100,000 inhabitants",,603.5,2.1,30.7,201.9,368.7,"4,538.0","1,147.0","3,039.6",351.4
"Topeka, KS M.S.A.",,"229,580", ,,,,, ,,,
,"Includes Jackson, Jefferson, Osage, Shawnee, and Wabaunsee Counties",,,,,,,,,,
,City of Topeka,"121,885",719,12,47,308,352,"7,774","1,424","5,646",704
,Total area actually reporting,97.1%,935,12,70,324,529,"10,402","2,024","7,545",833
,Estimated total,100.0%,957,12,72,327,546,"10,599","2,054","7,699",846
,"Rate per 100,000 inhabitants",,416.8,5.2,31.4,142.4,237.8,"4,616.7",894.7,"3,353.5",368.5
"Trenton-Ewing, NJ M.S.A.",,"365,977",,,,,,,,,
,Includes Mercer County,, ,,,,,,,,
,City of Trenton,"83,551","1,165",25,15,595,530,"2,645",852,"1,408",385
,City of Ewing Township,"36,753",89,1,5,27,56,685,137,492,56
,Total area actually reporting,100.0%,"1,605",26,44,765,770,"7,754","1,707","5,324",723
,"Rate per 100,000 inhabitants",,438.6,7.1,12.0,209.0,210.4,"2,118.7",466.4,"1,454.7",197.6
