Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2017",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,"Rate per 100,000 inhabitants",,222.3,0.0,41.5,23.4,157.4,"1,363.2",178.3,"1,137.1",47.8
"Greensboro-High Point, NC M.S.A.4",,"763,106", ,,,,, ,,,
,"Includes Guilford, Randolph, and Rockingham Counties4",,,,,,,,,,
,City of Greensboro4,"290,051",, 46 ,, 664 ," 1,394 "," 10,332 "," 2,062 "," 7,424 ", 846 
,City of High Point4,"112,368",, 20 ,, 206 , 530 ," 4,161 ", 754 ," 3,127 ", 280 
,Total area actually reporting,99.5%,, 83 ,," 1,017 "," 2,448 "," 21,988 "," 4,800 "," 15,692 "," 1,496 "
,Estimated total,100.0%,, 83 ,," 1,020 "," 2,455 "," 22,100 "," 4,820 "," 15,779 "," 1,501 "
,"Rate per 100,000 inhabitants",,,10.9,,133.7,321.7,"2,896.1",631.6,"2,067.7",196.7
"Greenville, NC M.S.A.4",,"179,034", ,,,,, ,,,
,Includes Pitt County4,,,,,,,,,,
,City of Greenville4,"92,630",, 4 ,, 154 , 420 ," 3,394 ", 724 ," 2,566 ", 104 
,Total area actually reporting,97.5%,, 5 ,, 195 , 611 ," 5,090 "," 1,218 "," 3,691 ", 181 
,Estimated total,100.0%,, 5 ,, 198 , 619 ," 5,218 "," 1,241 "," 3,791 ", 186 
,"Rate per 100,000 inhabitants",,,2.8,,110.6,345.7,"2,914.5",693.2,"2,117.5",103.9
"Greenville-Anderson-Mauldin, SC M.S.A.",,"896,199",,,,,,,,,
,"Includes Anderson, Greenville, Laurens, and Pickens Counties",,,,,,,,,,
,City of Greenville,"68,922", 415 , 4 , 28 , 91 , 292 ," 2,831 ", 393 ," 2,281 ", 157 
,City of Anderson,"27,728", 181 , 2 , 14 , 20 , 145 ," 1,666 ", 229 ," 1,310 ", 127 
,City of Mauldin,"25,535", 65 , 1 , 5 , 12 , 47 , 409 , 45 , 332 , 32 
,City of Easley,"21,107", 125 , 0 , 8 , 15 , 102 ," 1,308 ", 127 ," 1,117 ", 64 
,Total area actually reporting,100.0%," 4,363 ", 47 , 466 , 591 ," 3,259 "," 27,798 "," 5,315 "," 19,862 "," 2,621 "
,"Rate per 100,000 inhabitants",,486.8,5.2,52.0,65.9,363.6,"3,101.8",593.1,"2,216.2",292.5
"Gulfport-Biloxi-Pascagoula, MS M.S.A.4",,"393,581",,,,,,,,,
,"Includes Hancock, Harrison, and Jackson Counties",,,,,,,,,,
,City of Gulfport,"72,792", 299 , 10 , 26 , 82 , 181 ," 3,662 ", 562 ," 2,897 ", 203 
,City of Biloxi,"46,263", 178 , 1 , 39 , 74 , 64 ," 2,963 ", 871 ," 1,933 ", 159 
,City of Pascagoula,"21,928", 72 , 0 , 25 , 22 , 25 ," 1,450 ", 246 ," 1,135 ", 69 
,Total area actually reporting,93.2%, 884 , 21 , 143 , 242 , 478 ," 14,458 "," 2,909 "," 10,603 ", 946 
,Estimated total,100.0%, 935 , 22 , 146 , 255 , 512 ," 15,221 "," 3,070 "," 11,174 ", 977 
,"Rate per 100,000 inhabitants",,237.6,5.6,37.1,64.8,130.1,"3,867.3",780.0,"2,839.1",248.2
"Hagerstown-Martinsburg, MD-WV M.S.A.",,"264,967",,,,,,,,,
,"Includes Washington County, MD and Berkeley County, WV",, ,,,,,,,,
,"City of Hagerstown, MD","40,568", 249 , 8 , 18 , 119 , 104 ," 1,036 ", 244 , 668 , 124 
,"City of Martinsburg, WV","17,761", 84 , 1 , 12 , 20 , 51 , 804 , 93 , 690 , 21 
,Total area actually reporting,100.0%, 784 , 12 , 76 , 194 , 502 ," 4,391 ", 940 ," 3,144 ", 307 
,"Rate per 100,000 inhabitants",,295.9,4.5,28.7,73.2,189.5,"1,657.2",354.8,"1,186.6",115.9
"Hammond, LA M.S.A.",,"131,701",,,,,,,,,
,Includes Tangipahoa Parish,, ,,,,,,,,
,City of Hammond,"20,712", 308 , 2 , 24 , 64 , 218 ," 2,006 ", 655 ," 1,272 ", 79 
,Total area actually reporting,96.6%," 1,173 ", 12 , 79 , 225 , 857 ," 5,665 "," 1,709 "," 3,577 ", 379 
,Estimated total,100.0%," 1,193 ", 12 , 80 , 228 , 873 ," 5,831 "," 1,739 "," 3,706 ", 386 
,"Rate per 100,000 inhabitants",,905.8,9.1,60.7,173.1,662.9,"4,427.5","1,320.4","2,813.9",293.1
"Hanford-Corcoran, CA M.S.A.",,"149,193",,,,,,,,,
,Includes Kings County,, ,,,,,,,,
,City of Hanford,"55,789", 284 , 2 , 28 , 54 , 200 ," 1,359 ", 197 , 916 , 246 
,City of Corcoran,"22,345", 78 , 1 , 9 , 10 , 58 , 383 , 101 , 222 , 60 
,Total area actually reporting,100.0%, 754 , 9 , 88 , 104 , 553 ," 2,935 ", 620 ," 1,786 ", 529 
,"Rate per 100,000 inhabitants",,505.4,6.0,59.0,69.7,370.7,"1,967.3",415.6,"1,197.1",354.6
"Harrisburg-Carlisle, PA M.S.A.",,"571,453",,,,,,,,,
,"Includes Cumberland, Dauphin, and Perry Counties",, ,,,,,,,,
,City of Harrisburg,"48,804", 564 , 13 , 50 , 178 , 323 ," 1,494 ", 348 , 963 , 183 
,City of Carlisle,"19,233", 35 , 1 , 5 , 12 , 17 , 370 , 33 , 332 , 5 
,Total area actually reporting,98.6%," 1,598 ", 25 , 266 , 365 , 942 ," 8,576 "," 1,337 "," 6,853 ", 386 
,Estimated total,100.0%," 1,612 ", 25 , 267 , 368 , 952 ," 8,691 "," 1,351 "," 6,949 ", 391 
,"Rate per 100,000 inhabitants",,282.1,4.4,46.7,64.4,166.6,"1,520.9",236.4,"1,216.0",68.4
"Harrisonburg, VA M.S.A.",,"133,939", ,,,,, ,,,
,Includes Rockingham County and Harrisonburg City,,,,,,,,,,
,City of Harrisonburg,"53,717", 128 , 3 , 24 , 12 , 89 , 897 , 115 , 739 , 43 
,Total area actually reporting,100.0%, 194 , 4 , 49 , 14 , 127 ," 1,498 ", 222 ," 1,190 ", 86 
,"Rate per 100,000 inhabitants",,144.8,3.0,36.6,10.5,94.8,"1,118.4",165.7,888.5,64.2
"Hartford-West Hartford-East Hartford, CT M.S.A.",,"1,015,610",,,,,,,,,
,"Includes Hartford, Middlesex, and Tolland Counties",,,,,,,,,,
,City of Hartford,"122,891"," 1,343 ", 29 , 45 , 465 , 804 ," 4,907 ", 738 ," 3,490 ", 679 
,City of West Hartford,"62,812", 67 , 0 , 1 , 61 , 5 ," 1,859 ", 150 ," 1,588 ", 121 
,City of East Hartford,"50,067", 133 , 1 , 24 , 55 , 53 ," 1,231 ", 188 , 883 , 160 
,City of Middletown,"46,363", 49 , 0 , 6 , 8 , 35 , 730 , 68 , 591 , 71 
,Total area actually reporting,100.0%," 2,511 ", 40 , 248 , 888 ," 1,335 "," 22,946 "," 3,009 "," 17,487 "," 2,450 "
,"Rate per 100,000 inhabitants",,247.2,3.9,24.4,87.4,131.4,"2,259.3",296.3,"1,721.8",241.2
"Hilton Head Island-Bluffton-Beaufort, SC M.S.A.5",,"216,071",,,,,,,,,
,Includes Beaufort5 and Jasper Counties,, ,,,,,,,,
,City of Bluffton,"20,024", 41 , 0 , 6 , 5 , 30 , 330 , 33 , 275 , 22 
,City of Beaufort,"13,612", 92 , 1 , 3 , 21 , 67 , 667 , 98 , 536 , 33 
,Total area actually reporting,100.0%, 815 , 13 , 109 , 112 , 581 ,,,, 308 
,"Rate per 100,000 inhabitants",,377.2,6.0,50.4,51.8,268.9,,,,142.5
"Homosassa Springs, FL M.S.A.",,"144,428",,,,,,,,,
,Includes Citrus County,, ,,,,,,,,
,Total area actually reporting,100.0%, 399 , 3 , 42 , 40 , 314 ," 2,037 ", 431 ," 1,472 ", 134 
,"Rate per 100,000 inhabitants",,276.3,2.1,29.1,27.7,217.4,"1,410.4",298.4,"1,019.2",92.8
"Hot Springs, AR M.S.A.",,"97,820", ,,,,, ,,,
,Includes Garland County,,,,,,,,,,
,City of Hot Springs,"36,956", 218 , 8 , 20 , 59 , 131 ," 2,518 ", 838 ," 1,514 ", 166 
,Total area actually reporting,100.0%, 514 , 8 , 48 , 69 , 389 ," 4,130 "," 1,514 "," 2,318 ", 298 
,"Rate per 100,000 inhabitants",,525.5,8.2,49.1,70.5,397.7,"4,222.0","1,547.7","2,369.7",304.6
"Houma-Thibodaux, LA M.S.A.",,"211,101",,,,,,,,,
,Includes Lafourche and Terrebonne Parishes,,,,,,,,,,
,City of Houma,"34,083", 123 , 2 , 20 , 18 , 83 ," 1,245 ", 168 ," 1,027 ", 50 
,City of Thibodaux,"14,617", 61 , 1 , 3 , 14 , 43 , 578 , 89 , 468 , 21 
,Total area actually reporting,100.0%, 685 , 10 , 67 , 68 , 540 ," 5,731 ", 997 ," 4,488 ", 246 
,"Rate per 100,000 inhabitants",,324.5,4.7,31.7,32.2,255.8,"2,714.8",472.3,"2,126.0",116.5
"Houston-The Woodlands-Sugar Land, TX M.S.A.2, 5",,"6,914,428",,,,,,,,,
,"Includes Austin, Brazoria, Chambers, Fort Bend, Galveston, Harris, Liberty, Montgomery,5 and Waller Counties",,,,,,,,,,
,City of Houston,"2,338,235"," 25,609 ", 269 ," 1,366 "," 9,773 "," 14,201 "," 96,532 "," 17,108 "," 67,828 "," 11,596 "
,City of Sugar Land,"89,790", 71 , 0 , 15 , 36 , 20 ," 1,289 ", 158 ," 1,075 ", 56 
,City of Baytown,"76,704", 288 , 6 , 38 , 108 , 136 ," 2,678 ", 506 ," 1,846 ", 326 
,City of Conroe,"85,534", 249 , 4 , 54 , 65 , 126 ," 1,931 ", 276 ," 1,479 ", 176 
,Total area actually reporting,99.9%," 40,846 ", 438 ," 2,938 "," 14,152 "," 23,318 ",,," 132,783 ",
,Estimated total,100.0%," 41,008 ", 440 ," 2,958 "," 14,187 "," 23,423 ",,," 133,368 ",
,"Rate per 100,000 inhabitants",,593.1,6.4,42.8,205.2,338.8,,,"1,928.8",
"Huntington-Ashland, WV-KY-OH M.S.A.4",,"357,503",,,,,,,,,
,"Includes Boyd and Greenup Counties, KY; Lawrence County OH; and Cabell, Lincoln, Putnam, and Wayne Counties, WV",,,,,,,,,,
,"City of Huntington, WV","47,933", 428 , 16 , 54 , 120 , 238 ," 2,082 ", 599 ," 1,303 ", 180 
,"City of Ashland, KY","20,927", 39 , 0 , 11 , 3 , 25 , 864 , 113 , 698 , 53 
,Total area actually reporting,81.8%, 925 , 26 , 141 , 162 , 596 ," 6,693 "," 1,525 "," 4,556 ", 612 
,Estimated total,100.0%," 1,097 ", 28 , 167 , 173 , 729 ," 7,842 "," 1,775 "," 5,344 ", 723 
,"Rate per 100,000 inhabitants",,306.9,7.8,46.7,48.4,203.9,"2,193.5",496.5,"1,494.8",202.2
"Huntsville, AL M.S.A.",,"454,756", ,,,,, ,,,
,Includes Limestone and Madison Counties,,,,,,,,,,
,City of Huntsville,"195,173"," 1,766 ", 22 , 172 , 360 ," 1,212 "," 9,232 "," 1,428 "," 6,758 "," 1,046 "
,Total area actually reporting,100.0%," 2,532 ", 33 , 256 , 441 ," 1,802 "," 14,229 "," 2,550 "," 10,229 "," 1,450 "
,"Rate per 100,000 inhabitants",,556.8,7.3,56.3,97.0,396.3,"3,128.9",560.7,"2,249.3",318.9
"Idaho Falls, ID M.S.A.",,"145,276", ,,,,, ,,,
,"Includes Bonneville, Butte, and Jefferson Counties",,,,,,,,,,
,City of Idaho Falls,"60,727", 215 , 2 , 30 , 8 , 175 ," 1,122 ", 366 , 671 , 85 
,Total area actually reporting,100.0%, 347 , 2 , 50 , 10 , 285 ," 1,870 ", 600 ," 1,126 ", 144 
,"Rate per 100,000 inhabitants",,238.9,1.4,34.4,6.9,196.2,"1,287.2",413.0,775.1,99.1
"Indianapolis-Carmel-Anderson, IN M.S.A.2, 4",,"2,026,454", ,,,,, ,,,
,"Includes Boone, Brown, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, Putnam, and Shelby Counties",,,,,,,,,,
,City of Indianapolis,"870,788"," 11,616 ", 156 , 668 ," 3,485 "," 7,307 "," 38,418 "," 8,945 "," 24,569 "," 4,904 "
,City of Carmel,"93,098", 17 , 0 , 6 , 6 , 5 , 695 , 61 , 596 , 38 
,City of Anderson,"54,959", 260 , 1 , 82 , 101 , 76 ," 2,418 ", 408 ," 1,786 ", 224 
,Total area actually reporting,87.7%," 13,657 ", 164 , 923 ," 3,878 "," 8,692 "," 55,047 "," 10,992 "," 37,679 "," 6,376 "
,Estimated total,100.0%," 14,074 ", 169 , 979 ," 3,943 "," 8,983 "," 58,410 "," 11,643 "," 40,041 "," 6,726 "
,"Rate per 100,000 inhabitants",,694.5,8.3,48.3,194.6,443.3,"2,882.4",574.6,"1,975.9",331.9
"Iowa City, IA M.S.A.",,"171,405", ,,,,, ,,,
,Includes Johnson and Washington Counties,,,,,,,,,,
,City of Iowa City,"75,519", 156 , 4 , 25 , 46 , 81 ," 1,767 ", 310 ," 1,376 ", 81 
,Total area actually reporting,100.0%, 447 , 4 , 93 , 72 , 278 ," 3,468 ", 586 ," 2,747 ", 135 
,"Rate per 100,000 inhabitants",,260.8,2.3,54.3,42.0,162.2,"2,023.3",341.9,"1,602.6",78.8
"Jackson, MI M.S.A.",,"158,563", ,,,,, ,,,
,Includes Jackson County,,,,,,,,,,
,City of Jackson,"32,822", 371 , 7 , 58 , 55 , 251 ," 1,371 ", 211 ," 1,052 ", 108 
,Total area actually reporting,98.7%, 803 , 12 , 158 , 78 , 555 ," 3,442 ", 569 ," 2,658 ", 215 
,Estimated total,100.0%, 809 , 12 , 159 , 79 , 559 ," 3,479 ", 575 ," 2,686 ", 218 
,"Rate per 100,000 inhabitants",,510.2,7.6,100.3,49.8,352.5,"2,194.1",362.6,"1,694.0",137.5
"Jackson, MS M.S.A.4",,"579,463", ,,,,, ,,,
,"Includes Copiah, Hinds, Madison,4 Rankin, Simpson, and Yazoo Counties",,,,,,,,,,
,City of Jackson4,"168,397",, 60 ,, 542 , 591 ," 7,449 "," 2,006 "," 4,696 ", 747 
,Total area actually reporting,76.4%," 1,733 ", 68 , 147 , 617 , 901 ," 11,062 "," 2,637 "," 7,497 ", 928 
,Estimated total,100.0%," 1,957 ", 75 , 166 , 666 ," 1,050 "," 14,139 "," 3,335 "," 9,710 "," 1,094 "
,"Rate per 100,000 inhabitants",,337.7,12.9,28.6,114.9,181.2,"2,440.0",575.5,"1,675.7",188.8
"Jackson, TN M.S.A.",,"129,687", ,,,,, ,,,
,"Includes Chester, Crockett, and Madison Counties",,,,,,,,,,
,City of Jackson,"67,031", 655 , 7 , 28 , 91 , 529 ," 2,917 ", 497 ," 2,271 ", 149 
,Total area actually reporting,100.0%, 907 , 8 , 41 , 104 , 754 ," 3,729 ", 744 ," 2,772 ", 213 
,"Rate per 100,000 inhabitants",,699.4,6.2,31.6,80.2,581.4,"2,875.4",573.7,"2,137.5",164.2
"Jacksonville, FL M.S.A.",,"1,505,471", ,,,,, ,,,
,"Includes Baker, Clay, Duval, Nassau, and St. Johns Counties",,,,,,,,,,
,City of Jacksonville,"894,638"," 5,648 ", 109 , 538 ," 1,376 "," 3,625 "," 31,551 "," 5,646 "," 22,980 "," 2,925 "
,Total area actually reporting,100.0%," 7,239 ", 123 , 724 ," 1,600 "," 4,792 "," 41,816 "," 7,661 "," 30,548 "," 3,607 "
,"Rate per 100,000 inhabitants",,480.8,8.2,48.1,106.3,318.3,"2,777.6",508.9,"2,029.1",239.6
"Janesville-Beloit, WI M.S.A.",,"161,894", ,,,,, ,,,
,Includes Rock County,,,,,,,,,,
,City of Janesville,"64,257", 170 , 2 , 45 , 30 , 93 ," 1,948 ", 308 ," 1,572 ", 68 
,City of Beloit,"36,724", 156 , 1 , 32 , 34 , 89 ," 1,114 ", 211 , 863 , 40 
,Total area actually reporting,100.0%, 391 , 4 , 105 , 70 , 212 ," 3,774 ", 664 ," 2,966 ", 144 
,"Rate per 100,000 inhabitants",,241.5,2.5,64.9,43.2,130.9,"2,331.2",410.1,"1,832.1",88.9
"Jefferson City, MO M.S.A.3",,"151,721", ,,,,, ,,,
,"Includes Callaway, Cole, Moniteau, and Osage Counties",,,,,,,,,,
,City of Jefferson City,"42,989", 152 , 4 , 16 , 38 , 94 ," 1,254 ", 164 ," 1,032 ", 58 
,Total area actually reporting,100.0%,, 6 , 57 , 47 ,," 2,757 ", 512 ," 2,080 ", 165 
,"Rate per 100,000 inhabitants",,,4.0,37.6,31.0,,"1,817.2",337.5,"1,370.9",108.8
"Johnson City, TN M.S.A.",,"202,495", ,,,,, ,,,
,"Includes Carter, Unicoi, and Washington Counties",,,,,,,,,,
,City of Johnson City,"67,193", 267 , 2 , 26 , 42 , 197 ," 2,831 ", 377 ," 2,296 ", 158 
,Total area actually reporting,100.0%, 663 , 8 , 54 , 65 , 536 ," 5,653 ", 958 ," 4,342 ", 353 
,"Rate per 100,000 inhabitants",,327.4,4.0,26.7,32.1,264.7,"2,791.7",473.1,"2,144.3",174.3
"Johnstown, PA M.S.A.",,"133,419", ,,,,, ,,,
,Includes Cambria County,, , ,,,,,,,
,City of Johnstown,"20,946", 157 , 9 , 10 , 27 , 111 , 634 , 190 , 419 , 25 
,Total area actually reporting,99.1%, 246 , 11 , 27 , 40 , 168 ," 1,835 ", 345 ," 1,435 ", 55 
,Estimated total,100.0%, 247 , 11 , 27 , 40 , 169 ," 1,852 ", 347 ," 1,449 ", 56 
,"Rate per 100,000 inhabitants",,185.1,8.2,20.2,30.0,126.7,"1,388.1",260.1,"1,086.1",42.0
"Jonesboro, AR M.S.A.",,"131,530", ,,,,, ,,,
,Includes Craighead and Poinsett Counties,,,,,,,,,,
,City of Jonesboro,"76,188", 400 , 13 , 54 , 62 , 271 ," 3,124 "," 1,239 "," 1,728 ", 157 
,Total area actually reporting,92.8%, 560 , 16 , 84 , 67 , 393 ," 4,221 "," 1,441 "," 2,532 ", 248 
,Estimated total,100.0%, 597 , 16 , 89 , 69 , 423 ," 4,406 "," 1,500 "," 2,638 ", 268 
,"Rate per 100,000 inhabitants",,453.9,12.2,67.7,52.5,321.6,"3,349.8","1,140.4","2,005.6",203.8
"Joplin, MO M.S.A.",,"178,239", ,,,,, ,,,
,Includes Jasper and Newton Counties,,,,,,,,,,
,City of Joplin,"52,412", 317 , 3 , 44 , 61 , 209 ," 3,729 ", 487 ," 2,918 ", 324 
,Total area actually reporting,100.0%, 713 , 5 , 92 , 81 , 535 ," 6,971 "," 1,020 "," 5,370 ", 581 
,"Rate per 100,000 inhabitants",,400.0,2.8,51.6,45.4,300.2,"3,911.0",572.3,"3,012.8",326.0
"Kahului-Wailuku-Lahaina, HI M.S.A.",,"165,868",,,,,,,,,
,Includes Kalawao and Maui Counties,, ,,,,,,,,
,Total area actually reporting,100.0%, 446 , 2 , 95 , 67 , 282 ," 5,729 ", 906 ," 4,016 ", 807 
,"Rate per 100,000 inhabitants",,268.9,1.2,57.3,40.4,170.0,"3,454.0",546.2,"2,421.2",486.5
"Kalamazoo-Portage, MI M.S.A.",,"339,412",,,,,,,,,
,Includes Kalamazoo and Van Buren Counties,, ,,,,,,,,
,City of Kalamazoo,"76,263", 913 , 10 , 130 , 152 , 621 ," 3,174 ", 710 ," 2,132 ", 332 
,City of Portage,"48,876", 108 , 0 , 31 , 14 , 63 ," 1,468 ", 186 ," 1,223 ", 59 
,Total area actually reporting,99.7%," 1,697 ", 16 , 313 , 239 ," 1,129 "," 8,991 "," 1,897 "," 6,381 ", 713 
,Estimated total,100.0%," 1,699 ", 16 , 313 , 239 ," 1,131 "," 9,006 "," 1,899 "," 6,393 ", 714 
,"Rate per 100,000 inhabitants",,500.6,4.7,92.2,70.4,333.2,"2,653.4",559.5,"1,883.6",210.4
"Kankakee, IL M.S.A.",,"109,501",,,,,,,,,
,Includes Kankakee County,, ,,,,,,,,
,City of Kankakee,"26,265", 210 , 6 , 35 , 68 , 101 ," 1,049 ", 198 , 800 , 51 
,Total area actually reporting,91.5%, 360 , 7 , 56 , 100 , 197 ," 2,143 ", 390 ," 1,657 ", 96 
,Estimated total,100.0%, 380 , 7 , 59 , 106 , 208 ," 2,294 ", 412 ," 1,777 ", 105 
,"Rate per 100,000 inhabitants",,347.0,6.4,53.9,96.8,190.0,"2,095.0",376.3,"1,622.8",95.9
"Kennewick-Richland, WA M.S.A.",,"289,723",,,,,,,,,
,Includes Benton and Franklin Counties,,,,,,,,,,
,City of Kennewick,"81,499", 213 , 1 , 30 , 59 , 123 ," 2,228 ", 307 ," 1,732 ", 189 
,City of Richland,"56,151", 102 , 0 , 19 , 14 , 69 ," 1,321 ", 184 ," 1,086 ", 51 
,Total area actually reporting,100.0%, 594 , 2 , 85 , 123 , 384 ," 5,926 "," 1,040 "," 4,383 ", 503 
,"Rate per 100,000 inhabitants",,205.0,0.7,29.3,42.5,132.5,"2,045.4",359.0,"1,512.8",173.6
"Killeen-Temple, TX M.S.A.",,"440,220",,,,,,,,,
,"Includes Bell, Coryell, and Lampasas Counties",,,,,,,,,,
,City of Killeen,"145,912"," 1,118 ", 18 , 151 , 313 , 636 ," 4,109 "," 1,140 "," 2,403 ", 566 
,City of Temple,"74,794", 238 , 5 , 63 , 65 , 105 ," 2,130 ", 409 ," 1,483 ", 238 
,Total area actually reporting,99.3%," 1,860 ", 33 , 296 , 442 ," 1,089 "," 10,247 "," 2,391 "," 6,864 ", 992 
,Estimated total,100.0%," 1,868 ", 33 , 297 , 444 ," 1,094 "," 10,316 "," 2,401 "," 6,918 ", 997 
,"Rate per 100,000 inhabitants",,424.3,7.5,67.5,100.9,248.5,"2,343.4",545.4,"1,571.5",226.5
"Kingsport-Bristol-Bristol, TN-VA M.S.A.",,"306,090",,,,,,,,,
,"Includes Hawkins and Sullivan Counties, TN and Scott and Washington Counties and Bristol City, VA",,,,,,,,,,
,"City of Kingsport, TN","52,810", 381 , 3 , 17 , 58 , 303 ," 2,884 ", 377 ," 2,303 ", 204 
,"City of Bristol, TN","27,176", 110 , 2 , 14 , 8 , 86 , 915 , 137 , 704 , 74 
,"City of Bristol, VA","16,795", 54 , 0 , 15 , 3 , 36 , 562 , 86 , 428 , 48 
,Total area actually reporting,100.0%," 1,086 ", 16 , 125 , 88 , 857 ," 7,630 "," 1,339 "," 5,633 ", 658 
,"Rate per 100,000 inhabitants",,354.8,5.2,40.8,28.7,280.0,"2,492.7",437.5,"1,840.3",215.0
"Kingston, NY M.S.A.",,"179,106", ,,,,, ,,,
,Includes Ulster County,,,,,,,,,,
,City of Kingston,"23,110", 73 , 1 , 5 , 22 , 45 , 449 , 53 , 392 , 4 
,Total area actually reporting,100.0%, 287 , 2 , 64 , 39 , 182 ," 2,257 ", 307 ," 1,885 ", 65 
,"Rate per 100,000 inhabitants",,160.2,1.1,35.7,21.8,101.6,"1,260.1",171.4,"1,052.4",36.3
"Knoxville, TN M.S.A.",,"875,281", ,,,,, ,,,
,"Includes Anderson, Blount, Campbell, Grainger, Knox, Loudon, Morgan, Roane, and Union Counties",,,,,,,,,,
,City of Knoxville,"187,539"," 1,676 ", 33 , 145 , 371 ," 1,127 "," 10,211 "," 1,665 "," 7,510 "," 1,036 "
,Total area actually reporting,100.0%," 3,852 ", 60 , 311 , 528 ," 2,953 "," 22,730 "," 4,387 "," 15,953 "," 2,390 "
,"Rate per 100,000 inhabitants",,440.1,6.9,35.5,60.3,337.4,"2,596.9",501.2,"1,822.6",273.1
"Kokomo, IN M.S.A.",,"82,647", ,,,,, ,,,
,Includes Howard County,,,,,,,,,,
,City of Kokomo,"57,758", 417 , 6 , 36 , 48 , 327 ," 1,669 ", 413 ," 1,169 ", 87 
,Total area actually reporting,98.7%, 487 , 6 , 41 , 48 , 392 ," 1,871 ", 473 ," 1,291 ", 107 
,Estimated total,100.0%, 490 , 6 , 41 , 49 , 394 ," 1,898 ", 476 ," 1,313 ", 109 
,"Rate per 100,000 inhabitants",,592.9,7.3,49.6,59.3,476.7,"2,296.5",575.9,"1,588.7",131.9
"La Crosse-Onalaska, WI-MN M.S.A.",,"137,553", ,,,,, ,,,
,"Includes Houston County, MN and La Crosse County, WI",,,,,,,,,,
,"City of La Crosse, WI","52,234", 140 , 0 , 29 , 35 , 76 ," 2,167 ", 365 ," 1,746 ", 56 
,"City of Onalaska, WI","18,847", 15 , 0 , 4 , 0 , 11 , 532 , 26 , 495 , 11 
,Total area actually reporting,100.0%, 213 , 1 , 38 , 36 , 138 ," 3,242 ", 495 ," 2,665 ", 82 
,"Rate per 100,000 inhabitants",,154.8,0.7,27.6,26.2,100.3,"2,356.9",359.9,"1,937.4",59.6
"Lafayette, LA M.S.A.3, 5",,"493,395", ,,,,, ,,,
,"Includes Acadia,3 Iberia, Lafayette, St. Martin, and Vermilion Parishes",,,,,,,,,,
,City of Lafayette,"128,691", 721 , 22 , 21 , 175 , 503 ," 5,863 "," 1,011 "," 4,555 ", 297 
,Total area actually reporting,85.2%," 1,915 ", 39 , 101 , 320 ," 1,455 ",," 2,957 ",,
,Estimated total,100.0%," 2,169 ", 44 , 119 , 361 ," 1,645 ",," 3,371 ",,
,"Rate per 100,000 inhabitants",,439.6,8.9,24.1,73.2,333.4,,683.2,,
"Lafayette-West Lafayette, IN M.S.A.",,"219,515", ,,,,, ,,,
,"Includes Benton, Carroll, and Tippecanoe Counties",,,,,,,,,,
,City of Lafayette,"72,274", 364 , 4 , 43 , 80 , 237 ," 2,637 ", 573 ," 1,903 ", 161 
,City of West Lafayette,"46,541", 49 , 0 , 8 , 5 , 36 , 466 , 49 , 397 , 20 
,Total area actually reporting,85.9%, 488 , 5 , 68 , 93 , 322 ," 3,940 ", 789 ," 2,926 ", 225 
,Estimated total,100.0%, 542 , 5 , 75 , 102 , 360 ," 4,389 ", 871 ," 3,248 ", 270 
,"Rate per 100,000 inhabitants",,246.9,2.3,34.2,46.5,164.0,"1,999.4",396.8,"1,479.6",123.0
"Lake Charles, LA M.S.A.2",,"207,792", ,,,,, ,,,
,Includes Calcasieu and Cameron Parishes,,,,,,,,,,
,City of Lake Charles,"77,647", 638 , 9 , 45 , 146 , 438 ," 3,524 "," 1,836 "," 1,429 ", 259 
,Total area actually reporting,96.9%," 1,239 ", 21 , 101 , 203 , 914 ," 9,209 "," 3,403 "," 5,230 ", 576 
,Estimated total,100.0%," 1,268 ", 22 , 103 , 207 , 936 ," 9,449 "," 3,446 "," 5,417 ", 586 
,"Rate per 100,000 inhabitants",,610.2,10.6,49.6,99.6,450.5,"4,547.3","1,658.4","2,606.9",282.0
"Lake Havasu City-Kingman, AZ M.S.A.6",,"205,868", ,,,,, ,,,
,Includes Mohave County,,,,,,,,,,
,City of Lake Havasu City,"53,937", 120 , 0 , 21 , 6 , 93 ," 1,164 ", 245 , 848 , 71 
,City of Kingman,"29,181", 131 , 2 , 12 , 15 , 102 ," 1,445 ", 237 ," 1,119 ", 89 
,Total area actually reporting,97.7%,, 8 , 59 , 75 ,," 6,514 "," 1,620 "," 4,355 ", 539 
,Estimated total,100.0%,, 8 , 61 , 78 ,," 6,644 "," 1,640 "," 4,455 ", 549 
,"Rate per 100,000 inhabitants",,,3.9,29.6,37.9,,"3,227.3",796.6,"2,164.0",266.7
"Lakeland-Winter Haven, FL M.S.A.",,"679,166",,,,,,,,,
,Includes Polk County,, ,,,,,,,,
,City of Lakeland,"107,927", 307 , 1 , 73 , 89 , 144 ," 4,021 ", 574 ," 3,237 ", 210 
,City of Winter Haven,"39,859", 192 , 0 , 30 , 24 , 138 ," 1,112 ", 177 , 862 , 73 
