Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2014",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,City of Richmond ,"216,747","1,254",41,39,569,605,"8,388","1,685","5,969",734
,Total area actually reporting,100.0%,"2,916",78,253,"1,059","1,526","29,204","5,122","22,578","1,504"
,"Rate per 100,000 inhabitants",,232.2,6.2,20.1,84.3,121.5,"2,325.9",407.9,"1,798.2",119.8
"Riverside-San Bernardino-Ontario, CA M.S.A.",,"4,440,461",,,,,,,,,
,Includes Riverside and San Bernardino Counties,,,,,,,,,,
,City of Riverside ,"319,453","1,384",12,143,441,788,"9,864","1,531","6,794","1,539"
,City of San Bernardino,"214,588","2,128",43,104,811,"1,170","9,239","2,370","4,405","2,464"
,City of Ontario,"168,278",431,6,20,163,242,"4,654",780,"2,987",887
,City of Corona,"161,128",171,0,25,68,78,"3,440",541,"2,389",510
,City of Victorville,"122,316",642,3,39,189,411,"4,374","1,747","2,023",604
,City of Temecula,"108,308",100,2,7,54,37,"2,535",656,"1,668",211
,City of Chino,"81,600",186,0,8,42,136,"1,816",418,"1,121",277
,City of Redlands,"70,295",147,1,9,60,77,"2,837",512,"1,965",360
,Total area actually reporting,100.0%,"14,541",203,916,"4,396","9,026","116,212","29,915","66,604","19,693"
,"Rate per 100,000 inhabitants",,327.5,4.6,20.6,99.0,203.3,"2,617.1",673.7,"1,499.9",443.5
"Roanoke, VA M.S.A.",,"312,777", ,,,,, ,,,
,"Includes Botetourt, Craig, Franklin, and Roanoke Counties and Roanoke and Salem Cities",,,,,,,,,,
,City of Roanoke,"98,941",340,2,35,89,214,"4,127",557,"3,386",184
,Total area actually reporting,100.0%,634,7,88,118,421,"7,043",958,"5,797",288
,"Rate per 100,000 inhabitants",,202.7,2.2,28.1,37.7,134.6,"2,251.8",306.3,"1,853.4",92.1
"Rochester, MN M.S.A.",,"213,400", ,,,,, ,,,
,"Includes Dodge, Fillmore, Olmsted, and Wabasha Counties",,,,,,,,,,
,City of Rochester,"111,712",205,2,46,52,105,"2,223",338,"1,775",110
,Total area actually reporting,100.0%,301,3,61,55,182,"2,947",487,"2,303",157
,"Rate per 100,000 inhabitants",,141.0,1.4,28.6,25.8,85.3,"1,381.0",228.2,"1,079.2",73.6
"Rochester, NY M.S.A.",,"1,085,775",,,,,, ,,,
,"Includes Livingston, Monroe, Ontario, Orleans, Wayne, and Yates Counties",,,,,,,,,,
,City of Rochester,"210,347","1,765",27,190,698,850,"8,856","2,125","6,058",673
,Total area actually reporting,99.8%,"2,809",32,451,919,"1,407","24,368","4,559","18,716","1,093"
,Estimated total,100.0%,"2,812",32,451,920,"1,409","24,403","4,564","18,745","1,094"
,"Rate per 100,000 inhabitants",,259.0,2.9,41.5,84.7,129.8,"2,247.5",420.3,"1,726.4",100.8
"Rockford, IL M.S.A.",,"343,135", ,,,,, ,,,
,Includes Boone and Winnebago Counties,,,,,,,,,,
,City of Rockford,"149,586","1,847",17,131,412,"1,287","6,401","1,708","4,313",380
,Total area actually reporting,83.8%,"2,187",21,181,473,"1,512","9,054","2,311","6,260",483
,Estimated total,100.0%,"2,281",23,195,493,"1,570","9,844","2,477","6,847",520
,"Rate per 100,000 inhabitants",,664.8,6.7,56.8,143.7,457.5,"2,868.8",721.9,"1,995.4",151.5
"Rocky Mount, NC M.S.A.",,"150,531", ,,,,, ,,,
,Includes Edgecombe and Nash Counties,,,,,,,,,,
,City of Rocky Mount ,"56,757",533,15,15,113,390,"2,744",735,"1,929",80
,Total area actually reporting,97.7%,673,19,28,143,483,"4,384","1,375","2,863",146
,Estimated total,100.0%,682,19,29,145,489,"4,495","1,397","2,948",150
,"Rate per 100,000 inhabitants",,453.1,12.6,19.3,96.3,324.9,"2,986.1",928.0,"1,958.4",99.6
"Sacramento–Roseville–Arden-Arcade, CA M.S.A.",,"2,243,875",,,,,,,,,
,"Includes El Dorado, Placer, Sacramento, and Yolo Counties",,,,,,,,,,
,City of Sacramento,"482,767","2,968",28,78,"1,000","1,862","15,078","3,238","9,443","2,397"
,City of Roseville,"128,997",193,1,17,50,125,"3,070",470,"2,367",233
,City of Folsom,"73,329",79,1,8,23,47,"1,305",244,996,65
,Total area actually reporting,100.0%,"9,214",89,549,"2,601","5,975","55,534","12,393","35,440","7,701"
,"Rate per 100,000 inhabitants",,410.6,4.0,24.5,115.9,266.3,"2,474.9",552.3,"1,579.4",343.2
"Saginaw, MI M.S.A.",,"195,891",,,,,,,,,
,Includes Saginaw County,, ,,,,,,,,
,City of Saginaw,"50,030",845,11,70,124,640,"1,209",555,593,61
,Total area actually reporting,100.0%,"1,293",16,160,165,952,"3,815","1,106","2,535",174
,"Rate per 100,000 inhabitants",,660.1,8.2,81.7,84.2,486.0,"1,947.5",564.6,"1,294.1",88.8
"Salem, OR M.S.A.",,"404,329", ,,,,, ,,,
,Includes Marion and Polk Counties,,,,,,,,,,
,City of Salem ,"162,028",505,2,44,103,356,"7,031",828,"5,562",641
,Total area actually reporting,100.0%,859,8,106,158,587,"12,540","1,744","9,614","1,182"
,"Rate per 100,000 inhabitants",,212.5,2.0,26.2,39.1,145.2,"3,101.4",431.3,"2,377.8",292.3
"Salinas, CA M.S.A.",,"434,416", ,,,,, ,,,
,Includes Monterey County,,,,,,,,,,
,City of Salinas,"156,908",997,15,32,449,501,"5,227","1,281","2,330","1,616"
,Total area actually reporting,100.0%,"1,833",34,125,587,"1,087","10,577","2,594","5,595","2,388"
,"Rate per 100,000 inhabitants",,421.9,7.8,28.8,135.1,250.2,"2,434.8",597.1,"1,287.9",549.7
"Salisbury, MD-DE M.S.A.",,"389,229", ,,,,, ,,,
,"Includes Sussex County, DE and Somerset, Wicomico, and Worcester Counties, MD",,,,,,,,,,
,"City of Salisbury, MD","31,779",286,0,17,71,198,"1,835",311,"1,478",46
,Total area actually reporting,100.0%,"1,610",11,178,310,"1,111","12,577","3,061","9,176",340
,"Rate per 100,000 inhabitants",,413.6,2.8,45.7,79.6,285.4,"3,231.3",786.4,"2,357.5",87.4
"Salt Lake City, UT M.S.A.",,"1,156,755", ,,,,, ,,,
,Includes Salt Lake and Tooele Counties,,,,,,,,,,
,City of Salt Lake City,"192,368","1,447",7,219,450,771,"16,228","1,726","12,717","1,785"
,Total area actually reporting,99.9%,"4,026",26,696,"1,039","2,265","51,753","6,777","39,530","5,446"
,Estimated total,100.0%,"4,026",26,696,"1,039","2,265","51,763","6,778","39,538","5,447"
,"Rate per 100,000 inhabitants",,348.0,2.2,60.2,89.8,195.8,"4,474.8",585.9,"3,418.0",470.9
"San Angelo, TX M.S.A.",,"118,519", ,,,,, ,,,
,Includes Irion and Tom Green Counties,,,,,,,,,,
,City of San Angelo,"98,477",325,3,46,38,238,"3,786",808,"2,738",240
,Total area actually reporting,100.0%,348,5,55,38,250,"4,222",955,"2,996",271
,"Rate per 100,000 inhabitants",,293.6,4.2,46.4,32.1,210.9,"3,562.3",805.8,"2,527.9",228.7
"San Antonio-New Braunfels, TX M.S.A.",,"2,326,684", ,,,,, ,,,
,"Includes Atascosa, Bandera, Bexar, Comal, Guadalupe, Kendall, Medina, and Wilson Counties",,,,,,,,,,
,City of San Antonio,"1,428,465","7,704",103,"1,077","1,777","4,747","77,392","12,344","57,908","7,140"
,City of New Braunfels,"64,622",182,1,9,21,151,"2,101",313,"1,614",174
,Total area actually reporting,99.9%,"9,337",133,"1,374","2,006","5,824","97,124","16,823","71,928","8,373"
,Estimated total,100.0%,"9,420",134,"1,382","2,027","5,877","97,664","16,974","72,263","8,427"
,"Rate per 100,000 inhabitants",,404.9,5.8,59.4,87.1,252.6,"4,197.6",729.5,"3,105.8",362.2
"San Diego-Carlsbad, CA M.S.A.",,"3,256,669",,,,,,,,,
,Includes San Diego County,,,,,,,,,,
,City of San Diego,"1,368,690","5,214",32,371,"1,318","3,493","26,812","5,115","16,691","5,006"
,City of Carlsbad,"112,297",204,1,14,44,145,"1,731",331,"1,272",128
,Total area actually reporting,100.0%,"10,590",74,763,"2,706","7,047","59,059","10,962","38,633","9,464"
,"Rate per 100,000 inhabitants",,325.2,2.3,23.4,83.1,216.4,"1,813.5",336.6,"1,186.3",290.6
"San Francisco-Oakland-Hayward, CA M.S.A.",,"4,585,742",,,,,,,,,
,"Includes the Metropolitan Divisions of Oakland-Hayward-Berkeley, San Francisco-Redwood City-South San Francisco, and San Rafael",,,,,,,,,,
,City of San Francisco,"850,294","6,761",45,355,"3,224","3,137","45,093","5,237","33,730","6,126"
,City of Oakland,"409,994","6,910",80,209,"3,481","3,140","24,367","4,006","13,842","6,519"
,City of Hayward,"153,319",605,9,53,329,214,"4,873",985,"2,444","1,444"
,City of Berkeley,"117,753",431,3,35,263,130,"5,102",932,"3,615",555
,City of San Leandro,"88,690",369,1,18,226,124,"3,757",599,"2,236",922
,City of Redwood City,"81,870",194,2,55,59,78,"1,728",477,"1,039",212
,City of San Ramon,"75,049",23,0,3,11,9,748,209,463,76
,City of Pleasanton,"75,060",61,0,8,14,39,"1,244",169,919,156
,City of Walnut Creek,"67,555",74,0,4,24,46,"2,439",434,"1,788",217
,City of South San Francisco,"66,793",156,1,27,49,79,"1,274",287,836,151
,City of San Rafael,"59,292",193,0,20,55,118,"1,664",287,"1,132",245
,Total area actually reporting,100.0%,"22,843",210,"1,277","10,352","11,004","154,539","26,276","100,629","27,634"
,"Rate per 100,000 inhabitants",,498.1,4.6,27.8,225.7,240.0,"3,370.0",573.0,"2,194.4",602.6
"Oakland-Hayward-Berkeley, CA M.D.",,"2,715,593",,,,,,,,,
,Includes Alameda and Contra Costa Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"14,006",149,659,"6,495","6,703","89,852","16,782","53,825","19,245"
,"Rate per 100,000 inhabitants",,515.8,5.5,24.3,239.2,246.8,"3,308.7",618.0,"1,982.1",708.7
"San Francisco-Redwood City-South San Francisco, CA M.D.",,"1,608,949",,,,,,,,,
,Includes San Francisco and San Mateo Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"8,383",56,578,"3,746","4,003","60,122","8,422","43,852","7,848"
,"Rate per 100,000 inhabitants",,521.0,3.5,35.9,232.8,248.8,"3,736.7",523.4,"2,725.5",487.8
"San Rafael, CA M.D.",,"261,200",,,,,,,,,
,Includes Marin County,,,,,,,,,,
,Total area actually reporting,100.0%,454,5,40,111,298,"4,565","1,072","2,952",541
,"Rate per 100,000 inhabitants",,173.8,1.9,15.3,42.5,114.1,"1,747.7",410.4,"1,130.2",207.1
"San Jose-Sunnyvale-Santa Clara, CA M.S.A.",,"1,950,374",,,,,,,,,
,Includes San Benito and Santa Clara Counties,,,,,,,,,,
,City of San Jose,"1,009,679","3,242",32,306,"1,072","1,832","24,577","5,167","11,850","7,560"
,City of Sunnyvale,"149,384",167,1,14,88,64,"2,356",511,"1,559",286
,City of Santa Clara,"121,114",162,0,26,89,47,"3,268",577,"2,287",404
,City of Mountain View,"78,759",156,1,14,29,112,"1,608",263,"1,237",108
,City of Milpitas,"70,568",112,1,14,52,45,"2,131",351,"1,453",327
,City of Palo Alto,"67,169",59,0,3,29,27,"1,299",257,976,66
,City of Cupertino,"60,564",40,0,4,19,17,"1,026",263,716,47
,Total area actually reporting,100.0%,"4,872",44,491,"1,568","2,769","43,820","9,163","24,809","9,848"
,"Rate per 100,000 inhabitants",,249.8,2.3,25.2,80.4,142.0,"2,246.7",469.8,"1,272.0",504.9
"San Luis Obispo-Paso Robles-Arroyo Grande, CA M.S.A.",,"279,628",,,,,,,,,
,Includes San Luis Obispo County,, ,,,,,,,,
,City of San Luis Obispo,"46,672",240,0,47,25,168,"1,439",206,"1,162",71
,City of Paso Robles,"31,117",125,0,6,7,112,788,157,584,47
,City of Arroyo Grande,"17,829",52,0,1,7,44,356,82,243,31
,Total area actually reporting,100.0%,"1,177",3,97,71,"1,006","5,683","1,395","3,893",395
,"Rate per 100,000 inhabitants",,420.9,1.1,34.7,25.4,359.8,"2,032.3",498.9,"1,392.2",141.3
"Santa Cruz-Watsonville, CA M.S.A.",,"272,480",,,,,,,,,
,Includes Santa Cruz County,, ,,,,,,,,
,City of Santa Cruz,"63,440",524,1,63,109,351,"3,270",420,"2,602",248
,City of Watsonville,"52,778",265,8,14,85,158,"1,489",190,937,362
,Total area actually reporting,100.0%,"1,139",9,110,236,784,"8,121","1,369","5,669","1,083"
,"Rate per 100,000 inhabitants",,418.0,3.3,40.4,86.6,287.7,"2,980.4",502.4,"2,080.5",397.5
"Santa Fe, NM M.S.A.",,"147,809",,,,,,,,,
,Includes Santa Fe County,, ,,,,,,,,
,City of Santa Fe,"70,438",244,3,23,73,145,"3,017","1,157","1,747",113
,Total area actually reporting,100.0%,403,4,31,91,277,"4,174","1,721","2,290",163
,"Rate per 100,000 inhabitants",,272.6,2.7,21.0,61.6,187.4,"2,823.9","1,164.3","1,549.3",110.3
"Santa Maria-Santa Barbara, CA M.S.A.",,"441,058",,,,,,,,,
,Includes Santa Barbara County,,,,,,,,,,
,City of Santa Maria,"102,885",439,3,44,149,243,"3,045",666,"1,496",883
,City of Santa Barbara,"90,889",302,1,39,56,206,"2,389",454,"1,843",92
,Total area actually reporting,100.0%,"1,294",16,167,263,848,"9,088","2,020","5,864","1,204"
,"Rate per 100,000 inhabitants",,293.4,3.6,37.9,59.6,192.3,"2,060.5",458.0,"1,329.5",273.0
"Santa Rosa, CA M.S.A.",,"500,416",,,,,,,,,
,Includes Sonoma County,, ,,,,,,,,
,City of Santa Rosa,"172,991",636,2,70,130,434,"3,850",598,"2,873",379
,Total area actually reporting,100.0%,"1,821",7,172,239,"1,403","8,583","1,643","6,100",840
,"Rate per 100,000 inhabitants",,363.9,1.4,34.4,47.8,280.4,"1,715.2",328.3,"1,219.0",167.9
"Savannah, GA M.S.A.3",,"371,693", ,,,,, ,,,
,"Includes Bryan, Chatham, and Effingham Counties3",,,,,,,,,,
,City of Savannah-Chatham Metropolitan3,"236,682",927,32,65,459,371,"8,507","1,681","6,071",755
,Total area actually reporting,97.4%,"1,272",35,78,553,606,"11,384","2,495","7,979",910
,Estimated total,100.0%,"1,316",35,81,568,632,"11,806","2,569","8,298",939
,"Rate per 100,000 inhabitants",,354.1,9.4,21.8,152.8,170.0,"3,176.3",691.2,"2,232.5",252.6
"Scranton–Wilkes-Barre–Hazleton, PA M.S.A.",,"561,534",,,,,,,,,
,"Includes Lackawanna, Luzerne, and Wyoming Counties",, ,,,,,,,,
,City of Scranton,"75,749",216,4,21,79,112,"2,102",449,"1,522",131
,City of Wilkes-Barre,"41,017",179,2,22,92,63,"1,449",348,"1,037",64
,City of Hazleton,"25,023",119,3,7,67,42,575,162,367,46
,Total area actually reporting,95.9%,"1,231",16,97,343,775,"11,110","2,157","8,481",472
,Estimated total,100.0%,"1,272",17,100,354,801,"11,498","2,215","8,798",485
,"Rate per 100,000 inhabitants",,226.5,3.0,17.8,63.0,142.6,"2,047.6",394.5,"1,566.8",86.4
"Seattle-Tacoma-Bellevue, WA M.S.A.",,"3,667,968",,,,,,,,,
,Includes the Metropolitan Divisions of Seattle-Bellevue-Everett and Tacoma-Lakewood,,,,,,,,,,
,City of Seattle,"663,410","4,001",26,154,"1,567","2,254","40,649","7,099","28,036","5,514"
,City of Tacoma,"204,722","1,625",12,134,510,969,"12,721","3,127","7,521","2,073"
,City of Bellevue,"135,449",144,2,25,65,52,"4,606",630,"3,662",314
,City of Everett,"105,911",364,2,43,135,184,"6,947","1,198","4,660","1,089"
,City of Kent,"125,837",360,3,65,160,132,"6,243","1,019","4,243",981
,City of Renton,"98,240",229,5,23,84,117,"5,207",734,"3,651",822
,City of Auburn,"76,020",299,1,38,105,155,"4,578",846,"3,116",616
,City of Lakewood,"59,313",380,1,42,88,249,"2,465",644,"1,604",217
,City of Redmond,"58,311",30,1,7,8,14,"1,745",241,"1,422",82
,Total area actually reporting,99.9%,"11,998",98,"1,197","4,039","6,664","153,536","30,803","102,023","20,710"
,Estimated total,100.0%,"12,005",98,"1,198","4,041","6,668","153,667","30,825","102,117","20,725"
,"Rate per 100,000 inhabitants",,327.3,2.7,32.7,110.2,181.8,"4,189.4",840.4,"2,784.0",565.0
"Seattle-Bellevue-Everett, WA M.D.",,"2,838,393",,,,,,,,,
,Includes King and Snohomish Counties,,,,,,,,,,
,Total area actually reporting,99.9%,"8,409",68,848,"3,036","4,457","120,979","22,229","82,521","16,229"
,Estimated total,100.0%,"8,416",68,849,"3,038","4,461","121,110","22,251","82,615","16,244"
,"Rate per 100,000 inhabitants",,296.5,2.4,29.9,107.0,157.2,"4,266.9",783.9,"2,910.6",572.3
"Tacoma-Lakewood, WA M.D.",,"829,575",,,,,,,,,
,Includes Pierce County,,,,,,,,,,
,Total area actually reporting,100.0%,"3,589",30,349,"1,003","2,207","32,557","8,574","19,502","4,481"
,"Rate per 100,000 inhabitants",,432.6,3.6,42.1,120.9,266.0,"3,924.5","1,033.5","2,350.8",540.2
"Sebastian-Vero Beach, FL M.S.A.",,"144,091", ,,,,, ,,,
,Includes Indian River County,,,,,,,,,,
,City of Sebastian,"22,889",39,0,3,1,35,463,77,380,6
,City of Vero Beach,"15,876",70,3,7,18,42,606,142,440,24
,Total area actually reporting,100.0%,406,7,24,47,328,"3,173",735,"2,341",97
,"Rate per 100,000 inhabitants",,281.8,4.9,16.7,32.6,227.6,"2,202.1",510.1,"1,624.7",67.3
"Sebring, FL M.S.A.",,"98,122", ,,,,, ,,,
,Includes Highlands County,,,,,,,,,,
,City of Sebring,"10,312",43,1,1,17,24,478,100,363,15
,Total area actually reporting,91.0%,275,11,20,57,187,"2,566",760,"1,716",90
,Estimated total,100.0%,311,11,23,67,210,"2,858",815,"1,936",107
,"Rate per 100,000 inhabitants",,317.0,11.2,23.4,68.3,214.0,"2,912.7",830.6,"1,973.1",109.0
"Sheboygan, WI M.S.A.",,"114,823", ,,,,, ,,,
,Includes Sheboygan County,,,,,,,,,,
,City of Sheboygan,"48,605",156,1,22,17,116,"1,267",160,"1,083",24
,Total area actually reporting,100.0%,187,1,28,21,137,"1,975",254,"1,672",49
,"Rate per 100,000 inhabitants",,162.9,0.9,24.4,18.3,119.3,"1,720.0",221.2,"1,456.2",42.7
"Sherman-Denison, TX M.S.A.",,"123,565",,,,,,,,,
,Includes Grayson County,, ,,,,,,,,
,City of Sherman,"39,522",142,0,25,22,95,"1,150",282,818,50
,City of Denison,"22,838",88,0,17,16,55,714,169,486,59
,Total area actually reporting,99.2%,333,3,47,44,239,"2,628",654,"1,809",165
,Estimated total,100.0%,336,3,47,45,241,"2,657",659,"1,831",167
,"Rate per 100,000 inhabitants",,271.9,2.4,38.0,36.4,195.0,"2,150.3",533.3,"1,481.8",135.2
"Shreveport-Bossier City, LA M.S.A.4",,"448,163", ,,,,, ,,,
,"Includes Bossier, Caddo, De Soto,4 and Webster Parishes",,,,,,,,,,
,City of Shreveport,"200,184","1,444",20,121,400,903,"9,204","2,087","6,623",494
,City of  Bossier City,"67,469",433,5,31,73,324,"3,204",457,"2,597",150
,Total area actually reporting,98.4%,,29,174,499,,"15,326","3,287","11,206",833
,Estimated total,100.0%,,29,176,504,,"15,620","3,341","11,428",851
,"Rate per 100,000 inhabitants",,,6.5,39.3,112.5,,"3,485.3",745.5,"2,550.0",189.9
"Sioux City, IA-NE-SD M.S.A.",,"169,008", ,,,,, ,,,
,"Includes Plymouth and Woodbury Counties, IA; Dakota and Dixon Counties, NE; and Union County, SD",,,,,,,,,,
,"City of Sioux City, IA","82,372",289,1,45,41,202,"3,166",533,"2,427",206
,Total area actually reporting,98.4%,404,5,67,47,285,"4,420",813,"3,337",270
,Estimated total,100.0%,406,5,67,47,287,"4,454",819,"3,364",271
,"Rate per 100,000 inhabitants",,240.2,3.0,39.6,27.8,169.8,"2,635.4",484.6,"1,990.4",160.3
"Sioux Falls, SD M.S.A.",,"247,531", ,,,,, ,,,
,"Includes Lincoln, McCook, Minnehaha, and Turner Counties",,,,,,,,,,
,City of Sioux Falls,"167,339",740,4,149,88,499,"4,938",846,"3,777",315
,Total area actually reporting,100.0%,811,4,165,89,553,"5,641","1,045","4,228",368
,"Rate per 100,000 inhabitants",,327.6,1.6,66.7,36.0,223.4,"2,278.9",422.2,"1,708.1",148.7
"South Bend-Mishawaka, IN-MI M.S.A.3",,"318,782",,,,,,,,,
,"Includes St. Joseph County, IN and Cass County, MI",, ,,,,,,,,
,"City of South Bend, IN","100,853",691,17,98,341,235,"4,744","1,222","3,190",332
,"City of Mishawaka, IN","47,933",106,0,23,37,46,"2,352",244,"1,983",125
,Total area actually reporting,98.0%,"1,014",19,186,397,412,"8,873","1,985","6,337",551
,Estimated total,100.0%,"1,031",19,189,400,423,"9,012","2,008","6,443",561
,"Rate per 100,000 inhabitants",,323.4,6.0,59.3,125.5,132.7,"2,827.0",629.9,"2,021.1",176.0
"Spartanburg, SC M.S.A.",,"321,808", ,,,,, ,,,
,Includes Spartanburg and Union Counties,,,,,,,,,,
,City of Spartanburg,"37,795",365,2,25,101,237,"2,436",415,"1,878",143
,Total area actually reporting,99.6%,"1,263",14,138,246,865,"9,683","2,309","6,726",648
,Estimated total,100.0%,"1,269",14,139,247,869,"9,738","2,317","6,770",651
,"Rate per 100,000 inhabitants",,394.3,4.4,43.2,76.8,270.0,"3,026.0",720.0,"2,103.7",202.3
"Spokane-Spokane Valley, WA M.S.A.",,"539,925", ,,,,, ,,,
,"Includes Pend Oreille, Spokane, and Stevens Counties",,,,,,,,,,
,City of Spokane,"211,025","1,156",10,117,416,613,"18,062","3,365","12,455","2,242"
,City of Spokane Valley,"91,382",297,3,38,86,170,"5,245","1,000","3,780",465
,Total area actually reporting,100.0%,"1,720",15,220,551,934,"29,233","5,918","20,048","3,267"
,"Rate per 100,000 inhabitants",,318.6,2.8,40.7,102.1,173.0,"5,414.3","1,096.1","3,713.1",605.1
"Springfield, IL M.S.A.",,"211,855", ,,,,, ,,,
,Includes Menard and Sangamon Counties,,,,,,,,,,
,City of Springfield,"117,134","1,248",4,97,258,889,"5,535","1,110","4,300",125
,Total area actually reporting,92.9%,"1,596",18,148,284,"1,146","6,724","1,388","5,124",212
,Estimated total,100.0%,"1,625",18,151,293,"1,163","6,991","1,432","5,335",224
,"Rate per 100,000 inhabitants",,767.0,8.5,71.3,138.3,549.0,"3,299.9",675.9,"2,518.2",105.7
"Springfield, MA M.S.A.",,"629,676", ,,,,, ,,,
,Includes Hampden and Hampshire Counties,,,,,,,,,,
,City of Springfield,"153,766","1,662",13,94,583,972,"5,903","1,793","3,478",632
,Total area actually reporting,97.8%,"3,151",16,318,847,"1,970","15,672","3,881","10,671","1,120"
,Estimated total,100.0%,"3,195",16,322,855,"2,002","15,901","3,926","10,841","1,134"
,"Rate per 100,000 inhabitants",,507.4,2.5,51.1,135.8,317.9,"2,525.3",623.5,"1,721.7",180.1
"Springfield, MO M.S.A.",,"452,154", ,,,,, ,,,
,"Includes Christian, Dallas, Greene, Polk, and Webster Counties",,,,,,,,,,
,City of Springfield,"165,280","1,961",16,265,390,"1,290","12,638","1,814","9,509","1,315"
,Total area actually reporting,100.0%,"2,423",22,333,423,"1,645","17,710","3,004","13,043","1,663"
,"Rate per 100,000 inhabitants",,535.9,4.9,73.6,93.6,363.8,"3,916.8",664.4,"2,884.6",367.8
"Springfield, OH M.S.A.",,"135,676", ,,,,, ,,,
,Includes Clark County,,,,,,,,,,
,City of Springfield,"58,891",442,7,50,223,162,"4,238","1,310","2,715",213
,Total area actually reporting,99.8%,498,7,56,240,195,"5,633","1,681","3,684",268
,Estimated total,100.0%,498,7,56,240,195,"5,640","1,682","3,690",268
,"Rate per 100,000 inhabitants",,367.1,5.2,41.3,176.9,143.7,"4,157.0","1,239.7","2,719.7",197.5
"State College, PA M.S.A.",,"155,684", ,,,,, ,,,
,Includes Centre County,,,,,,,,,,
,City of State College,"56,551",26,0,5,5,16,632,62,564,6
,Total area actually reporting,100.0%,127,0,39,12,76,"1,843",247,"1,555",41
,"Rate per 100,000 inhabitants",,81.6,0.0,25.1,7.7,48.8,"1,183.8",158.7,998.8,26.3
"Staunton-Waynesboro, VA M.S.A.",,"119,879", ,,,,, ,,,
,Includes Augusta County and Staunton and Waynesboro Cities ,,,,,,,,,,
,City of Staunton,"24,499",31,1,6,14,10,586,68,504,14
,City of Waynesboro,"21,321",33,1,12,4,16,655,84,545,26
,Total area actually reporting,100.0%,177,6,34,25,112,"2,036",314,"1,639",83
,"Rate per 100,000 inhabitants",,147.6,5.0,28.4,20.9,93.4,"1,698.4",261.9,"1,367.2",69.2
"St. Cloud, MN M.S.A.",,"192,150", ,,,,, ,,,
,Includes Benton and Stearns Counties,,,,,,,,,,
,City of St. Cloud,"66,366",261,0,47,53,161,"2,510",382,"1,973",155
,Total area actually reporting,100.0%,343,2,80,56,205,"4,455",602,"3,613",240
,"Rate per 100,000 inhabitants",,178.5,1.0,41.6,29.1,106.7,"2,318.5",313.3,"1,880.3",124.9
"St. George, UT M.S.A.",,"150,723", ,,,,, ,,,
,Includes Washington County,,,,,,,,,,
,City of St. George,"77,838",112,0,28,19,65,"1,506",310,"1,086",110
,Total area actually reporting,98.0%,198,2,49,28,119,"2,535",481,"1,900",154
,Estimated total,100.0%,203,2,50,29,122,"2,614",492,"1,962",160
,"Rate per 100,000 inhabitants",,134.7,1.3,33.2,19.2,80.9,"1,734.3",326.4,"1,301.7",106.2
"St. Joseph, MO-KS M.S.A.",,"128,038", ,,,,, ,,,
,"Includes Doniphan County, KS and Andrew, Buchanan, and DeKalb Counties, MO",,,,,,,,,,
,"City of St. Joseph, MO","77,269",351,2,56,89,204,"4,294",680,"3,295",319
,Total area actually reporting,100.0%,443,2,65,92,284,"5,123",930,"3,816",377
,"Rate per 100,000 inhabitants",,346.0,1.6,50.8,71.9,221.8,"4,001.2",726.3,"2,980.4",294.4
"St. Louis, MO-IL M.S.A.",,"2,807,175",,,,,,,,,
,"Includes Bond, Calhoun, Clinton, Jersey, Macoupin, Madison, Monroe, and St. Clair Counties, IL and Franklin, Jefferson, Lincoln, St. Charles, St. Louis, and Warren Counties and St. Louis City, MO",,,,,,,,,,
,"City of St. Louis, MO","318,574","5,348",159,279,"1,562","3,348","19,919","4,209","12,463","3,247"
,"City of St. Charles, MO","67,970",125,1,19,31,74,"1,699",178,"1,443",78
,Total area actually reporting,95.3%,"11,813",245,974,"2,833","7,761","66,508","12,817","47,789","5,902"
,Estimated total,100.0%,"12,064",248,"1,004","2,902","7,910","68,754","13,204","49,548","6,002"
,"Rate per 100,000 inhabitants",,429.8,8.8,35.8,103.4,281.8,"2,449.2",470.4,"1,765.0",213.8
"Stockton-Lodi, CA M.S.A.",,"712,619", ,,,,, ,,,
,Includes San Joaquin County,,,,,,,,,,
,City of Stockton,"299,519","3,988",49,134,"1,098","2,707","13,148","3,124","8,082","1,942"
,City of Lodi,"63,601",290,3,7,97,183,"2,095",474,"1,170",451
,Total area actually reporting,100.0%,"5,346",67,175,"1,487","3,617","25,092","5,685","15,578","3,829"
,"Rate per 100,000 inhabitants",,750.2,9.4,24.6,208.7,507.6,"3,521.1",797.8,"2,186.0",537.3
"Sumter, SC M.S.A.",,"108,748", ,,,,, ,,,
,Includes Sumter County,,,,,,,,,,
,City of Sumter,"41,341",326,1,11,67,247,"1,933",550,"1,277",106
,Total area actually reporting,99.3%,721,7,50,93,571,"4,065","1,379","2,424",262
,Estimated total,100.0%,724,7,50,94,573,"4,093","1,383","2,447",263
,"Rate per 100,000 inhabitants",,665.8,6.4,46.0,86.4,526.9,"3,763.7","1,271.7","2,250.2",241.8
