Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2008",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
,Total area actually reporting,100.0%,"1,973",36,99,587,"1,251","11,491","3,056","6,541","1,894"
,"Rate per 100,000 inhabitants",,485.7,8.9,24.4,144.5,308.0,"2,828.9",752.3,"1,610.3",466.3
"Salisbury, MD M.S.A.",,"120,076", ,,,,, ,,,
,Includes Somerset and Wicomico Counties,,,,,,,,,,
,City of Salisbury,"28,455",661,4,18,155,484,"2,244",534,"1,618",92
,Total area actually reporting,100.0%,"1,104",8,39,231,826,"4,695","1,217","3,226",252
,"Rate per 100,000 inhabitants",,919.4,6.7,32.5,192.4,687.9,"3,910.0","1,013.5","2,686.6",209.9
"Salt Lake City, UT M.S.A.",,"1,131,292", ,,,,, ,,,
,"Includes Salt Lake, Summit, and Tooele Counties",,,,,,,,,,
,City of Salt Lake City,"180,514","1,420",12,75,486,847,"16,169","2,044","12,282","1,843"
,Total area actually reporting,99.8%,"3,937",22,448,"1,041","2,426","53,388","8,059","39,989","5,340"
,Estimated total,100.0%,"3,941",22,449,"1,042","2,428","53,452","8,069","40,038","5,345"
,"Rate per 100,000 inhabitants",,348.4,1.9,39.7,92.1,214.6,"4,724.9",713.3,"3,539.1",472.5
"San Angelo, TX M.S.A.",,"108,373", ,,,,, ,,,
,Includes Irion and Tom Green Counties,,,,,,,,,,
,City of San Angelo ,"90,739",369,6,63,66,234,"4,476","1,046","3,198",232
,Total area actually reporting,100.0%,398,6,69,66,257,"4,821","1,129","3,443",249
,"Rate per 100,000 inhabitants",,367.3,5.5,63.7,60.9,237.1,"4,448.5","1,041.8","3,177.0",229.8
"San Antonio, TX M.S.A.",,"2,027,812", ,,,,, ,,,
,"Includes Atascosa, Bandera, Bexar, Comal, Guadalupe, Kendall, Medina, and Wilson Counties",,,,,,,,,,
,City of San Antonio,"1,351,244","9,699",116,424,"2,743","6,416","97,564","18,908","70,651","8,005"
,Total area actually reporting,100.0%,"11,568",156,643,"3,089","7,680","120,122","24,290","86,617","9,215"
,"Rate per 100,000 inhabitants",,570.5,7.7,31.7,152.3,378.7,"5,923.7","1,197.8","4,271.5",454.4
"San Diego-Carlsbad-San Marcos, CA M.S.A.",,"2,979,368",,,,,,,,,
,Includes San Diego County,,,,,,,,,,
,City of San Diego,"1,271,655","6,047",55,376,"2,019","3,597","40,365","7,743","21,945","10,677"
,City of Carlsbad,"97,670",227,2,24,51,150,"2,358",507,"1,662",189
,City of San Marcos,"81,683",213,1,8,55,149,"1,609",401,934,274
,City of National City,"59,390",486,0,25,183,278,"2,182",365,"1,024",793
,Total area actually reporting,100.0%,"12,874",90,845,"4,018","7,921","84,294","16,931","47,389","19,974"
,"Rate per 100,000 inhabitants",,432.1,3.0,28.4,134.9,265.9,"2,829.3",568.3,"1,590.6",670.4
"Sandusky, OH M.S.A.",,"77,057", ,,,,, ,,,
,Includes Erie County,,,,,,,,,,
,City of Sandusky,"25,625",193,1,8,51,133,"1,480",393,"1,049",38
,Total area actually reporting,98.7%,242,2,13,58,169,"2,652",617,"1,952",83
,Estimated total,100.0%,244,2,13,59,170,"2,682",623,"1,975",84
,"Rate per 100,000 inhabitants",,316.6,2.6,16.9,76.6,220.6,"3,480.5",808.5,"2,563.0",109.0
"San Francisco-Oakland-Fremont, CA M.S.A.",,"4,230,321",,,,,,,,,
,Includes the Metropolitan Divisions of Oakland-Fremont-Hayward and San Francisco-San Mateo-Redwood City,,,,,,,,,,
,City of San Francisco,"798,144","6,744",98,166,"4,108","2,372","36,301","5,401","25,142","5,758"
,City of Oakland,"401,587","7,905",115,338,"3,323","4,129","21,488","4,488","8,915","8,085"
,City of Fremont,"200,964",575,2,37,232,304,"4,893","1,097","3,099",697
,City of Hayward,"140,984",868,7,57,517,287,"4,537","1,080","2,114","1,343"
,City of Berkeley,"101,170",652,8,25,496,123,"6,837","1,095","4,790",952
,City of San Mateo,"91,650",360,1,28,118,213,"2,288",234,"1,766",288
,City of San Leandro,"77,474",513,1,17,356,139,"3,894",652,"2,231","1,011"
,City of Redwood City,"73,369",250,1,22,75,152,"2,122",343,"1,447",332
,City of Pleasanton,"66,829",75,0,6,22,47,"1,488",186,"1,188",114
,City of Walnut Creek,"63,122",144,1,3,57,83,"2,707",568,"1,952",187
,City of South San Francisco,"62,027",152,2,11,61,78,"1,639",392,996,251
,City of San Rafael,"55,589",202,2,13,78,109,"1,573",297,"1,002",274
,Total area actually reporting,100.0%,"26,897",344,"1,116","13,070","12,367","153,391","28,719","93,621","31,051"
,"Rate per 100,000 inhabitants",,635.8,8.1,26.4,309.0,292.3,"3,626.0",678.9,"2,213.1",734.0
"Oakland-Fremont-Hayward, CA M.D.",,"2,481,921",,,,,,,,,
,Includes Alameda and Contra Costa Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"17,375",223,766,"8,041","8,345","94,194","19,166","52,809","22,219"
,"Rate per 100,000 inhabitants",,700.1,9.0,30.9,324.0,336.2,"3,795.2",772.2,"2,127.7",895.2
"San Francisco-San Mateo-Redwood City, CA M.D.",,"1,748,400",,,,,,,,,
,"Includes Marin, San Francisco, and San Mateo Counties",,,,,,,,,,
,Total area actually reporting,100.0%,"9,522",121,350,"5,029","4,022","59,197","9,553","40,812","8,832"
,"Rate per 100,000 inhabitants",,544.6,6.9,20.0,287.6,230.0,"3,385.8",546.4,"2,334.2",505.1
"San Jose-Sunnyvale-Santa Clara, CA M.S.A.",,"1,802,847",,,,,,,,,
,Includes San Benito and Santa Clara Counties,,,,,,,,,,
,City of San Jose,"945,197","3,643",31,220,"1,124","2,268","22,298","3,457","13,612","5,229"
,City of Sunnyvale,"131,052",184,2,17,65,100,"2,590",350,"1,894",346
,City of Santa Clara,"110,712",231,4,20,83,124,"3,024",450,"2,172",402
,City of Mountain View,"70,401",289,6,7,55,221,"1,820",233,"1,444",143
,City of Milpitas,"67,282",149,0,10,66,73,"2,072",228,"1,592",252
,City of Palo Alto,"58,203",83,2,5,42,34,"1,744",366,"1,307",71
,City of Cupertino,"53,385",52,0,2,19,31,"1,065",169,851,45
,Total area actually reporting,100.0%,"5,695",53,372,"1,727","3,543","43,671","7,323","28,930","7,418"
,"Rate per 100,000 inhabitants",,315.9,2.9,20.6,95.8,196.5,"2,422.3",406.2,"1,604.7",411.5
"San Luis Obispo-Paso Robles, CA M.S.A.",,"263,017",,,,,,,,,
,Includes San Luis Obispo County,, ,,,,,,,,
,City of San Luis Obispo,"43,421",136,0,32,38,66,"1,717",334,"1,328",55
,City of Paso Robles,"29,183",121,0,19,22,80,835,216,559,60
,Total area actually reporting,100.0%,780,4,106,112,558,"6,170","1,517","4,308",345
,"Rate per 100,000 inhabitants",,296.6,1.5,40.3,42.6,212.2,"2,345.9",576.8,"1,637.9",131.2
"Santa Barbara-Santa Maria-Goleta, CA M.S.A.",,"402,753",,,,,,,,,
,Includes Santa Barbara County,,,,,,,,,,
,City of Santa Barbara,"85,791",492,2,26,117,347,"2,512",488,"1,911",113
,City of Santa Maria,"86,744",622,9,57,100,456,"2,591",528,"1,573",490
,City of Goleta,"29,551",24,0,2,6,16,386,103,263,20
,Total area actually reporting,100.0%,"1,653",14,136,292,"1,211","9,408","2,035","6,561",812
,"Rate per 100,000 inhabitants",,410.4,3.5,33.8,72.5,300.7,"2,335.9",505.3,"1,629.0",201.6
"Santa Cruz-Watsonville, CA M.S.A.",,"250,002",,,,,,,,,
,Includes Santa Cruz County,, ,,,,,,,,
,City of Santa Cruz,"55,255",446,2,19,112,313,"2,091",412,"1,534",145
,City of Watsonville,"50,211",353,3,14,81,255,"1,872",290,"1,358",224
,Total area actually reporting,100.0%,"1,247",8,77,276,886,"7,882","1,585","5,601",696
,"Rate per 100,000 inhabitants",,498.8,3.2,30.8,110.4,354.4,"3,152.8",634.0,"2,240.4",278.4
"Santa Fe, NM M.S.A.",,"144,261", ,,,,, ,,,
,Includes Santa Fe County,,,,,,,,,,
,City of Santa Fe ,"74,496",331,10,29,76,216,"3,647","1,778","1,675",194
,Total area actually reporting,100.0%,575,13,57,95,410,"4,617","2,410","1,984",223
,"Rate per 100,000 inhabitants",,398.6,9.0,39.5,65.9,284.2,"3,200.4","1,670.6","1,375.3",154.6
"Santa Rosa-Petaluma, CA M.S.A.",,"462,650",,,,,,,,,
,Includes Sonoma County,, ,,,,,,,,
,City of Santa Rosa,"154,874",751,8,49,149,545,"3,681",791,"2,520",370
,City of Petaluma,"54,454",213,0,20,29,164,902,149,698,55
,Total area actually reporting,100.0%,"2,031",12,145,274,"1,600","8,699","2,060","5,824",815
,"Rate per 100,000 inhabitants",,439.0,2.6,31.3,59.2,345.8,"1,880.3",445.3,"1,258.8",176.2
"Savannah, GA M.S.A.",,"332,641", ,,,,, ,,,
,"Includes Bryan, Chatham, and Effingham Counties",,,,,,,,,,
,City of Savannah-Chatham Metropolitan,"211,475","1,285",26,37,804,418,"11,250","2,974","7,064","1,212"
,Total area actually reporting,100.0%,"1,655",27,58,896,674,"14,573","3,643","9,440","1,490"
,"Rate per 100,000 inhabitants",,497.5,8.1,17.4,269.4,202.6,"4,381.0","1,095.2","2,837.9",447.9
"Scranton─Wilkes-Barre, PA M.S.A.",,"547,925",,,,,,,,,
,"Includes Lackawanna, Luzerne, and Wyoming Counties",, ,,,,,,,,
,City of Scranton,"72,247",238,5,30,97,106,"2,629",639,"1,851",139
,City of Wilkes-Barre,"40,976",180,2,17,104,57,"1,521",250,"1,170",101
,Total area actually reporting,98.1%,"1,411",24,114,301,972,"12,479","2,398","9,395",686
,Estimated total,100.0%,"1,435",24,116,307,988,"12,693","2,430","9,566",697
,"Rate per 100,000 inhabitants",,261.9,4.4,21.2,56.0,180.3,"2,316.6",443.5,"1,745.9",127.2
"Sebastian-Vero Beach, FL M.S.A.",,"132,682", ,,,,, ,,,
,Includes Indian River County,,,,,,,,,,
,City of Sebastian,"20,667",47,0,5,3,39,556,148,399,9
,City of Vero Beach,"16,689",86,0,4,29,53,689,147,526,16
,Total area actually reporting,100.0%,474,4,39,102,329,"4,285","1,088","3,045",152
,"Rate per 100,000 inhabitants",,357.2,3.0,29.4,76.9,248.0,"3,229.5",820.0,"2,295.0",114.6
"Sheboygan, WI M.S.A.",,"114,653", ,,,,, ,,,
,Includes Sheboygan County,,,,,,,,,,
,City of Sheboygan,"47,813",80,0,10,27,43,"2,188",349,"1,772",67
,Total area actually reporting,100.0%,118,0,16,29,73,"3,162",467,"2,606",89
,"Rate per 100,000 inhabitants",,102.9,0.0,14.0,25.3,63.7,"2,757.9",407.3,"2,272.9",77.6
"Sherman-Denison, TX M.S.A.",,"119,673",,,,,,,,,
,Includes Grayson County,, ,,,,,,,,
,City of Sherman,"38,039",153,0,3,18,132,"1,560",366,"1,141",53
,City of Denison,"24,276",112,2,1,24,85,951,221,687,43
,Total area actually reporting,100.0%,335,3,15,47,270,"3,484",898,"2,433",153
,"Rate per 100,000 inhabitants",,279.9,2.5,12.5,39.3,225.6,"2,911.3",750.4,"2,033.0",127.8
"Shreveport-Bossier City, LA M.S.A.",,"391,302",,,,,,,,,
,"Includes Bossier, Caddo, and De Soto Parishes",, ,,,,,,,,
,City of Shreveport,"199,434","1,897",27,105,474,"1,291","10,553","2,512","7,182",859
,City of Bossier City,"62,500","1,173",6,24,104,"1,039","2,704",431,"2,095",178
,Total area actually reporting,99.0%,"4,081",37,147,615,"3,282","15,537","3,384","10,908","1,245"
,Estimated total,100.0%,"4,102",37,148,618,"3,299","15,714","3,420","11,041","1,253"
,"Rate per 100,000 inhabitants",,"1,048.3",9.5,37.8,157.9,843.1,"4,015.8",874.0,"2,821.6",320.2
"Sioux City, IA-NE-SD M.S.A.",,"143,016", ,,,,, ,,,
,"Includes Woodbury County, IA; Dakota and Dixon Counties, NE; and Union County, SD",,,,,,,,,,
,"City of Sioux City, IA","82,404",327,5,38,55,229,"2,699",522,"2,024",153
,Total area actually reporting,96.9%,391,6,45,57,283,"3,306",658,"2,458",190
,Estimated total,100.0%,396,6,46,57,287,"3,362",665,"2,505",192
,"Rate per 100,000 inhabitants",,276.9,4.2,32.2,39.9,200.7,"2,350.8",465.0,"1,751.6",134.3
"Sioux Falls, SD M.S.A.",,"233,355", ,,,,, ,,,
,"Includes Lincoln, McCook, Minnehaha, and Turner Counties",,,,,,,,,,
,City of Sioux Falls,"155,110",522,5,130,46,341,"3,937",659,"3,030",248
,Total area actually reporting,97.4%,584,7,146,47,384,"4,515",805,"3,410",300
,Estimated total,100.0%,591,7,147,47,390,"4,593",815,"3,475",303
,"Rate per 100,000 inhabitants",,253.3,3.0,63.0,20.1,167.1,"1,968.2",349.3,"1,489.1",129.8
"South Bend-Mishawaka, IN-MI M.S.A.",,"316,014",,,,,,,,,
,"Includes St. Joseph County, IN and Cass County, MI",, ,,,,,,,,
,"City of South Bend, IN","103,561",819,15,73,409,322,"6,965","2,284","4,179",502
,"City of Mishawaka, IN","49,756",189,0,16,75,98,"3,482",500,"2,776",206
,Total area actually reporting,100.0%,"1,266",18,136,514,598,"14,008","3,791","9,283",934
,"Rate per 100,000 inhabitants",,400.6,5.7,43.0,162.7,189.2,"4,432.7","1,199.6","2,937.5",295.6
"Spartanburg, SC M.S.A.",,"279,521", ,,,,, ,,,
,Includes Spartanburg County,,,,,,,,,,
,City of Spartanburg,"38,726",802,6,23,203,570,"3,572",953,"2,352",267
,Total area actually reporting,100.0%,"1,871",19,124,425,"1,303","11,969","3,060","7,850","1,059"
,"Rate per 100,000 inhabitants",,669.4,6.8,44.4,152.0,466.2,"4,282.0","1,094.7","2,808.4",378.9
"Spokane, WA M.S.A.",,"461,536", ,,,,, ,,,
,Includes Spokane County,,,,,,,,,,
,City of Spokane,"201,491","1,352",13,94,460,785,"11,025","2,269","7,218","1,538"
,Total area actually reporting,100.0%,"1,917",19,136,559,"1,203","17,592","3,654","11,707","2,231"
,"Rate per 100,000 inhabitants",,415.4,4.1,29.5,121.1,260.7,"3,811.6",791.7,"2,536.5",483.4
"Springfield, MA M.S.A.",,"686,794", ,,,,, ,,,
,"Includes Franklin, Hampden, and Hampshire Counties",,,,,,,,,,
,City of Springfield,"151,249","1,898",14,117,567,"1,200","7,336","2,002","4,432",902
,Total area actually reporting,98.1%,"3,757",18,310,793,"2,636","19,857","5,134","12,987","1,736"
,Estimated total,100.0%,"3,795",18,313,800,"2,664","20,122","5,199","13,168","1,755"
,"Rate per 100,000 inhabitants",,552.6,2.6,45.6,116.5,387.9,"2,929.8",757.0,"1,917.3",255.5
"Springfield, MO M.S.A.4",,"426,242", ,,,,, ,,,
,"Includes Christian, Dallas,4 Greene, Polk, and Webster Counties",,,,,,,,,,
,City of Springfield,"155,106","1,068",9,95,289,675,"14,514","2,128","11,357","1,029"
,Total area actually reporting,100.0%,,11,133,326,,"19,386","3,257","14,786","1,343"
,"Rate per 100,000 inhabitants",,,2.6,31.2,76.5,,"4,548.1",764.1,"3,468.9",315.1
"Springfield, OH M.S.A.",,"139,989", ,,,,, ,,,
,Includes Clark County,,,,,,,,,,
,City of Springfield,"61,999",319,9,34,138,138,"4,547",816,"3,385",346
,Total area actually reporting,99.8%,345,10,38,146,151,"6,218","1,214","4,586",418
,Estimated total,100.0%,345,10,38,146,151,"6,226","1,216","4,592",418
,"Rate per 100,000 inhabitants",,246.4,7.1,27.1,104.3,107.9,"4,447.5",868.6,"3,280.3",298.6
"State College, PA M.S.A.",,"145,722", ,,,,, ,,,
,Includes Centre County,,,,,,,,,,
,City of State College,"54,065",44,0,6,12,26,983,144,828,11
,Total area actually reporting,98.0%,127,0,20,24,83,"2,555",486,"2,002",67
,Estimated total,100.0%,134,0,20,26,88,"2,615",495,"2,050",70
,"Rate per 100,000 inhabitants",,92.0,0.0,13.7,17.8,60.4,"1,794.5",339.7,"1,406.8",48.0
"St. Cloud, MN M.S.A.5",,"187,379", ,,,,, ,,,
,Includes Benton and Stearns Counties5,,,,,,,,,,
,City of St. Cloud5,"67,404",,0,,51,164,"3,097",358,"2,646",93
,Total area actually reporting,100.0%,,1,,62,237,"4,912",610,"4,122",180
,"Rate per 100,000 inhabitants",,,0.5,,33.1,126.5,"2,621.4",325.5,"2,199.8",96.1
"St. George, UT M.S.A.",,"142,153", ,,,,, ,,,
,Includes Washington County,,,,,,,,,,
,City of St. George,"74,356",161,1,20,26,114,"2,105",441,"1,547",117
,Total area actually reporting,100.0%,269,2,32,32,203,"3,197",684,"2,334",179
,"Rate per 100,000 inhabitants",,189.2,1.4,22.5,22.5,142.8,"2,249.0",481.2,"1,641.9",125.9
"St. Joseph, MO-KS M.S.A.2",,"123,101", ,,,,, ,,,
,"Includes Doniphan County, KS and Andrew, Buchanan, and De Kalb Counties, MO",,,,,,,,,,
,"City of St. Joseph, MO2","76,377",353,3,13,88,249,"3,634",770,"2,643",221
,Total area actually reporting,98.4%,427,3,20,92,312,"4,495","1,037","3,196",262
,Estimated total,100.0%,434,3,21,93,317,"4,547","1,046","3,236",265
,"Rate per 100,000 inhabitants",,352.6,2.4,17.1,75.5,257.5,"3,693.7",849.7,"2,628.7",215.3
"St. Louis, MO-IL M.S.A.",,"2,820,831",,,,,,,,,
,"Includes Bond, Calhoun, Clinton, Jersey, Macoupin, Madison, Monroe, and St. Clair Counties, IL and Franklin, Jefferson, Lincoln, St. Charles, St. Louis, Warren, and Washington Counties and St. Louis City, MO",,,,,,,,,,
,"City of St. Louis, MO","356,204","7,383",167,237,"2,634","4,345","30,443","7,274","17,328","5,841"
,"City of St. Charles, MO","64,012",151,1,13,33,104,"2,432",308,"2,025",99
,Total area actually reporting,75.4%,"12,887",228,572,"3,789","8,298","83,700","16,842","56,883","9,975"
,Estimated total,100.0%,"14,833",233,572,"4,222","9,806","95,909","19,311","65,915","10,683"
,"Rate per 100,000 inhabitants",,525.8,8.3,20.3,149.7,347.6,"3,400.0",684.6,"2,336.7",378.7
"Stockton, CA M.S.A.",,"681,786", ,,,,, ,,,
,Includes San Joaquin County,,,,,,,,,,
,City of Stockton,"293,073","4,322",24,112,"1,558","2,628","17,955","4,353","11,102","2,500"
,Total area actually reporting,100.0%,"6,156",35,171,"2,024","3,926","33,567","7,660","21,467","4,440"
,"Rate per 100,000 inhabitants",,902.9,5.1,25.1,296.9,575.8,"4,923.4","1,123.5","3,148.6",651.2
"Sumter, SC M.S.A.",,"104,311", ,,,,, ,,,
,Includes Sumter County,,,,,,,,,,
,City of Sumter,"38,547",577,5,13,129,430,"2,745",674,"1,852",219
,Total area actually reporting,100.0%,772,13,23,174,562,"3,893","1,254","2,264",375
,"Rate per 100,000 inhabitants",,740.1,12.5,22.0,166.8,538.8,"3,732.1","1,202.2","2,170.4",359.5
"Syracuse, NY M.S.A.",,"644,461", ,,,,, ,,,
,"Includes Madison, Onondaga, and Oswego Counties",,,,,,,,,,
,City of Syracuse,"138,211","1,366",24,71,419,852,"6,165","1,938","3,725",502
,Total area actually reporting,99.0%,"1,971",31,163,530,"1,247","15,365","3,672","10,917",776
,Estimated total,100.0%,"1,983",31,164,534,"1,254","15,494","3,692","11,021",781
,"Rate per 100,000 inhabitants",,307.7,4.8,25.4,82.9,194.6,"2,404.2",572.9,"1,710.1",121.2
"Tallahassee, FL M.S.A.",,"352,043", ,,,,, ,,,
,"Includes Gadsden, Jefferson, Leon, and Wakulla Counties",,,,,,,,,,
,City of Tallahassee,"168,984","1,908",8,133,642,"1,125","8,968","2,804","5,660",504
,Total area actually reporting,100.0%,"3,149",15,182,796,"2,156","13,756","4,688","8,320",748
,"Rate per 100,000 inhabitants",,894.5,4.3,51.7,226.1,612.4,"3,907.5","1,331.7","2,363.3",212.5
"Tampa-St. Petersburg-Clearwater, FL M.S.A.",,"2,734,761",,,,,,,,,
,"Includes Hernando, Hillsborough, Pasco, and Pinellas Counties",,,,,,,,,,
,City of Tampa ,"336,911","2,975",27,83,"1,056","1,809","15,498","4,098","9,648","1,752"
,City of St. Petersburg,"243,111","3,368",20,110,"1,095","2,143","15,404","4,232","9,711","1,461"
,City of Clearwater,"104,986",991,11,38,318,624,"4,785",856,"3,678",251
,City of Largo,"72,298",553,3,40,134,376,"3,219",608,"2,404",207
,Total area actually reporting,100.0%,"18,071",153,949,"4,828","12,141","112,538","28,483","75,151","8,904"
,"Rate per 100,000 inhabitants",,660.8,5.6,34.7,176.5,444.0,"4,115.1","1,041.5","2,748.0",325.6
"Texarkana, TX-Texarkana, AR M.S.A.",,"134,769",,,,,,,,,
,"Includes Miller County, AR and Bowie County, TX",, ,,,,,,,,
,"City of Texarkana, TX ","36,300",467,2,18,74,373,"2,264",626,"1,519",119
,"City of Texarkana, AR ","29,855",513,2,16,75,420,"1,812",450,"1,249",113
,Total area actually reporting,90.3%,"1,138",5,45,160,928,"5,098","1,420","3,350",328
,Estimated total,100.0%,"1,177",5,50,163,959,"5,377","1,535","3,490",352
,"Rate per 100,000 inhabitants",,873.3,3.7,37.1,120.9,711.6,"3,989.8","1,139.0","2,589.6",261.2
"Toledo, OH M.S.A.",,"650,080", ,,,,, ,,,
,"Includes Fulton, Lucas, Ottawa, and Wood Counties",,,,,,,,,,
,City of Toledo,"317,401","3,621",18,132,"1,383","2,088","18,670","6,522","10,671","1,477"
,Total area actually reporting,93.9%,"3,893",19,185,"1,455","2,234","26,815","7,966","17,066","1,783"
,Estimated total,100.0%,"3,964",20,197,"1,483","2,264","27,970","8,188","17,942","1,840"
,"Rate per 100,000 inhabitants",,609.8,3.1,30.3,228.1,348.3,"4,302.5","1,259.5","2,760.0",283.0
"Topeka, KS M.S.A.",,"229,726", ,,,,, ,,,
,"Includes Jackson, Jefferson, Osage, Shawnee, and Wabaunsee Counties",,,,,,,,,,
,City of Topeka,"122,554",609,10,35,275,289,"7,316","1,561","5,067",688
,Total area actually reporting,97.8%,845,10,55,283,497,"10,014","2,275","6,909",830
,Estimated total,100.0%,863,10,57,285,511,"10,151","2,298","7,015",838
,"Rate per 100,000 inhabitants",,375.7,4.4,24.8,124.1,222.4,"4,418.7","1,000.3","3,053.6",364.8
"Trenton-Ewing, NJ M.S.A.",,"365,688",,,,,,,,,
,Includes Mercer County,, ,,,,,,,,
,City of Trenton,"82,140",989,19,23,546,401,"2,636",724,"1,404",508
,City of Ewing Township,"36,483",99,3,0,39,57,623,127,441,55
,Total area actually reporting,100.0%,"1,478",24,55,730,669,"8,106","1,752","5,492",862
,"Rate per 100,000 inhabitants",,404.2,6.6,15.0,199.6,182.9,"2,216.6",479.1,"1,501.8",235.7
"Tucson, AZ M.S.A.4",,"1,010,650", ,,,,, ,,,
,Includes Pima County,,,,,,,,,,
,City of Tucson4,"528,917","4,252",65,246,"1,451","2,490",,"5,157",,"5,808"
,Total area actually reporting,100.0%,"5,241",96,338,"1,798","3,009",,"8,479",,"7,576"
,"Rate per 100,000 inhabitants",,518.6,9.5,33.4,177.9,297.7,,839.0,,749.6
"Tulsa, OK M.S.A.",,"912,415", ,,,,, ,,,
,"Includes Creek, Okmulgee, Osage, Pawnee, Rogers, Tulsa, and Wagoner Counties",,,,,,,,,,
,City of Tulsa,"382,954","4,922",50,252,"1,096","3,524","22,769","6,725","13,746","2,298"
,Total area actually reporting,100.0%,"6,260",73,389,"1,232","4,566","33,374","9,643","20,599","3,132"
,"Rate per 100,000 inhabitants",,686.1,8.0,42.6,135.0,500.4,"3,657.8","1,056.9","2,257.6",343.3
"Tuscaloosa, AL M.S.A.",,"207,198", ,,,,, ,,,
,"Includes Greene, Hale, and Tuscaloosa Counties",,,,,,,,,,
,City of Tuscaloosa,"90,157",470,11,28,199,232,"5,396","1,513","3,553",330
,Total area actually reporting,98.8%,"1,045",17,66,307,655,"9,510","2,726","6,104",680
,Estimated total,100.0%,"1,056",17,67,311,661,"9,626","2,753","6,185",688
,"Rate per 100,000 inhabitants",,509.7,8.2,32.3,150.1,319.0,"4,645.8","1,328.7","2,985.1",332.0
"Tyler, TX M.S.A.",,"201,817", ,,,,, ,,,
,Includes Smith County,,,,,,,,,,
,City of Tyler,"98,042",656,5,46,129,476,"4,463",767,"3,484",212
,Total area actually reporting,99.0%,984,13,80,156,735,"6,822","1,553","4,848",421
,Estimated total,100.0%,991,13,81,158,739,"6,894","1,568","4,900",426
,"Rate per 100,000 inhabitants",,491.0,6.4,40.1,78.3,366.2,"3,416.0",776.9,"2,427.9",211.1
"Utica-Rome, NY M.S.A.",,"294,181",,,,,,,,,
,Includes Herkimer and Oneida Counties,, ,,,,,,,,
,City of Utica ,"58,234",479,4,21,181,273,"2,778",729,"1,929",120
,City of Rome,"33,746",41,2,8,14,17,611,111,466,34
,Total area actually reporting,98.5%,856,8,59,225,564,"6,931","1,523","5,180",228
,Estimated total,100.0%,864,8,59,228,569,"7,016","1,536","5,249",231
,"Rate per 100,000 inhabitants",,293.7,2.7,20.1,77.5,193.4,"2,384.9",522.1,"1,784.3",78.5
"Valdosta, GA M.S.A.",,"130,908", ,,,,, ,,,
,"Includes Brooks, Echols, Lanier, and Lowndes Counties",,,,,,,,,,
,City of Valdosta,"47,989",280,1,30,114,135,"2,388",548,"1,686",154
,Total area actually reporting,93.0%,499,4,41,147,307,"4,248","1,016","2,966",266
,Estimated total,100.0%,546,4,43,163,336,"4,667","1,102","3,266",299
,"Rate per 100,000 inhabitants",,417.1,3.1,32.8,124.5,256.7,"3,565.1",841.8,"2,494.9",228.4
"Vallejo-Fairfield, CA M.S.A.",,"408,066",,,,,,,,,
,Includes Solano County,, ,,,,,,,,
,City of Vallejo ,"115,330","1,100",13,34,435,618,"5,653","2,155","2,112","1,386"
,City of Fairfield ,"104,927",546,5,28,238,275,"4,026",736,"2,703",587
,Total area actually reporting,100.0%,"2,354",24,123,905,"1,302","14,781","3,911","8,275","2,595"
,"Rate per 100,000 inhabitants",,576.9,5.9,30.1,221.8,319.1,"3,622.2",958.4,"2,027.9",635.9
"Victoria, TX M.S.A.",,"114,072", ,,,,, ,,,
,"Includes Calhoun, Goliad, and Victoria Counties",,,,,,,,,,
,City of Victoria,"62,464",435,1,40,66,328,"3,339",824,"2,404",111
,Total area actually reporting,99.4%,587,2,61,72,452,"4,478","1,200","3,099",179
,Estimated total,100.0%,589,2,61,73,453,"4,503","1,205","3,117",181
,"Rate per 100,000 inhabitants",,516.3,1.8,53.5,64.0,397.1,"3,947.5","1,056.4","2,732.5",158.7
"Vineland-Millville-Bridgeton, NJ M.S.A.",,"156,078",,,,,,,,,
,Includes Cumberland County,,,,,,,,,,
,City of Vineland ,"58,606",316,3,16,136,161,"2,491",589,"1,804",98
,City of Millville,"28,551",237,3,5,85,144,"1,333",291,995,47
,City of Bridgeton,"24,714",334,6,4,113,211,"1,091",337,709,45
,Total area actually reporting,100.0%,"1,004",15,25,350,614,"5,845","1,495","4,096",254
,"Rate per 100,000 inhabitants",,643.3,9.6,16.0,224.2,393.4,"3,744.9",957.9,"2,624.3",162.7
"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.",,"1,663,408",,,,,,,,,
,"Includes Currituck County, NC and Gloucester, Isle of Wight, James City, Mathews, Surry, and York Counties and Chesapeake, Hampton, Newport News, Norfolk, Poquoson, Portsmouth, Suffolk, Virginia Beach, and Williamsburg Cities, VA                       ",,,,,,,,,,
,"City of Virginia Beach, VA","434,163","1,043",14,73,537,419,"12,609","1,921","10,046",642
,"City of Norfolk, VA","235,067","1,951",28,86,"1,050",787,"12,195","1,868","9,212","1,115"
,"City of Newport News, VA","178,308","1,235",16,73,509,637,"7,348","1,460","5,388",500
,"City of Hampton, VA","145,897",472,8,42,211,211,"5,127",761,"3,963",403
