Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2013",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,"Includes Clackamas, Columbia, Multnomah, Washington, and Yamhill Counties, OR and Clark and Skamania Counties, WA",,,,,,,,,,
,"City of Portland, OR","609,136","2,941",14,234,917,"1,776","29,633","4,128","22,216","3,289"
,"City of Vancouver, WA","166,535",593,2,74,146,371,"5,933","1,007","3,950",976
,"City of Hillsboro, OR","96,313",141,0,29,55,57,"2,160",311,"1,723",126
,"City of Beaverton, OR","93,551",124,1,20,22,81,"1,471",175,"1,213",83
,Total area actually reporting,99.6%,"5,790",32,712,"1,696","3,350","68,948","10,955","51,143","6,850"
,Estimated total,100.0%,"5,810",32,715,"1,702","3,361","69,261","11,002","51,388","6,871"
,"Rate per 100,000 inhabitants",,250.9,1.4,30.9,73.5,145.2,"2,991.4",475.2,"2,219.4",296.8
"Port St. Lucie, FL M.S.A.",,"436,841",,,,,,,,,
,Includes Martin and St. Lucie Counties,, ,,,,,,,,
,City of Port St. Lucie,"169,877",303,1,21,40,241,"2,461",722,"1,666",73
,Total area actually reporting,100.0%,"1,470",15,87,234,"1,134","9,735","2,590","6,740",405
,"Rate per 100,000 inhabitants",,336.5,3.4,19.9,53.6,259.6,"2,228.5",592.9,"1,542.9",92.7
"Prescott, AZ M.S.A.",,"214,243", ,,,,, ,,,
,Includes Yavapai County,,,,,,,,,,
,City of Prescott,"40,752",124,0,7,11,106,"1,085",182,855,48
,Total area actually reporting,100.0%,525,3,52,31,439,"4,287",894,"3,158",235
,"Rate per 100,000 inhabitants",,245.0,1.4,24.3,14.5,204.9,"2,001.0",417.3,"1,474.0",109.7
"Providence-Warwick, RI-MA M.S.A.",,"1,604,757",,,,,,,,,
,"Includes Bristol County, MA and Bristol, Kent, Newport, Providence, and Washington Counties RI",, ,,,,, ,,,
,"City of Providence, RI ","178,887","1,115",12,97,365,641,"7,974","1,828","5,184",962
,"City of Warwick, RI","81,789",93,4,35,15,39,"2,015",282,"1,648",85
,Total area actually reporting,100.0%,"5,428",40,683,"1,293","3,412","37,865","8,780","26,013","3,072"
,"Rate per 100,000 inhabitants",,338.2,2.5,42.6,80.6,212.6,"2,359.5",547.1,"1,621.0",191.4
"Provo-Orem, UT M.S.A.",,"561,483",,,,,,,,,
,Includes Juab and Utah Counties,, ,,,,, ,,,
,City of Provo ,"116,937",160,1,82,21,56,"2,810",329,"2,373",108
,City of Orem,"91,438",33,2,13,7,11,"2,079",192,"1,789",98
,Total area actually reporting,100.0%,394,6,154,49,185,"10,535","1,296","8,784",455
,"Rate per 100,000 inhabitants",,70.2,1.1,27.4,8.7,32.9,"1,876.3",230.8,"1,564.4",81.0
"Pueblo, CO M.S.A.",,"162,300", ,,,,, ,,,
,Includes Pueblo County,,,,,,,,,,
,City of Pueblo,"108,062","1,011",2,165,211,633,"7,596","1,900","5,168",528
,Total area actually reporting,100.0%,"1,063",5,171,219,668,"8,835","2,117","6,112",606
,"Rate per 100,000 inhabitants",,655.0,3.1,105.4,134.9,411.6,"5,443.6","1,304.4","3,765.9",373.4
"Punta Gorda, FL M.S.A.",,"163,934", ,,,,, ,,,
,Includes Charlotte County,,,,,,,,,,
,City of Punta Gorda ,"16,942",21,0,2,2,17,296,36,256,4
,Total area actually reporting,100.0%,390,1,39,35,315,"3,409",784,"2,511",114
,"Rate per 100,000 inhabitants",,237.9,0.6,23.8,21.4,192.2,"2,079.5",478.2,"1,531.7",69.5
"Racine, WI M.S.A.",,"194,711", ,,,,, ,,,
,Includes Racine County,,,,,,,,,,
,City of Racine,"78,141",297,1,21,179,96,"3,010","1,211","1,704",95
,Total area actually reporting,100.0%,354,2,29,197,126,"4,802","1,476","3,180",146
,"Rate per 100,000 inhabitants",,181.8,1.0,14.9,101.2,64.7,"2,466.2",758.0,"1,633.2",75.0
"Raleigh, NC M.S.A.",,"1,209,877",,,,,,,,,
,"Includes Franklin, Johnston, and Wake Counties",, ,,,,,,,,
,City of Raleigh ,"428,993","1,683",12,79,605,987,"13,140","3,157","9,278",705
,Total area actually reporting,99.3%,"2,629",33,152,814,"1,630","27,312","6,909","19,134","1,269"
,Estimated total,100.0%,"2,653",33,154,820,"1,646","27,625","6,976","19,369","1,280"
,"Rate per 100,000 inhabitants",,219.3,2.7,12.7,67.8,136.0,"2,283.3",576.6,"1,600.9",105.8
"Rapid City, SD M.S.A.",,"140,926", ,,,,, ,,,
,"Includes Custer, Meade, and Pennington Counties",,,,,,,,,,
,City of Rapid City ,"70,406",398,2,63,48,285,"2,629",578,"1,902",149
,Total area actually reporting,100.0%,517,2,104,50,361,"3,439",811,"2,442",186
,"Rate per 100,000 inhabitants",,366.9,1.4,73.8,35.5,256.2,"2,440.3",575.5,"1,732.8",132.0
"Reading, PA M.S.A.",,"413,820", ,,,,, ,,,
,Includes Berks County,,,,,,,,,,
,City of Reading ,"88,107",743,11,50,328,354,"2,799","1,040","1,465",294
,Total area actually reporting,99.1%,"1,222",11,95,421,695,"7,724","1,880","5,368",476
,Estimated total,100.0%,"1,229",11,96,423,699,"7,789","1,890","5,421",478
,"Rate per 100,000 inhabitants",,297.0,2.7,23.2,102.2,168.9,"1,882.2",456.7,"1,310.0",115.5
"Redding, CA M.S.A.",,"179,250", ,,,,, ,,,
,Includes Shasta County,,,,,,,,,,
,City of Redding ,"91,035",585,2,49,146,388,"3,774",742,"2,483",549
,Total area actually reporting,100.0%,"1,150",10,84,184,872,"5,894","1,395","3,396","1,103"
,"Rate per 100,000 inhabitants",,641.6,5.6,46.9,102.6,486.5,"3,288.1",778.2,"1,894.6",615.3
"Reno, NV M.S.A.",,"438,372",,,,,,,,,
,Includes Storey and Washoe Counties,, ,,,,,,,,
,City of Reno,"232,561","1,154",14,68,305,767,"7,180","1,411","4,901",868
,Total area actually reporting,100.0%,"1,657",23,136,391,"1,107","11,385","2,504","7,666","1,215"
,"Rate per 100,000 inhabitants",,378.0,5.2,31.0,89.2,252.5,"2,597.1",571.2,"1,748.7",277.2
"Richmond, VA M.S.A.",,"1,242,277",,,,,,,,,
,"Includes Amelia, Caroline, Charles City, Chesterfield, Dinwiddie, Goochland, Hanover, Henrico, King William, New Kent, Powhatan, Prince George, and Sussex Counties and Colonial Heights, Hopewell, Petersburg, and Richmond Cities",,,,,,,,,,
,City of Richmond ,"212,830","1,327",37,43,624,623,"8,704","1,817","5,949",938
,Total area actually reporting,100.0%,"3,029",77,249,"1,128","1,575","29,761","5,533","22,329","1,899"
,"Rate per 100,000 inhabitants",,243.8,6.2,20.0,90.8,126.8,"2,395.7",445.4,"1,797.4",152.9
"Riverside-San Bernardino-Ontario, CA M.S.A.",,"4,392,057",,,,,,,,,
,Includes Riverside and San Bernardino Counties,,,,,,,,,,
,City of Riverside ,"316,423","1,330",10,78,495,747,"10,608","1,978","6,912","1,718"
,City of San Bernardino,"214,322","1,949",45,74,794,"1,036","9,389","2,673","4,025","2,691"
,City of Ontario,"168,144",453,9,31,167,246,"4,507",830,"2,586","1,091"
,City of Corona,"160,159",162,9,14,65,74,"3,439",644,"2,305",490
,City of Victorville,"121,699",651,9,36,202,404,"4,165","1,461","2,067",637
,City of Temecula,"106,680",91,3,11,39,38,"2,848",711,"1,897",240
,City of Chino,"80,704",258,4,7,47,200,"2,044",518,"1,249",277
,City of Redlands,"70,282",215,2,15,84,114,"3,020",605,"2,047",368
,Total area actually reporting,100.0%,"14,637",219,758,"4,736","8,924","122,732","33,572","67,684","21,476"
,"Rate per 100,000 inhabitants",,333.3,5.0,17.3,107.8,203.2,"2,794.4",764.4,"1,541.1",489.0
"Roanoke, VA M.S.A.",,"311,327", ,,,,, ,,,
,"Includes Botetourt, Craig, Franklin, and Roanoke Counties and Roanoke and Salem Cities",,,,,,,,,,
,City of Roanoke,"97,927",457,9,44,142,262,"4,444",628,"3,636",180
,Total area actually reporting,100.0%,742,16,98,173,455,"7,609","1,104","6,180",325
,"Rate per 100,000 inhabitants",,238.3,5.1,31.5,55.6,146.1,"2,444.1",354.6,"1,985.1",104.4
"Rochester, MN M.S.A.",,"211,141", ,,,,, ,,,
,"Includes Dodge, Fillmore, Olmsted, and Wabasha Counties",,,,,,,,,,
,City of Rochester,"109,675",214,0,50,54,110,"2,558",429,"2,026",103
,Total area actually reporting,100.0%,301,0,65,56,180,"3,483",714,"2,625",144
,"Rate per 100,000 inhabitants",,142.6,0.0,30.8,26.5,85.3,"1,649.6",338.2,"1,243.2",68.2
"Rochester, NY M.S.A.",,"1,084,351",,,,,, ,,,
,"Includes Livingston, Monroe, Ontario, Orleans, Wayne, and Yates Counties",,,,,,,,,,
,City of Rochester,"210,562","2,107",42,92,918,"1,055","10,051","2,587","6,855",609
,Total area actually reporting,99.6%,"3,069",52,202,"1,209","1,606","26,080","5,609","19,458","1,013"
,Estimated total,100.0%,"3,075",52,202,"1,211","1,610","26,151","5,619","19,517","1,015"
,"Rate per 100,000 inhabitants",,283.6,4.8,18.6,111.7,148.5,"2,411.7",518.2,"1,799.9",93.6
"Rockford, IL M.S.A.",,"344,806", ,,,,, ,,,
,Includes Boone and Winnebago Counties,,,,,,,,,,
,City of Rockford,"150,207","2,065",19,145,394,"1,507","7,039","2,001","4,666",372
,Total area actually reporting,92.1%,"2,394",25,193,440,"1,736","9,781","2,630","6,673",478
,Estimated total,100.0%,"2,452",26,199,457,"1,770","10,311","2,723","7,088",500
,"Rate per 100,000 inhabitants",,711.1,7.5,57.7,132.5,513.3,"2,990.4",789.7,"2,055.6",145.0
"Rocky Mount, NC M.S.A.",,"151,852", ,,,,, ,,,
,Includes Edgecombe and Nash Counties,,,,,,,,,,
,City of Rocky Mount ,"57,021",599,4,16,154,425,"3,282",992,"2,179",111
,Total area actually reporting,94.6%,797,16,23,184,574,"5,125","1,781","3,142",202
,Estimated total,100.0%,819,16,24,190,589,"5,416","1,843","3,361",212
,"Rate per 100,000 inhabitants",,539.3,10.5,15.8,125.1,387.9,"3,566.6","1,213.7","2,213.3",139.6
"Rome, GA M.S.A.",,"96,122", ,,,,, ,,,
,Includes Floyd County,,,,,,,,,,
,City of Rome,"36,098",247,2,19,69,157,"2,178",413,"1,681",84
,Total area actually reporting,100.0%,368,4,27,79,258,"3,988",875,"2,923",190
,"Rate per 100,000 inhabitants",,382.8,4.2,28.1,82.2,268.4,"4,148.9",910.3,"3,040.9",197.7
"Sacramento–Roseville–Arden-Arcade, CA M.S.A.",,"2,213,600",,,,,,,,,
,"Includes El Dorado, Placer, Sacramento, and Yolo Counties",,,,,,,,,,
,City of Sacramento,"478,182","3,137",34,95,"1,158","1,850","17,980","3,886","11,233","2,861"
,City of Roseville,"126,236",261,1,13,64,183,"3,343",482,"2,623",238
,City of Folsom,"73,782",98,0,7,35,56,"1,336",240,"1,024",72
,Total area actually reporting,100.0%,"9,207",91,469,"2,848","5,799","61,241","14,681","38,144","8,416"
,"Rate per 100,000 inhabitants",,415.9,4.1,21.2,128.7,262.0,"2,766.6",663.2,"1,723.2",380.2
"Saginaw, MI M.S.A.",,"198,026",,,,,,,,,
,Includes Saginaw County,, ,,,,,,,,
,City of Saginaw,"50,580",985,29,64,129,763,"1,492",746,644,102
,Total area actually reporting,100.0%,"1,490",38,149,190,"1,113","4,306","1,373","2,708",225
,"Rate per 100,000 inhabitants",,752.4,19.2,75.2,95.9,562.0,"2,174.5",693.3,"1,367.5",113.6
"Salem, OR M.S.A.",,"398,927", ,,,,, ,,,
,Includes Marion and Polk Counties,,,,,,,,,,
,City of Salem ,"158,234",520,7,47,138,328,"6,782",983,"5,143",656
,Total area actually reporting,100.0%,932,14,100,214,604,"12,826","2,042","9,640","1,144"
,"Rate per 100,000 inhabitants",,233.6,3.5,25.1,53.6,151.4,"3,215.1",511.9,"2,416.5",286.8
"Salinas, CA M.S.A.",,"430,882", ,,,,, ,,,
,Includes Monterey County,,,,,,,,,,
,City of Salinas,"155,742","1,001",24,36,451,490,"5,356","1,148","2,720","1,488"
,Total area actually reporting,100.0%,"1,794",47,82,655,"1,010","10,940","2,706","6,036","2,198"
,"Rate per 100,000 inhabitants",,416.4,10.9,19.0,152.0,234.4,"2,539.0",628.0,"1,400.8",510.1
"Salisbury, MD-DE M.S.A.",,"385,257", ,,,,, ,,,
,"Includes Sussex County, DE and Somerset, Wicomico, and Worcester Counties, MD",,,,,,,,,,
,"City of Salisbury, MD","31,517",326,0,17,99,210,"1,806",336,"1,420",50
,Total area actually reporting,100.0%,"1,706",11,176,315,"1,204","12,543","3,355","8,793",395
,"Rate per 100,000 inhabitants",,442.8,2.9,45.7,81.8,312.5,"3,255.7",870.8,"2,282.4",102.5
"Salt Lake City, UT M.S.A.",,"1,141,757", ,,,,, ,,,
,Includes Salt Lake and Tooele Counties,,,,,,,,,,
,City of Salt Lake City,"190,246","1,475",7,204,422,842,"13,461","2,068","9,517","1,876"
,Total area actually reporting,99.9%,"4,071",20,654,964,"2,433","49,632","7,778","36,235","5,619"
,Estimated total,100.0%,"4,071",20,654,964,"2,433","49,644","7,780","36,244","5,620"
,"Rate per 100,000 inhabitants",,356.6,1.8,57.3,84.4,213.1,"4,348.0",681.4,"3,174.4",492.2
"San Angelo, TX M.S.A.",,"116,215", ,,,,, ,,,
,Includes Irion and Tom Green Counties,,,,,,,,,,
,City of San Angelo,"96,661",263,2,54,22,185,"3,592",682,"2,725",185
,Total area actually reporting,100.0%,299,5,73,24,197,"4,002",811,"2,994",197
,"Rate per 100,000 inhabitants",,257.3,4.3,62.8,20.7,169.5,"3,443.6",697.8,"2,576.3",169.5
"San Antonio-New Braunfels, TX M.S.A.",,"2,271,017", ,,,,, ,,,
,"Includes Atascosa, Bandera, Bexar, Comal, Guadalupe, Kendall, Medina, and Wilson Counties",,,,,,,,,,
,City of San Antonio,"1,399,725","8,828",72,663,"2,192","5,901","79,994","14,850","58,567","6,577"
,City of New Braunfels,"61,651",147,3,16,24,104,"2,153",351,"1,673",129
,Total area actually reporting,99.9%,"10,436",105,889,"2,429","7,013","100,236","19,289","73,244","7,703"
,Estimated total,100.0%,"10,439",105,889,"2,430","7,015","100,269","19,295","73,269","7,705"
,"Rate per 100,000 inhabitants",,459.7,4.6,39.1,107.0,308.9,"4,415.2",849.6,"3,226.3",339.3
"San Diego-Carlsbad, CA M.S.A.",,"3,206,175",,,,,,,,,
,Includes San Diego County,,,,,,,,,,
,City of San Diego,"1,349,306","5,303",39,316,"1,456","3,492","31,728","6,355","19,230","6,143"
,City of Carlsbad,"110,505",221,1,23,44,153,"2,085",525,"1,436",124
,Total area actually reporting,100.0%,"11,177",71,668,"3,054","7,384","70,276","13,970","45,034","11,272"
,"Rate per 100,000 inhabitants",,348.6,2.2,20.8,95.3,230.3,"2,191.9",435.7,"1,404.6",351.6
"San Francisco-Oakland-Hayward, CA M.S.A.",,"4,499,119",,,,,,,,,
,"Includes the Metropolitan Divisions of Oakland-Hayward-Berkeley, San Francisco-Redwood City-South San Francisco, and San Rafael",,,,,,,,,,
,City of San Francisco,"833,863","7,064",48,161,"4,202","2,653","48,324","5,931","36,527","5,866"
,City of Oakland,"403,887","7,984",90,180,"4,922","2,792","25,176","5,058","13,285","6,833"
,City of Hayward,"150,955",589,5,33,333,218,"4,844","1,051","2,122","1,671"
,City of Berkeley,"116,217",562,4,26,410,122,"5,377","1,055","3,658",664
,City of San Leandro,"87,490",394,3,26,251,114,"3,960",761,"2,287",912
,City of Redwood City,"79,707",190,1,26,66,97,"1,871",507,"1,138",226
,City of San Ramon,"74,434",27,0,0,14,13,760,171,485,104
,City of Pleasanton,"72,975",60,0,3,29,28,"1,281",185,979,117
,City of Walnut Creek,"66,149",78,0,4,31,43,"2,161",364,"1,634",163
,City of South San Francisco,"66,157",118,0,5,39,74,"1,188",268,739,181
,City of San Rafael,"58,725",206,0,26,77,103,"1,812",366,"1,114",332
,Total area actually reporting,100.0%,"25,131",216,853,"13,255","10,807","160,685","30,011","102,174","28,500"
,"Rate per 100,000 inhabitants",,558.6,4.8,19.0,294.6,240.2,"3,571.5",667.0,"2,271.0",633.5
"Oakland-Hayward-Berkeley, CA M.D.",,"2,660,954",,,,,,,,,
,Includes Alameda and Contra Costa Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"15,700",155,510,"8,339","6,696","91,484","19,520","51,645","20,319"
,"Rate per 100,000 inhabitants",,590.0,5.8,19.2,313.4,251.6,"3,438.0",733.6,"1,940.8",763.6
"San Francisco-Redwood City-South San Francisco, CA M.D.",,"1,580,707",,,,,,,,,
,Includes San Francisco and San Mateo Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"8,940",59,295,"4,780","3,806","64,189","9,137","47,520","7,532"
,"Rate per 100,000 inhabitants",,565.6,3.7,18.7,302.4,240.8,"4,060.8",578.0,"3,006.2",476.5
"San Rafael, CA M.D.",,"257,458",,,,,,,,,
,Includes Marin County,,,,,,,,,,
,Total area actually reporting,100.0%,491,2,48,136,305,"5,012","1,354","3,009",649
,"Rate per 100,000 inhabitants",,190.7,0.8,18.6,52.8,118.5,"1,946.7",525.9,"1,168.7",252.1
"San Jose-Sunnyvale-Santa Clara, CA M.S.A.",,"1,914,750",,,,,,,,,
,Includes San Benito and Santa Clara Counties,,,,,,,,,,
,City of San Jose,"992,143","3,215",38,270,"1,095","1,812","25,510","5,173","12,411","7,926"
,City of Sunnyvale,"148,160",144,4,16,51,73,"2,434",574,"1,456",404
,City of Santa Clara,"120,150",172,0,13,55,104,"3,023",461,"2,169",393
,City of Mountain View,"77,399",157,0,13,32,112,"1,706",294,"1,277",135
,City of Milpitas,"69,522",93,1,8,56,28,"2,067",291,"1,491",285
,City of Palo Alto,"66,964",54,0,4,29,21,"1,483",242,"1,174",67
,City of Cupertino,"60,440",41,0,3,23,15,812,179,584,49
,Total area actually reporting,100.0%,"4,783",57,414,"1,533","2,779","45,267","8,960","26,038","10,269"
,"Rate per 100,000 inhabitants",,249.8,3.0,21.6,80.1,145.1,"2,364.1",467.9,"1,359.9",536.3
"San Luis Obispo-Paso Robles-Arroyo Grande, CA M.S.A.",,"276,816",,,,,,,,,
,Includes San Luis Obispo County,, ,,,,,,,,
,City of San Luis Obispo,"46,095",161,0,34,26,101,"1,775",328,"1,384",63
,City of Paso Robles,"30,795",103,2,8,6,87,848,211,595,42
,City of Arroyo Grande,"17,634",31,0,5,4,22,455,137,288,30
,Total area actually reporting,100.0%,"1,069",5,106,81,877,"6,208","1,642","4,167",399
,"Rate per 100,000 inhabitants",,386.2,1.8,38.3,29.3,316.8,"2,242.6",593.2,"1,505.3",144.1
"Santa Cruz-Watsonville, CA M.S.A.",,"268,260",,,,,,,,,
,Includes Santa Cruz County,, ,,,,,,,,
,City of Santa Cruz,"62,517",407,4,33,85,285,"3,163",552,"2,383",228
,City of Watsonville,"52,076",237,3,20,71,143,"1,308",218,824,266
,Total area actually reporting,100.0%,"1,002",11,78,199,714,"8,140","1,640","5,477","1,023"
,"Rate per 100,000 inhabitants",,373.5,4.1,29.1,74.2,266.2,"3,034.4",611.3,"2,041.7",381.3
"Santa Maria-Santa Barbara, CA M.S.A.",,"434,144",,,,,,,,,
,Includes Santa Barbara County,,,,,,,,,,
,City of Santa Maria,"102,051",490,3,34,122,331,"2,934",647,"1,557",730
,City of Santa Barbara,"90,006",362,2,32,82,246,"2,670",459,"2,091",120
,Total area actually reporting,100.0%,"1,416",6,153,285,972,"9,824","2,249","6,429","1,146"
,"Rate per 100,000 inhabitants",,326.2,1.4,35.2,65.6,223.9,"2,262.8",518.0,"1,480.8",264.0
"Santa Rosa, CA M.S.A.",,"494,862",,,,,,,,,
,Includes Sonoma County,, ,,,,,,,,
,City of Santa Rosa,"171,564",541,3,42,105,391,"3,506",638,"2,559",309
,Total area actually reporting,100.0%,"1,782",9,126,242,"1,405","8,218","1,804","5,693",721
,"Rate per 100,000 inhabitants",,360.1,1.8,25.5,48.9,283.9,"1,660.7",364.5,"1,150.4",145.7
"Savannah, GA M.S.A.",,"366,493", ,,,,, ,,,
,"Includes Bryan, Chatham, and Effingham Counties",,,,,,,,,,
,City of Savannah-Chatham Metropolitan,"235,200",851,30,49,414,358,"8,458","2,125","5,608",725
,Total area actually reporting,100.0%,"1,158",36,68,500,554,"11,236","2,854","7,512",870
,"Rate per 100,000 inhabitants",,316.0,9.8,18.6,136.4,151.2,"3,065.8",778.7,"2,049.7",237.4
"Scranton–Wilkes-Barre–Hazleton, PA M.S.A.3",,"563,315",,,,,,,,,
,"Includes Lackawanna, Luzerne, and Wyoming Counties",, ,,,,,,,,
,City of Scranton,"75,732",166,2,18,71,75,"2,277",549,"1,614",114
,City of Wilkes-Barre,"41,166",208,12,30,110,56,"1,389",317,969,103
,City of Hazleton,"25,191",83,1,2,26,54,631,242,358,31
,Total area actually reporting,96.9%,"1,275",24,114,324,813,"12,212","2,590","9,105",517
,Estimated total,100.0%,"1,308",24,117,333,834,"12,526","2,639","9,359",528
,"Rate per 100,000 inhabitants",,232.2,4.3,20.8,59.1,148.1,"2,223.6",468.5,"1,661.4",93.7
"Seattle-Tacoma-Bellevue, WA M.S.A.",,"3,598,765",,,,,,,,,
,Includes the Metropolitan Divisions of Seattle-Bellevue-Everett and Tacoma-Lakewood,,,,,,,,,,
,City of Seattle,"642,814","3,758",19,153,"1,601","1,985","35,883","7,384","24,189","4,310"
,City of Tacoma,"203,226","1,766",10,144,524,"1,088","13,310","3,086","8,200","2,024"
,City of Bellevue,"127,678",125,1,20,48,56,"3,949",688,"3,013",248
,City of Everett,"105,129",443,1,42,192,208,"6,865","1,129","4,702","1,034"
,City of Kent,"124,359",319,2,58,160,99,"5,600","1,061","3,669",870
,City of Renton,"96,657",254,3,27,101,123,"4,938",859,"3,396",683
,City of Auburn,"74,565",293,5,34,110,144,"3,944",798,"2,474",672
,City of Lakewood,"59,057",410,2,41,90,277,"2,651",674,"1,770",207
,City of Redmond,"57,263",39,0,24,3,12,"1,665",193,"1,402",70
,Total area actually reporting,100.0%,"11,643",78,"1,136","4,032","6,397","144,789","31,505","94,993","18,291"
,"Rate per 100,000 inhabitants",,323.5,2.2,31.6,112.0,177.8,"4,023.3",875.4,"2,639.6",508.3
"Seattle-Bellevue-Everett, WA M.D.",,"2,779,025",,,,,,,,,
,Includes King and Snohomish Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"7,968",53,794,"3,082","4,039","110,530","22,959","73,547","14,024"
,"Rate per 100,000 inhabitants",,286.7,1.9,28.6,110.9,145.3,"3,977.3",826.2,"2,646.5",504.6
"Tacoma-Lakewood, WA M.D.",,"819,740",,,,,,,,,
,Includes Pierce County,,,,,,,,,,
,Total area actually reporting,100.0%,"3,675",25,342,950,"2,358","34,259","8,546","21,446","4,267"
,"Rate per 100,000 inhabitants",,448.3,3.0,41.7,115.9,287.7,"4,179.3","1,042.5","2,616.2",520.5
"Sebastian-Vero Beach, FL M.S.A.",,"141,889", ,,,,, ,,,
,Includes Indian River County,,,,,,,,,,
,City of Sebastian,"22,502",55,1,7,5,42,460,77,373,10
,City of Vero Beach,"15,621",48,1,9,6,32,499,103,388,8
,Total area actually reporting,100.0%,419,4,40,41,334,"2,983",680,"2,215",88
,"Rate per 100,000 inhabitants",,295.3,2.8,28.2,28.9,235.4,"2,102.3",479.2,"1,561.1",62.0
"Sebring, FL M.S.A.",,"98,300", ,,,,, ,,,
,Includes Highlands County,,,,,,,,,,
,City of Sebring,"10,318",57,2,2,9,44,513,123,378,12
,Total area actually reporting,91.1%,349,4,23,52,270,"2,960",861,"1,960",139
,Estimated total,100.0%,388,4,26,63,295,"3,268",926,"2,186",156
,"Rate per 100,000 inhabitants",,394.7,4.1,26.4,64.1,300.1,"3,324.5",942.0,"2,223.8",158.7
"Sheboygan, WI M.S.A.",,"114,951", ,,,,, ,,,
,Includes Sheboygan County,,,,,,,,,,
,City of Sheboygan,"48,791",132,1,20,14,97,"1,241",187,"1,023",31
,Total area actually reporting,100.0%,163,1,27,19,116,"2,062",261,"1,740",61
,"Rate per 100,000 inhabitants",,141.8,0.9,23.5,16.5,100.9,"1,793.8",227.1,"1,513.7",53.1
"Sherman-Denison, TX M.S.A.",,"122,729",,,,,,,,,
,Includes Grayson County,, ,,,,,,,,
,City of Sherman,"39,377",120,2,4,21,93,"1,316",312,958,46
,City of Denison,"22,652",94,4,11,15,64,844,145,646,53
,Total area actually reporting,99.2%,324,7,26,42,249,"3,060",724,"2,166",170
,Estimated total,100.0%,327,7,26,43,251,"3,091",730,"2,189",172
,"Rate per 100,000 inhabitants",,266.4,5.7,21.2,35.0,204.5,"2,518.6",594.8,"1,783.6",140.1
"Shreveport-Bossier City, LA M.S.A.",,"449,602", ,,,,, ,,,
,"Includes Bossier, Caddo, De Soto, and Webster Parishes",,,,,,,,,,
,City of Shreveport,"202,189","1,397",26,84,376,911,"9,584","2,360","6,720",504
,City of  Bossier City,"65,578",394,6,20,65,303,"3,182",473,"2,554",155
,Total area actually reporting,99.1%,"2,377",35,130,462,"1,750","15,798","3,541","11,431",826
,Estimated total,100.0%,"2,394",35,131,465,"1,763","15,966","3,572","11,562",832
,"Rate per 100,000 inhabitants",,532.5,7.8,29.1,103.4,392.1,"3,551.1",794.5,"2,571.6",185.1
"Sioux City, IA-NE-SD M.S.A.",,"169,444", ,,,,, ,,,
,"Includes Plymouth and Woodbury Counties, IA; Dakota and Dixon Counties, NE; and Union County, SD",,,,,,,,,,
,"City of Sioux City, IA","82,676",324,3,46,40,235,"3,658",604,"2,814",240
,Total area actually reporting,97.9%,416,4,62,45,305,"4,621",816,"3,513",292
,Estimated total,100.0%,419,4,63,45,307,"4,670",826,"3,549",295
,"Rate per 100,000 inhabitants",,247.3,2.4,37.2,26.6,181.2,"2,756.1",487.5,"2,094.5",174.1
"Sioux Falls, SD M.S.A.",,"241,643", ,,,,, ,,,
,"Includes Lincoln, McCook, Minnehaha, and Turner Counties",,,,,,,,,,
,City of Sioux Falls,"161,754",636,3,138,67,428,"4,930",870,"3,796",264
,Total area actually reporting,100.0%,705,3,159,68,475,"5,720","1,141","4,262",317
,"Rate per 100,000 inhabitants",,291.8,1.2,65.8,28.1,196.6,"2,367.1",472.2,"1,763.8",131.2
"South Bend-Mishawaka, IN-MI M.S.A.",,"319,204",,,,,,,,,
,"Includes St. Joseph County, IN and Cass County, MI",, ,,,,,,,,
,"City of South Bend, IN","100,711",664,9,93,363,199,"4,890","1,468","3,096",326
,"City of Mishawaka, IN","47,967",136,0,20,61,55,"2,704",305,"2,259",140
,Total area actually reporting,98.0%,966,11,155,444,356,"9,595","2,453","6,595",547
,Estimated total,100.0%,985,11,158,448,368,"9,749","2,483","6,707",559
,"Rate per 100,000 inhabitants",,308.6,3.4,49.5,140.3,115.3,"3,054.2",777.9,"2,101.2",175.1
"Spartanburg, SC M.S.A.",,"319,563", ,,,,, ,,,
,Includes Spartanburg and Union Counties,,,,,,,,,,
,City of Spartanburg,"37,522",527,3,24,130,370,"2,668",490,"2,060",118
,Total area actually reporting,99.8%,"1,479",9,147,292,"1,031","10,038","2,559","6,882",597
,Estimated total,100.0%,"1,481",9,147,292,"1,033","10,059","2,563","6,898",598
,"Rate per 100,000 inhabitants",,463.4,2.8,46.0,91.4,323.3,"3,147.7",802.0,"2,158.6",187.1
"Spokane-Spokane Valley, WA M.S.A.",,"535,166", ,,,,, ,,,
,"Includes Pend Oreille, Spokane, and Stevens Counties",,,,,,,,,,
,City of Spokane,"209,524","1,440",11,166,518,745,"19,531","3,889","13,352","2,290"
,City of Spokane Valley,"90,835",231,1,35,81,114,"5,313",961,"3,862",490
