Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2010",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
"Rapid City, SD M.S.A.",,"125,249", ,,,,, ,,,
,Includes Meade and Pennington Counties,,,,,,,,,,
,City of Rapid City ,"67,436",404,2,91,59,252,"2,823",518,"2,178",127
,Total area actually reporting,100.0%,516,4,117,62,333,"3,567",678,"2,735",154
,"Rate per 100,000 inhabitants",,412.0,3.2,93.4,49.5,265.9,"2,847.9",541.3,"2,183.7",123.0
"Reading, PA M.S.A.",,"412,575", ,,,,, ,,,
,Includes Berks County,,,,,,,,,,
,City of Reading ,"81,370",767,10,21,384,352,"3,662","1,425","1,582",655
,Total area actually reporting,100.0%,"1,360",13,64,444,839,"8,980","2,165","5,897",918
,"Rate per 100,000 inhabitants",,329.6,3.2,15.5,107.6,203.4,"2,176.6",524.8,"1,429.3",222.5
"Redding, CA M.S.A.",,"182,780", ,,,,, ,,,
,Includes Shasta County,,,,,,,,,,
,City of Redding ,"91,414",793,2,61,105,625,"3,037",849,"1,946",242
,Total area actually reporting,100.0%,"1,457",3,120,138,"1,196","4,782","1,508","2,849",425
,"Rate per 100,000 inhabitants",,797.1,1.6,65.7,75.5,654.3,"2,616.3",825.0,"1,558.7",232.5
"Reno-Sparks, NV M.S.A.",,"425,023",,,,,,,,,
,Includes Storey and Washoe Counties,, ,,,,,,,,
,City of Reno,"222,242","1,168",9,46,385,728,"7,468","1,638","5,101",729
,City of Sparks,"91,433",357,8,35,103,211,"2,761",699,"1,829",233
,Total area actually reporting,100.0%,"1,799",18,107,499,"1,175","11,799","2,793","7,909","1,097"
,"Rate per 100,000 inhabitants",,423.3,4.2,25.2,117.4,276.5,"2,776.1",657.1,"1,860.8",258.1
"Richmond, VA M.S.A.",,"1,257,811",,,,,,,,,
,"Includes Amelia, Caroline, Charles City, Chesterfield, Cumberland, Dinwiddie, Goochland, Hanover, Henrico, King and Queen, King William, Louisa, New Kent, Powhatan, Prince George, and Sussex Counties and Colonial Heights, Hopewell, Petersburg, and Richmond Cities",,,,,,,,,,
,City of Richmond ,"205,883","1,506",41,40,735,690,"8,567","1,783","5,918",866
,Total area actually reporting,100.0%,"3,387",90,199,"1,406","1,692","31,985","6,236","23,610","2,139"
,"Rate per 100,000 inhabitants",,269.3,7.2,15.8,111.8,134.5,"2,542.9",495.8,"1,877.1",170.1
"Riverside-San Bernardino-Ontario, CA M.S.A.",,"4,239,406",,,,,,,,,
,Includes Riverside and San Bernardino Counties,,,,,,,,,,
,City of Riverside ,"301,859","1,448",9,78,502,859,"9,963","2,068","6,434","1,461"
,City of San Bernardino,"199,214","1,624",31,66,632,895,"8,967","2,318","4,928","1,721"
,City of Ontario,"172,814",630,3,48,237,342,"4,918",850,"3,170",898
,City of Victorville,"117,057",681,6,38,256,381,"3,674","1,274","1,964",436
,City of Temecula,"102,474",74,2,3,42,27,"2,351",535,"1,642",174
,City of Chino,"84,170",264,0,13,76,175,"2,009",479,"1,314",216
,City of Hemet,"73,111",369,8,17,129,215,"2,887",875,"1,682",330
,City of Redlands,"70,552",243,2,25,104,112,"2,536",587,"1,706",243
,City of Colton,"50,706",170,6,14,79,71,"1,579",406,890,283
,City of Palm Desert,"52,625",48,0,6,30,12,"1,911",638,"1,150",123
,Total area actually reporting,100.0%,"15,622",191,864,"4,903","9,664","114,236","31,647","65,738","16,851"
,"Rate per 100,000 inhabitants",,368.5,4.5,20.4,115.7,228.0,"2,694.6",746.5,"1,550.6",397.5
"Roanoke, VA M.S.A.",,"302,738", ,,,,, ,,,
,"Includes Botetourt, Craig, Franklin, and Roanoke Counties and Roanoke and Salem Cities",,,,,,,,,,
,City of Roanoke,"94,795",677,9,27,176,465,"4,735",883,"3,608",244
,Total area actually reporting,100.0%,917,19,69,206,623,"8,059","1,496","6,182",381
,"Rate per 100,000 inhabitants",,302.9,6.3,22.8,68.0,205.8,"2,662.0",494.2,"2,042.0",125.9
"Rochester, MN M.S.A.3",,"187,922", ,,,,, ,,,
,"Includes Dodge, Olmsted, and Wabasha Counties3",,,,,,,,,,
,City of Rochester3,"105,027",,1,,58,123,"2,429",399,"1,925",105
,Total area actually reporting,98.3%,,1,,64,190,"3,314",559,"2,601",154
,Estimated total,100.0%,,1,,65,193,"3,405",571,"2,676",158
,"Rate per 100,000 inhabitants",,,0.5,,34.6,102.7,"1,811.9",303.8,"1,424.0",84.1
"Rochester, NY M.S.A.",,"1,023,376", ,,,,, ,,,
,"Includes Livingston, Monroe, Ontario, Orleans, and Wayne Counties",,,,,,,,,,
,City of Rochester ,"203,802","2,229",41,99,816,"1,273","11,820","3,448","7,620",752
,Total area actually reporting,99.8%,"3,242",50,226,"1,014","1,952","28,886","6,416","21,304","1,166"
,Estimated total,100.0%,"3,245",50,226,"1,015","1,954","28,927","6,422","21,338","1,167"
,"Rate per 100,000 inhabitants",,317.1,4.9,22.1,99.2,190.9,"2,826.6",627.5,"2,085.1",114.0
"Rockford, IL M.S.A.2",,"353,502", ,,,,, ,,,
,Includes Boone and Winnebago Counties2,,,,,,,,,,
,City of Rockford,"156,180","2,272",21,110,495,"1,646","7,805","2,375","4,992",438
,Total area actually reporting,93.7%,"2,638",22,182,552,"1,882","11,496","3,305","7,595",596
,Estimated total,100.0%,"2,688",23,188,565,"1,912","11,980","3,392","7,968",620
,"Rate per 100,000 inhabitants",,760.4,6.5,53.2,159.8,540.9,"3,388.9",959.5,"2,254.0",175.4
"Rocky Mount, NC M.S.A.",,"147,080", ,,,,, ,,,
,Includes Edgecombe and Nash Counties,,,,,,,,,,
,City of Rocky Mount ,"59,688",688,11,14,210,453,"3,566","1,057","2,339",170
,Total area actually reporting,100.0%,901,15,35,252,599,"5,344","1,747","3,315",282
,"Rate per 100,000 inhabitants",,612.6,10.2,23.8,171.3,407.3,"3,633.4","1,187.8","2,253.9",191.7
"Rome, GA M.S.A.",,"93,639", ,,,,, ,,,
,Includes Floyd County,,,,,,,,,,
,City of Rome,"34,896",233,1,17,90,125,"1,990",447,"1,439",104
,Total area actually reporting,100.0%,451,3,22,100,326,"3,387",839,"2,353",195
,"Rate per 100,000 inhabitants",,481.6,3.2,23.5,106.8,348.1,"3,617.1",896.0,"2,512.8",208.2
"Sacramento—Arden-Arcade—Roseville, CA M.S.A.",,"2,161,081",,,,,,,,,
,"Includes El Dorado, Placer, Sacramento, and Yolo Counties",,,,,,,,,,
,City of Sacramento,"472,469","4,112",33,165,"1,491","2,423","20,200","5,027","11,179","3,994"
,City of Roseville,"119,755",334,1,17,87,229,"3,802",542,"3,029",231
,City of Folsom,"69,497",105,0,9,32,64,"1,484",262,"1,159",63
,City of Woodland,"55,814",161,1,17,39,104,"1,513",352,993,168
,Total area actually reporting,100.0%,"10,333",90,564,"3,466","6,213","67,137","16,626","40,804","9,707"
,"Rate per 100,000 inhabitants",,478.1,4.2,26.1,160.4,287.5,"3,106.6",769.3,"1,888.1",449.2
"Saginaw-Saginaw Township North, MI M.S.A.",,"197,310",,,,,,,,,
,Includes Saginaw County,, ,,,,,,,,
,City of Saginaw,"54,155","1,209",4,61,192,952,"2,195","1,310",763,122
,Total area actually reporting,100.0%,"1,718",7,150,255,"1,306","5,579","2,161","3,165",253
,"Rate per 100,000 inhabitants",,870.7,3.5,76.0,129.2,661.9,"2,827.5","1,095.2","1,604.1",128.2
"Salem, OR M.S.A.2",,"397,398", ,,,,, ,,,
,Includes Marion and Polk Counties2,,,,,,,,,,
,City of Salem2 ,"155,820",483,1,48,118,316,"6,056",868,"4,761",427
,Total area actually reporting,76.6%,806,3,79,156,568,"9,284","1,420","7,224",640
,Estimated total,100.0%,957,5,101,179,672,"10,924","1,771","8,397",756
,"Rate per 100,000 inhabitants",,240.8,1.3,25.4,45.0,169.1,"2,748.9",445.6,"2,113.0",190.2
"Salinas, CA M.S.A.",,"410,773", ,,,,, ,,,
,Includes Monterey County,,,,,,,,,,
,City of Salinas,"144,242","1,162",19,23,365,755,"4,648","1,358","2,437",853
,Total area actually reporting,100.0%,"2,037",44,82,574,"1,337","10,405","2,973","6,054","1,378"
,"Rate per 100,000 inhabitants",,495.9,10.7,20.0,139.7,325.5,"2,533.0",723.8,"1,473.8",335.5
"Salisbury, MD M.S.A.",,"121,993", ,,,,, ,,,
,Includes Somerset and Wicomico Counties,,,,,,,,,,
,City of Salisbury,"29,046",450,7,22,143,278,"2,238",575,"1,598",65
,Total area actually reporting,100.0%,817,11,35,200,571,"4,436","1,287","2,991",158
,"Rate per 100,000 inhabitants",,669.7,9.0,28.7,163.9,468.1,"3,636.3","1,055.0","2,451.8",129.5
"Salt Lake City, UT M.S.A.",,"1,113,915", ,,,,, ,,,
,"Includes Salt Lake, Summit, and Tooele Counties",,,,,,,,,,
,City of Salt Lake City,"177,873","1,289",8,146,359,776,"13,839","2,177","10,173","1,489"
,Total area actually reporting,99.9%,"3,960",32,515,957,"2,456","49,641","8,376","36,950","4,315"
,Estimated total,100.0%,"3,960",32,515,957,"2,456","49,653","8,378","36,959","4,316"
,"Rate per 100,000 inhabitants",,355.5,2.9,46.2,85.9,220.5,"4,457.5",752.1,"3,317.9",387.5
"San Angelo, TX M.S.A.",,"110,207", ,,,,, ,,,
,Includes Irion and Tom Green Counties,,,,,,,,,,
,City of San Angelo ,"92,234",276,1,48,50,177,"4,169","1,035","2,976",158
,Total area actually reporting,100.0%,303,2,58,54,189,"4,558","1,125","3,267",166
,"Rate per 100,000 inhabitants",,274.9,1.8,52.6,49.0,171.5,"4,135.9","1,020.8","2,964.4",150.6
"San Antonio-New Braunfels, TX M.S.A.",,"2,104,901", ,,,,, ,,,
,"Includes Atascosa, Bandera, Bexar, Comal, Guadalupe, Kendall, Medina, and Wilson Counties",,,,,,,,,,
,City of San Antonio,"1,392,198","8,434",79,467,"2,360","5,528","88,353","17,301","65,395","5,657"
,City of New Braunfels,"57,796",121,0,10,25,86,"1,966",373,"1,530",63
,Total area actually reporting,99.9%,"10,184",98,686,"2,677","6,723","110,104","22,539","80,924","6,641"
,Estimated total,100.0%,"10,188",98,686,"2,678","6,726","110,152","22,549","80,959","6,644"
,"Rate per 100,000 inhabitants",,484.0,4.7,32.6,127.2,319.5,"5,233.1","1,071.3","3,846.2",315.6
"San Diego-Carlsbad-San Marcos, CA M.S.A.",,"3,075,127",,,,,,,,,
,Includes San Diego County,,,,,,,,,,
,City of San Diego,"1,313,433","5,616",29,300,"1,636","3,651","30,753","6,387","17,977","6,389"
,City of Carlsbad,"100,461",195,0,20,41,134,"1,820",399,"1,313",108
,City of San Marcos,"83,671",237,1,16,70,150,"1,642",350,"1,054",238
,City of National City,"56,270",428,4,11,148,265,"1,849",310,"1,033",506
,Total area actually reporting,100.0%,"11,639",67,675,"3,350","7,547","67,850","14,071","41,222","12,557"
,"Rate per 100,000 inhabitants",,378.5,2.2,22.0,108.9,245.4,"2,206.4",457.6,"1,340.5",408.3
"Sandusky, OH M.S.A.",,"76,515", ,,,,, ,,,
,Includes Erie County,,,,,,,,,,
,City of Sandusky,"25,380",150,0,7,20,123,"1,273",310,960,3
,Total area actually reporting,98.7%,226,0,13,26,187,"2,108",478,"1,621",9
,Estimated total,100.0%,228,0,13,27,188,"2,136",484,1642,10
,"Rate per 100,000 inhabitants",,298.0,0.0,17.0,35.3,245.7,"2,791.6",632.6,"2,146.0",13.1
"San Francisco-Oakland-Fremont, CA M.S.A.",,"4,333,063",,,,,,,,,
,Includes the Metropolitan Divisions of Oakland-Fremont-Hayward and San Francisco-San Mateo-Redwood City,,,,,,,,,,
,City of San Francisco,"818,594","5,747",48,133,"3,180","2,386","32,365","4,557","23,905","3,903"
,City of Oakland,"409,723","6,267",90,318,"2,917","2,942","17,325","4,961","7,720","4,644"
,City of Fremont,"205,477",488,3,40,189,256,"4,414","1,167","2,757",490
,City of Hayward,"144,509",652,13,48,391,200,"3,753","1,097","1,649","1,007"
,City of Berkeley,"102,700",533,5,23,365,140,"5,943","1,088","4,240",615
,City of San Mateo,"92,724",292,1,24,82,185,"1,905",242,"1,464",199
,City of San Leandro,"78,447",347,4,10,209,124,"3,137",634,"1,911",592
,City of Redwood City,"74,355",174,3,16,69,86,"1,641",461,988,192
,City of Pleasanton,"67,823",78,0,4,24,50,"1,294",210,"1,002",82
,City of Walnut Creek,"63,897",115,1,5,38,71,"2,372",436,"1,783",153
,City of South San Francisco,"63,006",152,5,13,54,80,"1,479",458,808,213
,City of San Rafael,"55,832",236,3,34,82,117,"1,603",312,"1,030",261
,Total area actually reporting,100.0%,"22,922",269,"1,026","10,405","11,222","134,662","28,406","83,973","22,283"
,"Rate per 100,000 inhabitants",,529,6.2,23.7,240.1,259.0,"3,107.8",655.6,"1,938.0",514.3
"Oakland-Fremont-Hayward, CA M.D.",,"2,544,121",,,,,,,,,
,Includes Alameda and Contra Costa Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"14,794",197,713,"6,436","7,448","81,003","19,492","45,603","15,908"
,"Rate per 100,000 inhabitants",,581.5,7.7,28.0,253.0,292.8,"3,183.9",766.2,"1,792.5",625.3
"San Francisco-San Mateo-Redwood City, CA M.D.",,"1,788,942",,,,,,,,,
,"Includes Marin, San Francisco, and San Mateo Counties",,,,,,,,,,
,Total area actually reporting,100.0%,"8,128",72,313,"3,969","3,774","53,659","8,914","38,370","6,375"
,"Rate per 100,000 inhabitants",,454.3,4.0,17.5,221.9,211.0,"2,999.5",498.3,"2,144.8",356.4
"San Jose-Sunnyvale-Santa Clara, CA M.S.A.",,"1,848,534",,,,,,,,,
,Includes San Benito and Santa Clara Counties,,,,,,,,,,
,City of San Jose,"970,252","3,215",20,253,976,"1,966","22,081","3,940","12,730","5,411"
,City of Sunnyvale,"134,073",169,0,26,59,84,"2,227",407,"1,574",246
,City of Santa Clara,"112,917",182,2,7,62,111,"3,016",481,"2,210",325
,City of Mountain View,"72,321",168,1,4,46,117,"1,458",177,"1,179",102
,City of Milpitas,"68,371",91,0,9,53,29,"1,981",264,"1,461",256
,City of Palo Alto,"60,288",58,0,4,39,15,"1,346",217,"1,080",49
,City of Cupertino,"54,403",60,0,6,17,37,981,216,728,37
,Total area actually reporting,100.0%,"4,890",26,401,"1,481","2,982","41,710","7,781","26,669","7,260"
,"Rate per 100,000 inhabitants",,264.5,1.4,21.7,80.1,161.3,"2,256.4",420.9,"1,442.7",392.7
"San Luis Obispo-Paso Robles, CA M.S.A.",,"268,735",,,,,,,,,
,Includes San Luis Obispo County,, ,,,,,,,,
,City of San Luis Obispo,"44,008",126,0,27,35,64,"1,686",372,"1,260",54
,City of Paso Robles,"29,089",95,0,13,15,67,"1,006",268,688,50
,Total area actually reporting,100.0%,717,6,82,93,536,"6,180","1,533","4,329",318
,"Rate per 100,000 inhabitants",,266.8,2.2,30.5,34.6,199.5,"2,299.7",570.5,"1,610.9",118.3
"Santa Barbara-Santa Maria-Goleta, CA M.S.A.",,"407,452",,,,,,,,,
,Includes Santa Barbara County,,,,,,,,,,
,City of Santa Barbara,"85,967",341,3,28,92,218,"2,528",487,"1,939",102
,City of Santa Maria,"87,803",771,3,32,152,584,"2,319",506,"1,496",317
,City of Goleta,"29,605",57,0,5,11,41,407,121,277,9
,Total area actually reporting,100.0%,"1,841",11,131,313,"1,386","8,703","1,975","6,131",597
,"Rate per 100,000 inhabitants",,451.8,2.7,32.2,76.8,340.2,"2,136.0",484.7,"1,504.7",146.5
"Santa Cruz-Watsonville, CA M.S.A.",,"256,048",,,,,,,,,
,Includes Santa Cruz County,, ,,,,,,,,
,City of Santa Cruz,"56,860",553,6,31,120,396,"2,936",495,"2,262",179
,City of Watsonville,"51,488",327,1,13,98,215,"1,539",271,"1,091",177
,Total area actually reporting,100.0%,"1,313",14,68,269,962,"8,267","1,737","5,874",656
,"Rate per 100,000 inhabitants",,512.8,5.5,26.6,105.1,375.7,"3,228.7",678.4,"2,294.1",256.2
"Santa Fe, NM M.S.A.",,"151,535", ,,,,, ,,,
,Includes Santa Fe County,,,,,,,,,,
,City of Santa Fe ,"76,442",367,8,39,81,239,"4,349","2,392","1,781",176
,Total area actually reporting,100.0%,541,10,46,94,391,"5,944","3,302","2,395",247
,"Rate per 100,000 inhabitants",,357.0,6.6,30.4,62.0,258.0,"3,922.5","2,179.0","1,580.5",163.0
"Santa Rosa-Petaluma, CA M.S.A.",,"472,897",,,,,,,,,
,Includes Sonoma County,, ,,,,,,,,
,City of Santa Rosa,"158,182",767,2,56,166,543,"4,096",757,"3,041",298
,City of Petaluma,"55,168",197,1,13,19,164,778,117,604,57
,Total area actually reporting,100.0%,"1,876",6,126,279,"1,465","8,828","1,902","6,273",653
,"Rate per 100,000 inhabitants",,396.7,1.3,26.6,59.0,309.8,"1,866.8",402.2,"1,326.5",138.1
"Savannah, GA M.S.A.",,"337,256", ,,,,, ,,,
,"Includes Bryan, Chatham, and Effingham Counties",,,,,,,,,,
,City of Savannah-Chatham Metropolitan,"210,744",843,20,30,454,339,"9,202","2,552","6,026",624
,Total area actually reporting,100.0%,"1,155",22,69,522,542,"12,479","3,368","8,284",827
,"Rate per 100,000 inhabitants",,342.5,6.5,20.5,154.8,160.7,"3,700.2",998.6,"2,456.3",245.2
"Scranton—Wilkes-Barre, PA M.S.A.",,"551,176",,,,,,,,,
,"Includes Lackawanna, Luzerne, and Wyoming Counties",, ,,,,,,,,
,City of Scranton,"71,920",234,1,23,103,107,"2,422",675,"1,631",116
,City of Wilkes-Barre,"40,970",196,2,13,111,70,"1,814",352,"1,373",89
,Total area actually reporting,97.2%,"1,286",12,118,332,824,"12,050","2,503","9,006",541
,Estimated total,100.0%,"1,317",12,120,340,845,"12,337","2,549","9,236",552
,"Rate per 100,000 inhabitants",,238.9,2.2,21.8,61.7,153.3,"2,238.3",462.5,"1,675.7",100.1
"Seattle-Tacoma-Bellevue, WA M.S.A.",,"3,434,812",,,,,,,,,
,Includes the Metropolitan Divisions of Seattle-Bellevue-Everett and Tacoma,,,,,,,,,,
,City of Seattle,"620,195","3,515",19,96,"1,429","1,971","33,186","6,449","23,284","3,453"
,City of Tacoma,"199,595","1,700",14,141,535,"1,010","12,670","2,893","7,741","2,036"
,City of Bellevue,"127,735",138,0,10,59,69,"3,769",657,"2,905",207
,City of Everett,"99,387",535,5,76,181,273,"7,672",994,"5,536","1,142"
,City of Kent,"85,768",501,2,67,157,275,"4,464","1,018","2,665",781
,City of Renton,"62,968",280,0,38,112,130,"4,114",847,"2,673",594
,City of Auburn,"64,139",235,3,15,79,138,"3,828",725,"2,533",570
,Total area actually reporting,100.0%,"12,128",79,"1,152","4,098","6,799","134,157","28,407","89,667","16,083"
,"Rate per 100,000 inhabitants",,353,2.3,33.5,119.3,197.9,"3,905.8",827.0,"2,610.5",468.2
"Seattle-Bellevue-Everett, WA M.D.",,"2,630,578",,,,,,,,,
,Includes King and Snohomish Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"8,331",52,819,"3,014","4,446","102,112","20,355","69,850","11,907"
,"Rate per 100,000 inhabitants",,316.7,2.0,31.1,114.6,169.0,"3,881.7",773.8,"2,655.3",452.6
"Tacoma, WA M.D.",,"804,234",,,,,,,,,
,Includes Pierce County,,,,,,,,,,
,Total area actually reporting,100.0%,"3,797",27,333,"1,084","2,353","32,045","8,052","19,817","4,176"
,"Rate per 100,000 inhabitants",,472.1,3.4,41.4,134.8,292.6,"3,984.5","1,001.2","2,464.1",519.3
"Sebastian-Vero Beach, FL M.S.A.",,"137,445", ,,,,, ,,,
,Includes Indian River County,,,,,,,,,,
,City of Sebastian,"21,063",50,0,6,8,36,553,163,378,12
,City of Vero Beach,"17,254",72,0,4,22,46,628,179,425,24
,Total area actually reporting,100.0%,448,0,27,90,331,"4,248","1,193","2,898",157
,"Rate per 100,000 inhabitants",,325.9,0.0,19.6,65.5,240.8,"3,090.7",868.0,"2,108.5",114.2
"Sherman-Denison, TX M.S.A.",,"120,587",,,,,,,,,
,Includes Grayson County,, ,,,,,,,,
,City of Sherman,"38,623",180,5,4,34,137,"1,456",311,"1,109",36
,City of Denison,"24,196",77,1,2,13,61,"1,109",215,858,36
,Total area actually reporting,100.0%,338,11,21,58,248,"3,600",854,"2,606",140
,"Rate per 100,000 inhabitants",,280.3,9.1,17.4,48.1,205.7,"2,985.4",708.2,"2,161.1",116.1
"Shreveport-Bossier City, LA M.S.A.",,"394,702",,,,,,,,,
,"Includes Bossier, Caddo, and De Soto Parishes",, ,,,,,,,,
,City of Shreveport,"199,900","1,533",26,121,355,"1,031","9,459","2,616","6,317",526
,City of Bossier City,"64,232",397,1,27,71,298,"2,663",480,"2,036",147
,Total area actually reporting,98.3%,"2,440",33,168,443,"1,796","14,352","3,691","9,852",809
,Estimated total,100.0%,"2,476",33,170,448,"1,825","14,656","3,753","10,083",820
,"Rate per 100,000 inhabitants",,627.3,8.4,43.1,113.5,462.4,"3,713.2",950.8,"2,554.6",207.8
"Sioux City, IA-NE-SD M.S.A.",,"145,711", ,,,,, ,,,
,"Includes Woodbury County, IA; Dakota and Dixon Counties, NE; and Union County, SD",,,,,,,,,,
,"City of Sioux City, IA","83,494",285,0,22,32,231,"3,103",618,"2,333",152
,Total area actually reporting,96.8%,343,0,26,35,282,"3,753",736,"2,834",183
,Estimated total,100.0%,348,0,27,35,286,"3,827",748,"2,893",186
,"Rate per 100,000 inhabitants",,238.8,0.0,18.5,24.0,196.3,"2,626.4",513.3,"1,985.4",127.6
"Sioux Falls, SD M.S.A.",,"242,527", ,,,,, ,,,
,"Includes Lincoln, McCook, Minnehaha, and Turner Counties",,,,,,,,,,
,City of Sioux Falls,"160,679",482,3,96,55,328,"4,854",989,"3,637",228
,Total area actually reporting,96.9%,552,3,103,58,388,"5,654","1,271","4,110",273
,Estimated total,100.0%,562,3,105,58,396,"5,737","1,294","4,166",277
,"Rate per 100,000 inhabitants",,231.7,1.2,43.3,23.9,163.3,"2,365.5",533.5,"1,717.7",114.2
"South Bend-Mishawaka, IN-MI M.S.A.",,"318,113",,,,,,,,,
,"Includes St. Joseph County, IN and Cass County, MI",, ,,,,,,,,
,"City of South Bend, IN","104,182",746,6,52,339,349,"5,929","2,216","3,411",302
,"City of Mishawaka, IN","50,632",142,0,15,52,75,"3,065",523,"2,386",156
,Total area actually reporting,96.2%,"1,073",8,104,419,542,"12,053","3,624","7,859",570
,Estimated total,100.0%,"1,109",8,108,427,566,"12,382","3,694","8,093",595
,"Rate per 100,000 inhabitants",,348.6,2.5,34.0,134.2,177.9,"3,892.3","1,161.2","2,544.1",187.0
"Spartanburg, SC M.S.A.",,"290,534", ,,,,, ,,,
,Includes Spartanburg County,,,,,,,,,,
,City of Spartanburg,"40,448",646,6,18,129,493,"3,087",679,"2,207",201
,Total area actually reporting,99.8%,"1,428",15,84,254,"1,075","10,190","2,549","6,913",728
,Estimated total,100.0%,"1,432",15,84,255,"1,078","10,216","2,554","6,933",729
,"Rate per 100,000 inhabitants",,492.9,5.2,28.9,87.8,371.0,"3,516.3",879.1,"2,386.3",250.9
"Spokane, WA M.S.A.",,"472,494", ,,,,, ,,,
,Includes Spokane County,,,,,,,,,,
,City of Spokane,"203,272","1,270",6,80,432,752,"15,042","2,859","10,174","2,009"
,Total area actually reporting,100.0%,"1,635",12,147,526,950,"23,810","5,024","15,968","2,818"
,"Rate per 100,000 inhabitants",,346.0,2.5,31.1,111.3,201.1,"5,039.2","1,063.3","3,379.5",596.4
"Springfield, IL M.S.A.2",,"206,661", ,,,,, ,,,
,Includes Menard and Sangamon Counties2,,,,,,,,,,
,City of Springfield2,"117,383","1,452",7,104,338,"1,003","7,567","2,167","5,160",240
,Total area actually reporting,89.8%,"1,728",9,139,367,"1,213","9,102","2,693","6,112",297
,Estimated total,100.0%,"1,768",9,145,375,"1,239","9,495","2,777","6,403",315
,"Rate per 100,000 inhabitants",,855.5,4.4,70.2,181.5,599.5,"4,594.5","1,343.7","3,098.3",152.4
"Springfield, MA M.S.A.",,"693,388", ,,,,, ,,,
,"Includes Franklin, Hampden, and Hampshire Counties",,,,,,,,,,
,City of Springfield,"154,314","2,090",16,129,587,"1,358","7,547","2,660","4,015",872
,Total area actually reporting,98.0%,"3,969",26,295,870,"2,778","20,934","6,071","13,149","1,714"
,Estimated total,100.0%,"4,014",26,298,878,"2,812","21,214","6,141","13,341","1,732"
,"Rate per 100,000 inhabitants",,578.9,3.7,43.0,126.6,405.5,"3,059.5",885.7,"1,924.0",249.8
"Springfield, MO M.S.A.",,"434,773", ,,,,, ,,,
,"Includes Christian, Dallas, Greene, Polk, and Webster
Counties",,,,,,,,,,
,City of Springfield,"157,110","1,328",11,120,310,887,"15,216","2,188","12,024","1,004"
,Total area actually reporting,100.0%,"1,952",13,148,352,"1,439","20,753","3,643","15,834","1,276"
,"Rate per 100,000 inhabitants",,449.0,3.0,34.0,81.0,331.0,"4,773.3",837.9,"3,641.9",293.5
"Springfield, OH M.S.A.",,"138,838", ,,,,, ,,,
,Includes Clark County,,,,,,,,,,
,City of Springfield,"61,540",480,4,37,216,223,"4,494","1,501","2,723",270
,Total area actually reporting,99.8%,500,4,40,220,236,"5,664","1,764","3,596",304
,Estimated total,100.0%,500,4,40,220,236,"5,672","1,766","3,602",304
,"Rate per 100,000 inhabitants",,360.1,2.9,28.8,158.5,170.0,"4,085.3","1,272.0","2,594.4",219.0
"State College, PA M.S.A.",,"148,015", ,,,,, ,,,
,Includes Centre County,,,,,,,,,,
,City of State College,"54,649",74,0,9,16,49,892,111,769,12
,Total area actually reporting,100.0%,158,0,24,34,100,"2,455",360,"2,048",47
,"Rate per 100,000 inhabitants",,106.7,0.0,16.2,23.0,67.6,"1,658.6",243.2,"1,383.6",31.8
"St. Cloud, MN M.S.A.3",,"191,426", ,,,,, ,,,
,Includes Benton and Stearns Counties3,,,,,,,,,,
,City of St. Cloud3,"67,942",,3,,43,134,"2,542",347,"2,102",93
,Total area actually reporting,100.0%,,3,,48,189,"4,226",559,"3,527",140
,"Rate per 100,000 inhabitants",,,1.6,,25.1,98.7,"2,207.6",292.0,"1,842.5",73.1
"Steubenville-Weirton, OH-WV M.S.A.",,"120,642",,,,,,,,,
,"Includes Jefferson County, OH and Brooke and Hancock Counties, WV",, ,,,,,,,,
,"City of Steubenville, OH","18,522",75,2,5,34,34,"1,098",190,872,36
,"City of Weirton, WV","18,717",18,1,1,5,11,196,46,143,7
,Total area actually reporting,90.3%,169,6,14,45,104,"1,961",461,"1,411",89
,Estimated total,100.0%,196,6,17,52,121,"2,314",530,"1,682",102
,"Rate per 100,000 inhabitants",,162.5,5.0,14.1,43.1,100.3,"1,918.1",439.3,"1,394.2",84.5
"St. George, UT M.S.A.",,"139,058", ,,,,, ,,,
,Includes Washington County,,,,,,,,,,
,City of St. George,"73,086",68,0,12,10,46,"1,616",315,"1,224",77
,Total area actually reporting,100.0%,151,0,23,14,114,"2,630",551,"1,946",133
,"Rate per 100,000 inhabitants",,108.6,0.0,16.5,10.1,82.0,"1,891.3",396.2,"1,399.4",95.6
"St. Joseph, MO-KS M.S.A.",,"126,176", ,,,,, ,,,
,"Includes Doniphan County, KS and Andrew, Buchanan, and De Kalb Counties, MO",,,,,,,,,,
,"City of St. Joseph, MO","75,922",305,5,20,70,210,"3,605",870,"2,547",188
,Total area actually reporting,100.0%,376,7,28,75,266,"4,411","1,136","3,043",232
,"Rate per 100,000 inhabitants",,298.0,5.5,22.2,59.4,210.8,"3,495.9",900.3,"2,411.7",183.9
"St. Louis, MO-IL M.S.A.2",,"2,822,879",,,,,,,,,
