Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2009",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
"Providence-New Bedford-Fall River, RI-MA M.S.A.",,"1,607,064",,,,,,,,,
,"Includes Bristol County, MA and Bristol, Kent, Newport, Providence, and Washington Counties, RI",,,,,,,,,,
,"City of Providence, RI","171,664","1,182",23,50,395,714,"7,990","1,825","5,088","1,077"
,"City of New Bedford, MA","92,621","1,184",9,66,340,769,"3,235","1,144","1,806",285
,"City of Fall River, MA","91,901","1,086",4,46,273,763,"3,312",775,"2,144",393
,"City of Warwick, RI","84,488",121,0,26,38,57,"2,725",361,"2,242",122
,"City of Cranston, RI","80,223",120,2,20,37,61,"2,077",415,"1,466",196
,Total area actually reporting,100.0%,"6,020",47,449,"1,587","3,937","41,086","9,487","28,179","3,420"
,"Rate per 100,000 inhabitants",,374.6,2.9,27.9,98.8,245.0,"2,556.6",590.3,"1,753.4",212.8
"Provo-Orem, UT M.S.A.",,"559,579",,,,,,,,,
,Includes Juab and Utah Counties,, ,,,,, ,,,
,City of Provo ,"119,472",167,1,35,32,99,"2,919",407,"2,367",145
,City of Orem,"93,785",50,1,14,22,13,"2,520",220,"2,184",116
,Total area actually reporting,100.0%,427,4,109,85,229,"12,273","1,777","9,943",553
,"Rate per 100,000 inhabitants",,76.3,0.7,19.5,15.2,40.9,"2,193.3",317.6,"1,776.9",98.8
"Pueblo, CO M.S.A.",,"158,754", ,,,,, ,,,
,Includes Pueblo County,,,,,,,,,,
,City of Pueblo ,"105,271",897,13,31,165,688,"3,392","1,311","1,736",345
,Total area actually reporting,100.0%,929,14,31,171,713,"4,710","1,558","2,762",390
,"Rate per 100,000 inhabitants",,585.2,8.8,19.5,107.7,449.1,"2,966.9",981.4,"1,739.8",245.7
"Punta Gorda, FL M.S.A.",,"149,640", ,,,,, ,,,
,Includes Charlotte County,,,,,,,,,,
,City of Punta Gorda ,"16,567",33,1,0,3,29,329,121,203,5
,Total area actually reporting,100.0%,472,3,18,62,389,"4,151","1,068","2,906",177
,"Rate per 100,000 inhabitants",,315.4,2.0,12.0,41.4,260.0,"2,774.0",713.7,"1,942.0",118.3
"Racine, WI M.S.A.",,"200,613", ,,,,, ,,,
,Includes Racine County,,,,,,,,,,
,City of Racine,"82,232",448,3,35,228,182,"3,521","1,108","2,266",147
,Total area actually reporting,100.0%,591,5,41,267,278,"5,642","1,468","3,936",238
,"Rate per 100,000 inhabitants",,294.6,2.5,20.4,133.1,138.6,"2,812.4",731.8,"1,962.0",118.6
"Raleigh-Cary, NC M.S.A.",,"1,127,897",,,,,,,,,
,"Includes Franklin, Johnston, and Wake Counties",, ,,,,,,,,
,City of Raleigh ,"406,005","2,001",14,99,832,"1,056","13,817","3,187","9,834",796
,City of Cary,"133,757",132,0,12,48,72,"2,005",469,"1,454",82
,Total area actually reporting,99.6%,"3,121",26,192,"1,122","1,781","29,504","7,776","19,958","1,770"
,Estimated total,100.0%,"3,138",26,193,"1,127","1,792","29,720","7,826","20,115","1,779"
,"Rate per 100,000 inhabitants",,278.2,2.3,17.1,99.9,158.9,"2,635.0",693.9,"1,783.4",157.7
"Rapid City, SD M.S.A.",,"123,903", ,,,,, ,,,
,Includes Meade and Pennington Counties,,,,,,,,,,
,City of Rapid City ,"66,170",307,2,97,41,167,"2,829",433,"2,264",132
,Total area actually reporting,100.0%,386,2,131,42,211,"3,474",540,"2,775",159
,"Rate per 100,000 inhabitants",,311.5,1.6,105.7,33.9,170.3,"2,803.8",435.8,"2,239.7",128.3
"Reading, PA M.S.A.",,"407,999", ,,,,, ,,,
,Includes Berks County,,,,,,,,,,
,City of Reading ,"80,418",766,12,22,369,363,"3,788","1,321","1,872",595
,Total area actually reporting,100.0%,"1,254",16,54,461,723,"9,607","2,153","6,488",966
,"Rate per 100,000 inhabitants",,307.4,3.9,13.2,113.0,177.2,"2,354.7",527.7,"1,590.2",236.8
"Redding, CA M.S.A.",,"181,512", ,,,,, ,,,
,Includes Shasta County,,,,,,,,,,
,City of Redding ,"91,242",688,2,64,83,539,"2,979",783,"1,992",204
,Total area actually reporting,100.0%,"1,280",3,111,130,"1,036","4,640","1,462","2,839",339
,"Rate per 100,000 inhabitants",,705.2,1.7,61.2,71.6,570.8,"2,556.3",805.5,"1,564.1",186.8
"Reno-Sparks, NV M.S.A.",,"418,246",,,,,,,,,
,Includes Storey and Washoe Counties,, ,,,,,,,,
,City of Reno,"221,010","1,473",9,84,409,971,"8,810","1,848","6,209",753
,City of Sparks,"91,421",399,5,40,112,242,"3,105",850,"2,007",248
,Total area actually reporting,100.0%,"2,166",18,128,535,"1,485","13,561","3,209","9,218","1,134"
,"Rate per 100,000 inhabitants",,517.9,4.3,30.6,127.9,355.1,"3,242.4",767.3,"2,204.0",271.1
"Richmond, VA M.S.A.",,"1,245,391",,,,,,,,,
,"Includes Amelia, Caroline, Charles City, Chesterfield, Cumberland, Dinwiddie, Goochland, Hanover, Henrico, King and Queen, King William, Louisa, New Kent, Powhatan, Prince George, and Sussex Counties and Colonial Heights, Hopewell, Petersburg, and Richmond Cities",,,,,,,,,,
,City of Richmond ,"203,233","1,631",37,35,850,709,"8,349","1,555","5,822",972
,Total area actually reporting,100.0%,"3,652",72,201,"1,639","1,740","33,864","6,838","24,453","2,573"
,"Rate per 100,000 inhabitants",,293.2,5.8,16.1,131.6,139.7,"2,719.1",549.1,"1,963.5",206.6
"Riverside-San Bernardino-Ontario, CA M.S.A.",,"4,208,217",,,,,,,,,
,Includes Riverside and San Bernardino Counties,,,,,,,,,,
,City of Riverside ,"299,871","1,535",15,98,667,755,"9,590","2,020","6,239","1,331"
,City of San Bernardino,"199,683","1,908",32,61,677,"1,138","9,245","2,349","4,775","2,121"
,City of Ontario,"173,212",732,5,49,286,392,"5,146",986,"3,207",953
,City of Victorville,"117,150",783,10,48,289,436,"3,939","1,253","2,219",467
,City of Temecula,"100,922",126,1,14,59,52,"2,370",576,"1,574",220
,City of Chino,"84,626",169,1,15,69,84,"2,122",543,"1,346",233
,City of Hemet,"72,417",374,7,17,122,228,"2,841",865,"1,655",321
,City of Redlands,"70,360",233,2,13,101,117,"2,473",634,"1,544",295
,City of Colton,"50,803",222,5,8,94,115,"1,702",437,988,277
,City of Palm Desert,"51,630",44,1,5,30,8,"1,927",705,"1,114",108
,Total area actually reporting,100.0%,"17,416",214,928,"5,675","10,599","119,210","32,847","67,830","18,533"
,"Rate per 100,000 inhabitants",,413.9,5.1,22.1,134.9,251.9,"2,832.8",780.5,"1,611.8",440.4
"Roanoke, VA M.S.A.",,"300,340", ,,,,, ,,,
,"Includes Botetourt, Craig, Franklin, and Roanoke Counties and Roanoke and Salem Cities",,,,,,,,,,
,City of Roanoke,"93,110",639,9,26,184,420,"4,975",913,"3,774",288
,Total area actually reporting,100.0%,899,12,67,225,595,"8,464","1,544","6,475",445
,"Rate per 100,000 inhabitants",,299.3,4.0,22.3,74.9,198.1,"2,818.1",514.1,"2,155.9",148.2
"Rochester, MN M.S.A.4",,"185,487", ,,,,, ,,,
,"Includes Dodge, Olmsted, and Wabasha Counties4",,,,,,,,,,
,City of Rochester4 ,"101,884",,1,,58,142,"2,845",398,"2,343",104
,Total area actually reporting,98.3%,,1,,60,195,"3,772",594,"3,021",157
,Estimated total,100.0%,,1,,61,197,"3,867",608,"3,098",161
,"Rate per 100,000 inhabitants",,,0.5,,32.9,106.2,"2,084.8",327.8,"1,670.2",86.8
"Rochester, NY M.S.A.",,"1,032,945", ,,,,, ,,,
,"Includes Livingston, Monroe, Ontario, Orleans, and Wayne Counties",,,,,,,,,,
,City of Rochester ,"205,537","2,042",28,97,846,"1,071","10,991","2,899","7,130",962
,Total area actually reporting,100.0%,"3,022",37,240,"1,083","1,662","28,608","5,703","21,420","1,485"
,"Rate per 100,000 inhabitants",,292.6,3.6,23.2,104.8,160.9,"2,769.6",552.1,"2,073.7",143.8
"Rocky Mount, NC M.S.A.",,"146,985", ,,,,, ,,,
,Includes Edgecombe and Nash Counties,,,,,,,,,,
,City of Rocky Mount ,"57,121",731,7,30,267,427,"4,234","1,345","2,704",185
,Total area actually reporting,100.0%,986,11,50,323,602,"6,365","2,285","3,775",305
,"Rate per 100,000 inhabitants",,670.8,7.5,34.0,219.8,409.6,"4,330.4","1,554.6","2,568.3",207.5
"Rome, GA M.S.A.",,"96,145", ,,,,, ,,,
,Includes Floyd County,,,,,,,,,,
,City of Rome,"36,091",211,1,22,85,103,"1,876",455,"1,341",80
,Total area actually reporting,100.0%,426,3,26,95,302,"3,093",787,"2,122",184
,"Rate per 100,000 inhabitants",,443.1,3.1,27.0,98.8,314.1,"3,217.0",818.6,"2,207.1",191.4
"Sacramento─Arden-Arcade─ Roseville, CA M.S.A.",,"2,139,517",,,,,,,,,
,"Includes El Dorado, Placer, Sacramento, and Yolo Counties",,,,,,,,,,
,City of Sacramento,"470,308","4,165",30,179,"1,606","2,350","21,001","5,135","11,720","4,146"
,City of Roseville,"116,846",323,2,14,92,215,"3,869",525,"3,020",324
,City of Folsom,"69,728",108,2,13,28,65,"1,504",272,"1,164",68
,City of Woodland,"55,138",158,2,10,33,113,"1,537",384,978,175
,Total area actually reporting,100.0%,"10,880",86,627,"3,680","6,487","68,361","16,421","41,868","10,072"
,"Rate per 100,000 inhabitants",,508.5,4.0,29.3,172.0,303.2,"3,195.2",767.5,"1,956.9",470.8
"Saginaw-Saginaw Township North, MI M.S.A.1",,"198,943",,,,,,,,,
,Includes Saginaw County1,, ,,,,,,,,
,City of Saginaw1,"54,997","1,393",11,37,256,"1,089","2,553","1,501",899,153
,Total area actually reporting,100.0%,"1,852",14,91,327,"1,420","6,181","2,474","3,391",316
,"Rate per 100,000 inhabitants",,930.9,7.0,45.7,164.4,713.8,"3,106.9","1,243.6","1,704.5",158.8
"Salem, OR M.S.A.",,"396,094", ,,,,, ,,,
,Includes Marion and Polk Counties,,,,,,,,,,
,City of Salem ,"155,329",576,5,71,121,379,"6,213",967,"4,617",629
,Total area actually reporting,100.0%,934,7,124,187,616,"12,257","2,163","8,818","1,276"
,"Rate per 100,000 inhabitants",,235.8,1.8,31.3,47.2,155.5,"3,094.5",546.1,"2,226.2",322.1
"Salinas, CA M.S.A.",,"407,403", ,,,,, ,,,
,Includes Monterey County,,,,,,,,,,
,City of Salinas,"143,660","1,133",29,47,379,678,"4,966","1,382","2,463","1,121"
,Total area actually reporting,100.0%,"2,118",51,125,657,"1,285","11,204","3,151","6,245","1,808"
,"Rate per 100,000 inhabitants",,519.9,12.5,30.7,161.3,315.4,"2,750.1",773.4,"1,532.9",443.8
"Salisbury, MD M.S.A.",,"122,004", ,,,,, ,,,
,Includes Somerset and Wicomico Counties,,,,,,,,,,
,City of Salisbury,"28,800",643,2,20,198,423,"2,609",727,"1,778",104
,Total area actually reporting,100.0%,"1,027",7,39,274,707,"4,970","1,553","3,236",181
,"Rate per 100,000 inhabitants",,841.8,5.7,32.0,224.6,579.5,"4,073.6","1,272.9","2,652.4",148.4
"Salt Lake City, UT M.S.A.",,"1,126,937", ,,,,, ,,,
,"Includes Salt Lake, Summit, and Tooele Counties",,,,,,,,,,
,City of Salt Lake City,"180,724","1,276",3,100,411,762,"14,503","2,173","10,888","1,442"
,Total area actually reporting,99.8%,"3,915",21,480,967,"2,447","53,378","8,790","39,476","5,112"
,Estimated total,100.0%,"3,919",21,481,968,"2,449","53,441","8,800","39,524","5,117"
,"Rate per 100,000 inhabitants",,347.8,1.9,42.7,85.9,217.3,"4,742.1",780.9,"3,507.2",454.1
"San Angelo, TX M.S.A.",,"110,104", ,,,,, ,,,
,Includes Irion and Tom Green Counties,,,,,,,,,,
,City of San Angelo ,"92,269",368,8,65,45,250,"4,247",996,"3,092",159
,Total area actually reporting,100.0%,406,9,79,46,272,"4,625","1,111","3,347",167
,"Rate per 100,000 inhabitants",,368.7,8.2,71.8,41.8,247.0,"4,200.6","1,009.0","3,039.9",151.7
"San Antonio-New Braunfels, TX M.S.A.",,"2,072,016", ,,,,, ,,,
,"Includes Atascosa, Bandera, Bexar, Comal, Guadalupe, Kendall, Medina, and Wilson Counties",,,,,,,,,,
,City of San Antonio,"1,373,936","7,844",99,628,"2,683","4,434","91,651","18,164","67,684","5,803"
,City of New Braunfels,"55,584",142,0,14,39,89,"2,149",366,"1,691",92
,Total area actually reporting,99.9%,"9,727",130,869,"3,031","5,697","113,579","23,593","83,102","6,884"
,Estimated total,100.0%,"9,731",130,869,"3,032","5,700","113,628","23,603","83,138","6,887"
,"Rate per 100,000 inhabitants",,469.6,6.3,41.9,146.3,275.1,"5,483.9","1,139.1","4,012.4",332.4
"San Diego-Carlsbad-San Marcos, CA M.S.A.",,"3,010,824",,,,,,,,,
,Includes San Diego County,,,,,,,,,,
,City of San Diego,"1,314,773","5,931",41,318,"1,905","3,667","32,246","6,693","18,057","7,496"
,City of Carlsbad,"98,482",287,5,26,53,203,"1,908",446,"1,327",135
,City of San Marcos,"82,258",226,2,16,68,140,"1,416",307,901,208
,City of National City,"59,230",426,2,14,194,216,"1,923",308,"1,051",564
,Total area actually reporting,100.0%,"12,775",75,746,"4,033","7,921","69,738","14,522","41,278","13,938"
,"Rate per 100,000 inhabitants",,424.3,2.5,24.8,134.0,263.1,"2,316.2",482.3,"1,371.0",462.9
"Sandusky, OH M.S.A.",,"77,014", ,,,,, ,,,
,Includes Erie County,,,,,,,,,,
,City of Sandusky,"25,461",127,0,12,31,84,"1,237",295,922,20
,Total area actually reporting,98.7%,188,2,17,46,123,"2,326",539,"1,733",54
,Estimated total,100.0%,190,2,17,47,124,"2,355",545,"1,755",55
,"Rate per 100,000 inhabitants",,246.7,2.6,22.1,61.0,161.0,"3,057.9",707.7,"2,278.8",71.4
"San Francisco-Oakland-Fremont, CA M.S.A.",,"4,275,475",,,,,,,,,
,Includes the Metropolitan Divisions of Oakland-Fremont-Hayward and San Francisco-San Mateo-Redwood City,,,,,,,,,,
,City of San Francisco,"809,755","5,957",45,179,"3,423","2,310","34,509","5,197","24,399","4,913"
,City of Oakland,"404,553","6,793",104,326,"2,898","3,465","20,173","4,798","8,833","6,542"
,City of Fremont,"202,714",490,2,34,217,237,"4,978","1,190","3,237",551
,City of Hayward,"142,227",741,7,29,446,259,"4,405",979,"1,974","1,452"
,City of Berkeley,"101,190",615,6,27,444,138,"6,467","1,079","4,661",727
,City of San Mateo,"92,208",338,2,16,110,210,"2,172",274,"1,720",178
,City of San Leandro,"77,676",409,2,22,261,124,"3,445",547,"1,966",932
,City of Redwood City,"73,905",232,1,20,89,122,"1,860",437,"1,199",224
,City of Pleasanton,"67,116",73,0,4,20,49,"1,284",136,"1,053",95
,City of Walnut Creek,"63,356",131,1,4,41,85,"2,647",504,"1,940",203
,City of South San Francisco,"62,716",196,0,9,72,115,"1,468",400,790,278
,City of San Rafael,"55,544",204,1,14,77,112,"1,705",333,"1,086",286
,Total area actually reporting,100.0%,"24,072",292,"1,098","11,305","11,377","143,999","28,386","88,827","26,786"
,"Rate per 100,000 inhabitants",,563.0,6.8,25.7,264.4,266.1,"3,368.0",663.9,"2,077.6",626.5
"Oakland-Fremont-Hayward, CA M.D.",,"2,506,947",,,,,,,,,
,Includes Alameda and Contra Costa Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"15,446",227,753,"6,948","7,518","87,413","18,839","49,314","19,260"
,"Rate per 100,000 inhabitants",,616.1,9.1,30.0,277.1,299.9,"3,486.8",751.5,"1,967.1",768.3
"San Francisco-San Mateo-Redwood City, CA M.D.",,"1,768,528",,,,,,,,,
,"Includes Marin, San Francisco, and San Mateo Counties",,,,,,,,,,
,Total area actually reporting,100.0%,"8,626",65,345,"4,357","3,859","56,586","9,547","39,513","7,526"
,"Rate per 100,000 inhabitants",,487.8,3.7,19.5,246.4,218.2,"3,199.6",539.8,"2,234.2",425.6
"San Jose-Sunnyvale-Santa Clara, CA M.S.A.",,"1,821,945",,,,,,,,,
,Includes San Benito and Santa Clara Counties,,,,,,,,,,
,City of San Jose,"954,009","3,439",28,258,"1,025","2,128","22,755","3,741","13,635","5,379"
,City of Sunnyvale,"132,144",169,1,11,71,86,"2,769",431,"2,026",312
,City of Santa Clara,"111,106",168,6,20,63,79,"3,028",428,"2,182",418
,City of Mountain View,"71,423",180,0,14,47,119,"1,972",253,"1,554",165
,City of Milpitas,"68,047",132,2,6,59,65,"2,050",274,"1,561",215
,City of Palo Alto,"59,490",108,1,9,29,69,"1,666",267,"1,350",49
,City of Cupertino,"53,760",37,1,4,11,21,"1,045",191,799,55
,Total area actually reporting,100.0%,"5,259",46,396,"1,553","3,264","43,862","7,539","28,838","7,485"
,"Rate per 100,000 inhabitants",,288.6,2.5,21.7,85.2,179.1,"2,407.4",413.8,"1,582.8",410.8
"San Luis Obispo-Paso Robles, CA M.S.A.",,"266,382",,,,,,,,,
,Includes San Luis Obispo County,, ,,,,,,,,
,City of San Luis Obispo,"43,565",140,0,30,39,71,"1,632",324,"1,240",68
,City of Paso Robles,"29,204",93,0,15,11,67,927,267,595,65
,Total area actually reporting,100.0%,694,4,89,106,495,"5,977","1,433","4,169",375
,"Rate per 100,000 inhabitants",,260.5,1.5,33.4,39.8,185.8,"2,243.8",537.9,"1,565.0",140.8
"Santa Barbara-Santa Maria-Goleta, CA M.S.A.",,"404,613",,,,,,,,,
,Includes Santa Barbara County,,,,,,,,,,
,City of Santa Barbara,"85,715",428,3,29,109,287,"2,885",610,"2,176",99
,City of Santa Maria,"87,381",735,5,42,73,615,"1,826",554,864,408
,City of Goleta,"29,471",51,0,1,10,40,409,121,280,8
,Total area actually reporting,100.0%,"1,897",11,123,262,"1,501","8,909","2,290","5,937",682
,"Rate per 100,000 inhabitants",,468.8,2.7,30.4,64.8,371.0,"2,201.9",566.0,"1,467.3",168.6
"Santa Cruz-Watsonville, CA M.S.A.",,"251,964",,,,,,,,,
,Includes Santa Cruz County,, ,,,,,,,,
,City of Santa Cruz,"56,155",453,4,36,91,322,"3,116",466,"2,467",183
,City of Watsonville,"50,898",350,4,17,86,243,"1,825",285,"1,259",281
,Total area actually reporting,100.0%,"1,215",10,79,222,904,"9,059","1,732","6,480",847
,"Rate per 100,000 inhabitants",,482.2,4.0,31.4,88.1,358.8,"3,595.4",687.4,"2,571.8",336.2
"Santa Fe, NM M.S.A.",,"145,984", ,,,,, ,,,
,Includes Santa Fe County,,,,,,,,,,
,City of Santa Fe ,"72,845",309,13,15,88,193,"4,273","2,217","1,854",202
,Total area actually reporting,100.0%,632,15,38,116,463,"5,751","3,041","2,416",294
,"Rate per 100,000 inhabitants",,432.9,10.3,26.0,79.5,317.2,"3,939.5","2,083.1","1,655.0",201.4
"Santa Rosa-Petaluma, CA M.S.A.",,"465,831",,,,,,,,,
,Includes Sonoma County,, ,,,,,,,,
,City of Santa Rosa,"156,541",803,2,75,180,546,"4,265",710,"3,165",390
,City of Petaluma,"54,649",168,0,17,29,122,852,152,625,75
,Total area actually reporting,100.0%,"1,917",9,163,318,"1,427","9,450","1,993","6,671",786
,"Rate per 100,000 inhabitants",,411.5,1.9,35.0,68.3,306.3,"2,028.6",427.8,"1,432.1",168.7
"Savannah, GA M.S.A.",,"337,908", ,,,,, ,,,
,"Includes Bryan, Chatham, and Effingham Counties",,,,,,,,,,
,City of Savannah-Chatham Metropolitan,"212,711","1,128",30,46,642,410,"10,654","2,652","6,867","1,135"
,Total area actually reporting,100.0%,"1,448",31,76,711,630,"14,210","3,590","9,222","1,398"
,"Rate per 100,000 inhabitants",,428.5,9.2,22.5,210.4,186.4,"4,205.3","1,062.4","2,729.1",413.7
"Scranton─Wilkes-Barre, PA M.S.A.",,"549,402",,,,,,,,,
,"Includes Lackawanna, Luzerne, and Wyoming Counties",, ,,,,,,,,
,City of Scranton,"71,843",284,1,35,108,140,"2,622",640,"1,836",146
,City of Wilkes-Barre,"40,710",171,10,7,88,66,"1,497",284,"1,119",94
,Total area actually reporting,98.1%,"1,422",26,119,310,967,"12,023","2,395","8,999",629
,Estimated total,100.0%,"1,444",26,120,316,982,"12,229","2,428","9,163",638
,"Rate per 100,000 inhabitants",,262.8,4.7,21.8,57.5,178.7,"2,225.9",441.9,"1,667.8",116.1
"Seattle-Tacoma-Bellevue, WA M.S.A.",,"3,398,863",,,,,,,,,
,Includes the Metropolitan Divisions of Seattle-Bellevue-Everett and Tacoma,,,,,,,,,,
,City of Seattle,"602,531","3,861",22,102,"1,792","1,945","35,090","6,709","25,095","3,286"
,City of Tacoma,"197,557","1,944",8,143,648,"1,145","13,977","2,905","9,395","1,677"
,City of Bellevue,"125,054",162,2,25,61,74,"3,950",621,"3,150",179
,City of Everett,"98,431",610,2,51,263,294,"6,948","1,099","5,070",779
,City of Kent,"84,363",507,1,82,180,244,"3,820",828,"2,381",611
,City of Renton,"63,599",314,2,32,152,128,"4,322",800,"3,041",481
,City of Auburn,"56,934",274,4,13,92,165,"3,321",590,"2,362",369
,Total area actually reporting,100.0%,"13,061",89,"1,090","4,863","7,019","137,001","28,673","94,210","14,118"
,"Rate per 100,000 inhabitants",,384.3,2.6,32.1,143.1,206.5,"4,030.8",843.6,"2,771.8",415.4
"Seattle-Bellevue-Everett, WA M.D.",,"2,598,918",,,,,,,,,
,Includes King and Snohomish Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"8,833",60,743,"3,626","4,404","102,225","20,746","71,217","10,262"
,"Rate per 100,000 inhabitants",,339.9,2.3,28.6,139.5,169.5,"3,933.4",798.3,"2,740.3",394.9
"Tacoma, WA M.D.",,"799,945",,,,,,,,,
,Includes Pierce County,,,,,,,,,,
,Total area actually reporting,100.0%,"4,228",29,347,"1,237","2,615","34,776","7,927","22,993","3,856"
,"Rate per 100,000 inhabitants",,528.5,3.6,43.4,154.6,326.9,"4,347.3",990.9,"2,874.3",482.0
"Sebastian-Vero Beach, FL M.S.A.",,"133,420", ,,,,, ,,,
,Includes Indian River County,,,,,,,,,,
,City of Sebastian,"20,777",40,1,5,3,31,655,188,452,15
,City of Vero Beach,"16,908",89,1,1,25,62,557,125,413,19
,Total area actually reporting,100.0%,450,7,16,80,347,"4,034","1,034","2,849",151
,"Rate per 100,000 inhabitants",,337.3,5.2,12.0,60.0,260.1,"3,023.5",775.0,"2,135.4",113.2
"Sheboygan, WI M.S.A.",,"114,705", ,,,,, ,,,
,Includes Sheboygan County,,,,,,,,,,
,City of Sheboygan,"47,578",99,2,18,28,51,"1,900",312,"1,539",49
,Total area actually reporting,100.0%,159,2,26,32,99,"2,941",477,"2,396",68
,"Rate per 100,000 inhabitants",,138.6,1.7,22.7,27.9,86.3,"2,564.0",415.8,"2,088.8",59.3
"Sherman-Denison, TX M.S.A.",,"119,831",,,,,,,,,
,Includes Grayson County,, ,,,,,,,,
,City of Sherman,"38,414",187,1,2,29,155,"1,596",329,"1,216",51
,City of Denison,"24,142",92,1,3,28,60,"1,178",253,865,60
,Total area actually reporting,100.0%,340,4,10,67,259,"3,884",939,"2,765",180
,"Rate per 100,000 inhabitants",,283.7,3.3,8.3,55.9,216.1,"3,241.2",783.6,"2,307.4",150.2
"Shreveport-Bossier City, LA M.S.A.2",,"393,564",,,,,,,,,
,"Includes Bossier, Caddo, and De Soto Parishes",, ,,,,,,,,
,City of Shreveport,"199,629","1,776",31,124,485,"1,136","10,425","2,730","7,054",641
,City of Bossier City2,"63,077",,3,,59,,"2,646",478,"1,994",174
,Total area actually reporting,97.5%,,36,,562,,"15,172","3,733","10,494",945
,Estimated total,100.0%,,37,,570,,"15,645","3,826","10,856",963
,"Rate per 100,000 inhabitants",,,9.4,,144.8,,"3,975.2",972.1,"2,758.4",244.7
"Sioux City, IA-NE-SD M.S.A.",,"143,132", ,,,,, ,,,
,"Includes Woodbury County, IA; Dakota and Dixon Counties, NE; and Union County, SD",,,,,,,,,,
,"City of Sioux City, IA","82,573",342,3,25,43,271,"2,833",625,"2,037",171
,Total area actually reporting,96.8%,404,4,33,43,324,"3,467",747,"2,518",202
,Estimated total,100.0%,407,4,34,43,326,"3,530",756,"2,570",204
,"Rate per 100,000 inhabitants",,284.4,2.8,23.8,30.0,227.8,"2,466.3",528.2,"1,795.5",142.5
"Sioux Falls, SD M.S.A.",,"239,252", ,,,,, ,,,
,"Includes Lincoln, McCook, Minnehaha, and Turner Counties",,,,,,,,,,
,City of Sioux Falls,"158,672",454,1,133,47,273,"4,609",748,"3,584",277
,Total area actually reporting,99.3%,506,1,149,48,308,"5,370",946,"4,092",332
,Estimated total,100.0%,507,1,149,48,309,"5,392",949,"4,110",333
,"Rate per 100,000 inhabitants",,211.9,0.4,62.3,20.1,129.2,"2,253.7",396.7,"1,717.9",139.2
"South Bend-Mishawaka, IN-MI M.S.A.1",,"317,097",,,,,,,,,
,"Includes St. Joseph County, IN and Cass County, MI1",, ,,,,,,,,
,"City of South Bend, IN","103,326",769,14,56,346,353,"6,113","2,086","3,702",325
,"City of Mishawaka, IN","50,378",182,1,15,72,94,"3,275",459,"2,629",187
,Total area actually reporting,99.8%,"1,175",19,109,455,592,"12,954","3,458","8,798",698
,Estimated total,100.0%,"1,176",19,109,455,593,"12,974","3,461","8,814",699
,"Rate per 100,000 inhabitants",,370.9,6.0,34.4,143.5,187.0,"4,091.5","1,091.5","2,779.6",220.4
"Spartanburg, SC M.S.A.",,"285,421", ,,,,, ,,,
,Includes Spartanburg County,,,,,,,,,,
,City of Spartanburg,"39,561",800,4,19,175,602,"3,381",764,"2,390",227
,Total area actually reporting,99.8%,"1,740",13,101,351,"1,275","10,846","2,734","7,322",790
,Estimated total,100.0%,"1,744",13,101,352,"1,278","10,871","2,739","7,341",791
,"Rate per 100,000 inhabitants",,611.0,4.6,35.4,123.3,447.8,"3,808.8",959.6,"2,572.0",277.1
"Spokane, WA M.S.A.",,"470,570", ,,,,, ,,,
,Includes Spokane County,,,,,,,,,,
,City of Spokane,"202,932","1,270",7,75,443,745,"13,166","2,565","8,864","1,737"
,Total area actually reporting,100.0%,"1,775",10,116,538,"1,111","20,070","4,071","13,739","2,260"
,"Rate per 100,000 inhabitants",,377.2,2.1,24.7,114.3,236.1,"4,265.0",865.1,"2,919.7",480.3
"Springfield, MA M.S.A.",,"697,676", ,,,,, ,,,
,"Includes Franklin, Hampden, and Hampshire Counties",,,,,,,,,,
,City of Springfield,"153,533","1,929",16,116,581,"1,216","7,518","2,068","4,615",835
,Total area actually reporting,93.6%,"3,563",23,302,798,"2,440","19,035","4,926","12,562","1,547"
,Estimated total,100.0%,"3,706",24,312,825,"2,545","19,930","5,143","13,181","1,606"
,"Rate per 100,000 inhabitants",,531.2,3.4,44.7,118.2,364.8,"2,856.6",737.2,"1,889.3",230.2
"Springfield, MO M.S.A.1",,"433,099", ,,,,, ,,,
,"Includes Christian, Dallas, Greene, Polk, and Webster1 Counties",,,,,,,,,,
,City of Springfield,"156,659","1,197",6,112,299,780,"14,012","2,314","10,859",839
,Total area actually reporting,100.0%,"1,833",8,154,339,"1,332","19,056","3,697","14,275","1,084"
,"Rate per 100,000 inhabitants",,423.2,1.8,35.6,78.3,307.6,"4,399.9",853.6,"3,296.0",250.3
"Springfield, OH M.S.A.",,"139,752", ,,,,, ,,,
,Includes Clark County,,,,,,,,,,
,City of Springfield,"61,881",467,4,43,214,206,"4,512","1,287","2,977",248
,Total area actually reporting,99.8%,489,4,49,223,213,"5,650","1,554","3,820",276
,Estimated total,100.0%,489,4,49,223,213,"5,658","1,556","3,826",276
,"Rate per 100,000 inhabitants",,349.9,2.9,35.1,159.6,152.4,"4,048.6","1,113.4","2,737.7",197.5
