Table 4,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2016",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,City of Hanford,"55,973", 266 , 2 , 21 , 44 , 199 ," 1,496 ", 222 ," 1,059 ", 215 
,City of Corcoran,"22,111", 68 , 2 , 10 , 7 , 49 , 404 , 114 , 216 , 74 
,Total area actually reporting,100.0%, 639 , 11 , 72 , 80 , 476 ," 3,167 ", 699 ," 1,931 ", 537 
,"Rate per 100,000 inhabitants",,427.0,7.3,48.1,53.5,318.1,"2,116.1",467.1,"1,290.2",358.8
"Harrisburg-Carlisle, PA M.S.A.",,"566,382",,,,,,,,,
,"Includes Cumberland, Dauphin, and Perry Counties",, ,,,,,,,,
,City of Harrisburg,"48,996", 526 , 13 , 54 , 160 , 299 ," 1,342 ", 404 , 803 , 135 
,City of Carlisle,"19,225", 25 , 1 , 7 , 11 , 6 , 400 , 44 , 345 , 11 
,Total area actually reporting,99.4%," 1,439 ", 19 , 214 , 309 , 897 ," 8,326 "," 1,536 "," 6,440 ", 350 
,Estimated total,100.0%," 1,445 ", 19 , 215 , 310 , 901 ," 8,379 "," 1,543 "," 6,484 ", 352 
,"Rate per 100,000 inhabitants",,255.1,3.4,38.0,54.7,159.1,"1,479.4",272.4,"1,144.8",62.1
"Harrisonburg, VA M.S.A.",,"131,581", ,,,,, ,,,
,Includes Rockingham County and Harrisonburg City,,,,,,,,,,
,City of Harrisonburg,"52,972", 117 , 2 , 25 , 29 , 61 ," 1,099 ", 165 , 894 , 40 
,Total area actually reporting,100.0%, 214 , 3 , 59 , 35 , 117 ," 1,794 ", 328 ," 1,391 ", 75 
,"Rate per 100,000 inhabitants",,162.6,2.3,44.8,26.6,88.9,"1,363.4",249.3,"1,057.1",57.0
"Hartford-West Hartford-East Hartford, CT M.S.A.2",,"1,019,846",,,,,,,,,
,"Includes Hartford, Middlesex, and Tolland Counties",,,,,,,,,,
,City of Hartford,"123,736"," 1,353 ", 14 , 65 , 476 , 798 ," 5,197 ", 808 ," 3,616 ", 773 
,City of West Hartford,"62,979", 40 , 0 , 2 , 38 , 0 ," 1,589 ", 131 ," 1,351 ", 107 
,City of East Hartford,"50,733", 147 , 4 , 26 , 51 , 66 ," 1,312 ", 247 , 922 , 143 
,City of Middletown,"46,580", 70 , 0 , 5 , 23 , 42 , 927 , 109 , 731 , 87 
,Total area actually reporting,100.0%," 2,430 ", 23 , 257 , 854 ," 1,296 "," 22,566 "," 3,050 "," 17,098 "," 2,418 "
,"Rate per 100,000 inhabitants",,238.3,2.3,25.2,83.7,127.1,"2,212.7",299.1,"1,676.5",237.1
"Hattiesburg, MS M.S.A.",,"149,558",,,,,,,,,
,"Includes Forrest, Lamar, and Perry Counties",, ,,,,,,,,
,City of Hattiesburg,"47,006", 147 , 8 , 10 , 52 , 77 ," 2,752 ", 374 ," 2,292 ", 86 
,Total area actually reporting,90.2%, 279 , 9 , 23 , 66 , 181 ," 3,822 ", 819 ," 2,872 ", 131 
,Estimated total,100.0%, 298 , 9 , 25 , 70 , 194 ," 4,068 ", 881 ," 3,037 ", 150 
,"Rate per 100,000 inhabitants",,199.3,6.0,16.7,46.8,129.7,"2,720.0",589.1,"2,030.7",100.3
"Hilton Head Island-Bluffton-Beaufort, SC M.S.A.",,"211,983",,,,,,,,,
,Includes Beaufort and Jasper Counties,, ,,,,,,,,
,City of Bluffton,"17,498", 25 , 2 , 6 , 5 , 12 , 267 , 39 , 217 , 11 
,City of Beaufort,"13,477", 85 , 1 , 3 , 21 , 60 , 857 , 100 , 729 , 28 
,Total area actually reporting,100.0%, 668 , 17 , 76 , 144 , 431 ," 4,634 ", 900 ," 3,399 ", 335 
,"Rate per 100,000 inhabitants",,315.1,8.0,35.9,67.9,203.3,"2,186.0",424.6,"1,603.4",158.0
"Hinesville, GA M.S.A.",,"80,776",,,,,,,,,
,Includes Liberty and Long Counties,, ,,,,,,,,
,City of Hinesville,"33,477", 215 , 2 , 14 , 49 , 150 ," 1,252 ", 210 ," 1,011 ", 31 
,Total area actually reporting,100.0%, 344 , 3 , 16 , 65 , 260 ," 1,850 ", 401 ," 1,372 ", 77 
,"Rate per 100,000 inhabitants",,425.9,3.7,19.8,80.5,321.9,"2,290.3",496.4,"1,698.5",95.3
"Homosassa Springs, FL M.S.A.",,"141,300",,,,,,,,,
,Includes Citrus County,, ,,,,,,,,
,Total area actually reporting,100.0%, 338 , 4 , 40 , 39 , 255 ," 1,979 ", 426 ," 1,443 ", 110 
,"Rate per 100,000 inhabitants",,239.2,2.8,28.3,27.6,180.5,"1,400.6",301.5,"1,021.2",77.8
"Hot Springs, AR M.S.A.",,"97,312", ,,,,, ,,,
,Includes Garland County,,,,,,,,,,
,City of Hot Springs,"35,716", 277 , 4 , 26 , 62 , 185 ," 2,882 "," 1,059 "," 1,586 ", 237 
,Total area actually reporting,100.0%, 634 , 4 , 73 , 82 , 475 ," 4,605 "," 1,890 "," 2,349 ", 366 
,"Rate per 100,000 inhabitants",,651.5,4.1,75.0,84.3,488.1,"4,732.2","1,942.2","2,413.9",376.1
"Houma-Thibodaux, LA M.S.A.",,"212,402",,,,,,,,,
,Includes Lafourche and Terrebonne Parishes,,,,,,,,,,
,City of Houma,"34,410", 167 , 4 , 17 , 42 , 104 ," 1,411 ", 196 ," 1,159 ", 56 
,City of Thibodaux,"14,588", 90 , 0 , 3 , 10 , 77 , 593 , 142 , 443 , 8 
,Total area actually reporting,100.0%, 954 , 19 , 61 , 114 , 760 ," 6,693 "," 1,591 "," 4,871 ", 231 
,"Rate per 100,000 inhabitants",,449.1,8.9,28.7,53.7,357.8,"3,151.1",749.1,"2,293.3",108.8
"Houston-The Woodlands-Sugar Land, TX M.S.A.",,"6,789,215",,,,,,,,,
,"Includes Austin, Brazoria, Chambers, Fort Bend, Galveston, Harris, Liberty, Montgomery, and Waller Counties",,,,,,,,,,
,City of Houston,"2,334,348"," 23,960 ", 301 ," 1,210 "," 9,962 "," 12,487 "," 100,856 "," 18,488 "," 69,630 "," 12,738 "
,City of Sugar Land,"90,088", 77 , 0 , 16 , 43 , 18 ," 1,460 ", 250 ," 1,162 ", 48 
,City of Baytown,"77,224", 302 , 9 , 25 , 98 , 170 ," 2,858 ", 525 ," 1,960 ", 373 
,City of Conroe,"71,111", 252 , 1 , 39 , 86 , 126 ," 2,199 ", 376 ," 1,639 ", 184 
,Total area actually reporting,99.9%," 39,255 ", 487 ," 2,710 "," 14,633 "," 21,425 "," 198,490 "," 37,216 "," 138,158 "," 23,116 "
,Estimated total,100.0%," 39,256 ", 487 ," 2,710 "," 14,633 "," 21,426 "," 198,500 "," 37,218 "," 138,165 "," 23,117 "
,"Rate per 100,000 inhabitants",,578.2,7.2,39.9,215.5,315.6,"2,923.8",548.2,"2,035.1",340.5
"Huntington-Ashland, WV-KY-OH M.S.A.3, 4",,"359,412",,,,,,,,,
,"Includes Boyd and Greenup Counties, KY; Lawrence County OH; and Cabell, Lincoln, Putnam, and Wayne Counties, WV",,,,,,,,,,
,"City of Huntington, WV3","48,540", 378 , 3 , 33 , 125 , 217 ,,," 1,497 ", 115 
,"City of Ashland, KY","20,987", 51 , 1 , 16 , 11 , 23 , 885 , 146 , 704 , 35 
,Total area actually reporting,83.7%, 900 , 6 , 137 , 169 , 588 ,,," 5,159 ",
,Estimated total,100.0%," 1,048 ", 8 , 158 , 180 , 702 ,,," 5,867 ",
,"Rate per 100,000 inhabitants",,291.6,2.2,44.0,50.1,195.3,,,"1,632.4",
"Huntsville, AL M.S.A.",,"448,973", ,,,,, ,,,
,Includes Limestone and Madison Counties,,,,,,,,,,
,City of Huntsville,"192,587"," 1,787 ", 18 , 152 , 414 ," 1,203 "," 9,398 "," 1,692 "," 6,812 ", 894 
,Total area actually reporting,100.0%," 2,501 ", 22 , 239 , 505 ," 1,735 "," 14,340 "," 2,733 "," 10,350 "," 1,257 "
,"Rate per 100,000 inhabitants",,557.0,4.9,53.2,112.5,386.4,"3,194.0",608.7,"2,305.3",280.0
"Idaho Falls, ID M.S.A.",,"141,859", ,,,,, ,,,
,"Includes Bonneville, Butte, and Jefferson Counties",,,,,,,,,,
,City of Idaho Falls,"59,615", 253 , 1 , 33 , 13 , 206 ," 1,367 ", 370 , 904 , 93 
,Total area actually reporting,100.0%, 425 , 1 , 48 , 18 , 358 ," 2,226 ", 599 ," 1,491 ", 136 
,"Rate per 100,000 inhabitants",,299.6,0.7,33.8,12.7,252.4,"1,569.2",422.3,"1,051.0",95.9
"Indianapolis-Carmel-Anderson, IN M.S.A.",,"2,004,800", ,,,,, ,,,
,"Includes Boone, Brown, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, Putnam, and Shelby Counties",,,,,,,,,,
,City of Indianapolis,"866,351"," 11,907 ", 148 , 684 ," 3,976 "," 7,099 "," 41,540 "," 10,209 "," 26,335 "," 4,996 "
,City of Carmel,"90,619", 25 , 0 , 13 , 7 , 5 , 803 , 58 , 706 , 39 
,City of Anderson,"55,134", 240 , 6 , 63 , 92 , 79 ," 2,294 ", 497 ," 1,614 ", 183 
,Total area actually reporting,82.4%," 13,615 ", 173 , 871 ," 4,261 "," 8,310 "," 57,721 "," 12,253 "," 39,210 "," 6,258 "
,Estimated total,100.0%," 14,302 ", 184 , 939 ," 4,388 "," 8,791 "," 64,291 "," 13,334 "," 44,161 "," 6,796 "
,"Rate per 100,000 inhabitants",,713.4,9.2,46.8,218.9,438.5,"3,206.9",665.1,"2,202.8",339.0
"Iowa City, IA M.S.A.",,"169,088", ,,,,, ,,,
,Includes Johnson and Washington Counties,,,,,,,,,,
,City of Iowa City,"75,527", 197 , 0 , 39 , 43 , 115 ," 1,551 ", 294 ," 1,169 ", 88 
,Total area actually reporting,100.0%, 493 , 0 , 123 , 71 , 299 ," 2,921 ", 528 ," 2,261 ", 132 
,"Rate per 100,000 inhabitants",,291.6,0.0,72.7,42.0,176.8,"1,727.5",312.3,"1,337.2",78.1
"Jackson, MI M.S.A.",,"159,287", ,,,,, ,,,
,Includes Jackson County,,,,,,,,,,
,City of Jackson,"33,060", 409 , 4 , 65 , 49 , 291 ," 1,504 ", 287 ," 1,159 ", 58 
,Total area actually reporting,98.7%, 843 , 9 , 142 , 74 , 618 ," 3,489 ", 642 ," 2,678 ", 169 
,Estimated total,100.0%, 849 , 9 , 143 , 75 , 622 ," 3,528 ", 648 ," 2,708 ", 172 
,"Rate per 100,000 inhabitants",,533.0,5.7,89.8,47.1,390.5,"2,214.9",406.8,"1,700.1",108.0
"Jackson, TN M.S.A.",,"129,606", ,,,,, ,,,
,"Includes Chester, Crockett, and Madison Counties",,,,,,,,,,
,City of Jackson,"66,990", 628 , 7 , 36 , 108 , 477 ," 2,947 ", 650 ," 2,170 ", 127 
,Total area actually reporting,100.0%, 843 , 7 , 45 , 114 , 677 ," 3,939 "," 1,028 "," 2,709 ", 202 
,"Rate per 100,000 inhabitants",,650.4,5.4,34.7,88.0,522.4,"3,039.2",793.2,"2,090.2",155.9
"Jacksonville, FL M.S.A.",,"1,473,678", ,,,,, ,,,
,"Includes Baker, Clay, Duval, Nassau, and St. Johns Counties",,,,,,,,,,
,City of Jacksonville,"880,557"," 5,504 ", 106 , 517 ," 1,463 "," 3,418 "," 31,538 "," 5,851 "," 22,660 "," 3,027 "
,Total area actually reporting,100.0%," 7,058 ", 125 , 697 ," 1,681 "," 4,555 "," 42,653 "," 8,196 "," 30,834 "," 3,623 "
,"Rate per 100,000 inhabitants",,478.9,8.5,47.3,114.1,309.1,"2,894.3",556.2,"2,092.3",245.8
"Janesville-Beloit, WI M.S.A.",,"161,430", ,,,,, ,,,
,Includes Rock County,,,,,,,,,,
,City of Janesville,"64,234", 145 , 0 , 28 , 31 , 86 ," 1,763 ", 238 ," 1,474 ", 51 
,City of Beloit,"36,878", 175 , 2 , 17 , 57 , 99 ," 1,124 ", 149 , 940 , 35 
,Total area actually reporting,100.0%, 370 , 3 , 57 , 90 , 220 ," 3,570 ", 558 ," 2,885 ", 127 
,"Rate per 100,000 inhabitants",,229.2,1.9,35.3,55.8,136.3,"2,211.5",345.7,"1,787.2",78.7
"Jefferson City, MO M.S.A.",,"151,164", ,,,,, ,,,
,"Includes Callaway, Cole, Moniteau, and Osage Counties",,,,,,,,,,
,City of Jefferson City,"43,171", 174 , 4 , 9 , 35 , 126 ," 1,318 ", 179 ," 1,085 ", 54 
,Total area actually reporting,100.0%, 445 , 7 , 33 , 60 , 345 ," 2,855 ", 604 ," 2,094 ", 157 
,"Rate per 100,000 inhabitants",,294.4,4.6,21.8,39.7,228.2,"1,888.7",399.6,"1,385.3",103.9
"Johnson City, TN M.S.A.",,"200,977", ,,,,, ,,,
,"Includes Carter, Unicoi, and Washington Counties",,,,,,,,,,
,City of Johnson City,"66,511", 263 , 4 , 25 , 38 , 196 ," 2,488 ", 392 ," 1,977 ", 119 
,Total area actually reporting,100.0%, 585 , 5 , 48 , 65 , 467 ," 4,662 ", 846 ," 3,557 ", 259 
,"Rate per 100,000 inhabitants",,291.1,2.5,23.9,32.3,232.4,"2,319.7",420.9,"1,769.9",128.9
"Johnstown, PA M.S.A.",,"134,652", ,,,,, ,,,
,Includes Cambria County,, , ,,,,,,,
,City of Johnstown,"21,227", 100 , 5 , 2 , 20 , 73 , 633 , 198 , 416 , 19 
,Total area actually reporting,98.0%, 210 , 7 , 15 , 31 , 157 ," 1,807 ", 383 ," 1,379 ", 45 
,Estimated total,100.0%, 214 , 7 , 15 , 32 , 160 ," 1,848 ", 388 ," 1,413 ", 47 
,"Rate per 100,000 inhabitants",,158.9,5.2,11.1,23.8,118.8,"1,372.4",288.2,"1,049.4",34.9
"Jonesboro, AR M.S.A.",,"129,793", ,,,,, ,,,
,Includes Craighead and Poinsett Counties,,,,,,,,,,
,City of Jonesboro,"75,230", 387 , 5 , 35 , 72 , 275 ," 3,369 "," 1,528 "," 1,727 ", 114 
,Total area actually reporting,100.0%, 541 , 7 , 87 , 80 , 367 ," 4,662 "," 1,849 "," 2,626 ", 187 
,"Rate per 100,000 inhabitants",,416.8,5.4,67.0,61.6,282.8,"3,591.9","1,424.6","2,023.2",144.1
"Joplin, MO M.S.A.4",,"177,228", ,,,,, ,,,
,Includes Jasper and Newton4 Counties,,,,,,,,,,
,City of Joplin,"52,001", 329 , 2 , 52 , 72 , 203 ," 3,779 ", 569 ," 2,895 ", 315 
,Total area actually reporting,100.0%,, 7 , 94 , 100 ,," 7,163 "," 1,148 "," 5,400 ", 615 
,"Rate per 100,000 inhabitants",,,3.9,53.0,56.4,,"4,041.7",647.8,"3,046.9",347.0
"Kahului-Wailuku-Lahaina, HI M.S.A.",,"164,771",,,,,,,,,
,Includes Kalawao and Maui Counties,, ,,,,,,,,
,Total area actually reporting,100.0%, 450 , 5 , 77 , 68 , 300 ," 5,741 ", 978 ," 4,046 ", 717 
,"Rate per 100,000 inhabitants",,273.1,3.0,46.7,41.3,182.1,"3,484.2",593.6,"2,455.5",435.1
"Kalamazoo-Portage, MI M.S.A.",,"336,919",,,,,,,,,
,Includes Kalamazoo and Van Buren Counties,, ,,,,,,,,
,City of Kalamazoo,"76,389", 925 , 7 , 125 , 182 , 611 ," 3,221 ", 755 ," 2,228 ", 238 
,City of Portage,"48,550", 103 , 0 , 31 , 15 , 57 ," 1,289 ", 149 ," 1,117 ", 23 
,Total area actually reporting,100.0%," 1,776 ", 22 , 368 , 264 ," 1,122 "," 9,038 "," 1,966 "," 6,579 ", 493 
,"Rate per 100,000 inhabitants",,527.1,6.5,109.2,78.4,333.0,"2,682.5",583.5,"1,952.7",146.3
"Kankakee, IL M.S.A.",,"109,833",,,,,,,,,
,Includes Kankakee County,, ,,,,,,,,
,City of Kankakee,"26,509", 203 , 5 , 26 , 74 , 98 ," 1,098 ", 251 , 786 , 61 
,Total area actually reporting,86.7%, 311 , 10 , 33 , 97 , 171 ," 2,382 ", 509 ," 1,768 ", 105 
,Estimated total,100.0%, 341 , 10 , 37 , 106 , 188 ," 2,630 ", 548 ," 1,964 ", 118 
,"Rate per 100,000 inhabitants",,310.5,9.1,33.7,96.5,171.2,"2,394.5",498.9,"1,788.2",107.4
"Kennewick-Richland, WA M.S.A.",,"285,194",,,,,,,,,
,Includes Benton and Franklin Counties,,,,,,,,,,
,City of Kennewick,"79,837", 183 , 1 , 31 , 37 , 114 ," 2,254 ", 295 ," 1,772 ", 187 
,City of Richland,"55,475", 101 , 1 , 20 , 11 , 69 ," 1,344 ", 174 ," 1,092 ", 78 
,Total area actually reporting,100.0%, 551 , 5 , 99 , 91 , 356 ," 6,202 "," 1,069 "," 4,602 ", 531 
,"Rate per 100,000 inhabitants",,193.2,1.8,34.7,31.9,124.8,"2,174.7",374.8,"1,613.6",186.2
"Killeen-Temple, TX M.S.A.2",,"434,470",,,,,,,,,
,"Includes Bell, Coryell, and Lampasas Counties",,,,,,,,,,
,City of Killeen,"143,248", 996 , 16 , 129 , 234 , 617 ," 3,946 "," 1,124 "," 2,471 ", 351 
,City of Temple,"73,411", 226 , 7 , 34 , 89 , 96 ," 2,298 ", 493 ," 1,620 ", 185 
,Total area actually reporting,99.3%," 1,673 ", 27 , 242 , 410 , 994 ," 10,468 "," 2,458 "," 7,290 ", 720 
,Estimated total,100.0%," 1,681 ", 27 , 243 , 412 , 999 ," 10,542 "," 2,470 "," 7,347 ", 725 
,"Rate per 100,000 inhabitants",,386.9,6.2,55.9,94.8,229.9,"2,426.4",568.5,"1,691.0",166.9
"Kingsport-Bristol-Bristol, TN-VA M.S.A.",,"306,101",,,,,,,,,
,"Includes Hawkins and Sullivan Counties, TN and Scott and Washington Counties and Bristol City, VA",,,,,,,,,,
,"City of Kingsport, TN","53,059", 369 , 1 , 18 , 71 , 279 ," 2,501 ", 374 ," 1,973 ", 154 
,"City of Bristol, TN","26,656", 158 , 1 , 14 , 14 , 129 , 900 , 134 , 670 , 96 
,"City of Bristol, VA","16,908", 37 , 1 , 9 , 7 , 20 , 432 , 56 , 338 , 38 
,Total area actually reporting,100.0%," 1,124 ", 8 , 125 , 119 , 872 ," 7,135 "," 1,294 "," 5,236 ", 605 
,"Rate per 100,000 inhabitants",,367.2,2.6,40.8,38.9,284.9,"2,330.9",422.7,"1,710.5",197.6
"Kingston, NY M.S.A.",,"178,502", ,,,,, ,,,
,Includes Ulster County,,,,,,,,,,
,City of Kingston,"23,360", 76 , 0 , 10 , 23 , 43 , 484 , 57 , 418 , 9 
,Total area actually reporting,100.0%, 292 , 4 , 72 , 36 , 180 ," 2,336 ", 393 ," 1,878 ", 65 
,"Rate per 100,000 inhabitants",,163.6,2.2,40.3,20.2,100.8,"1,308.7",220.2,"1,052.1",36.4
"Knoxville, TN M.S.A.",,"866,010", ,,,,, ,,,
,"Includes Anderson, Blount, Campbell, Grainger, Knox, Loudon, Morgan, Roane, and Union Counties",,,,,,,,,,
,City of Knoxville,"186,583"," 1,672 ", 18 , 157 , 404 ," 1,093 "," 10,324 "," 1,840 "," 7,620 ", 864 
,Total area actually reporting,100.0%," 3,892 ", 37 , 296 , 610 ," 2,949 "," 23,900 "," 5,043 "," 16,881 "," 1,976 "
,"Rate per 100,000 inhabitants",,449.4,4.3,34.2,70.4,340.5,"2,759.8",582.3,"1,949.3",228.2
"Kokomo, IN M.S.A.",,"82,350", ,,,,, ,,,
,Includes Howard County,,,,,,,,,,
,City of Kokomo,"57,984", 441 , 4 , 30 , 84 , 323 ," 1,760 ", 476 ," 1,196 ", 88 
,Total area actually reporting,98.7%, 519 , 6 , 36 , 92 , 385 ," 2,046 ", 587 ," 1,350 ", 109 
,Estimated total,100.0%, 522 , 6 , 36 , 93 , 387 ," 2,077 ", 591 ," 1,375 ", 111 
,"Rate per 100,000 inhabitants",,633.9,7.3,43.7,112.9,469.9,"2,522.2",717.7,"1,669.7",134.8
"La Crosse-Onalaska, WI-MN M.S.A.",,"137,403", ,,,,, ,,,
,"Includes Houston County, MN and La Crosse County, WI",,,,,,,,,,
,"City of La Crosse, WI","52,498", 131 , 1 , 32 , 23 , 75 ," 2,290 ", 319 ," 1,905 ", 66 
,"City of Onalaska, WI","18,600", 13 , 0 , 6 , 0 , 7 , 508 , 60 , 443 , 5 
,Total area actually reporting,100.0%, 186 , 1 , 41 , 23 , 121 ," 3,374 ", 482 ," 2,800 ", 92 
,"Rate per 100,000 inhabitants",,135.4,0.7,29.8,16.7,88.1,"2,455.6",350.8,"2,037.8",67.0
"Lafayette, LA M.S.A.3",,"493,575", ,,,,, ,,,
,"Includes Acadia, Iberia,3 Lafayette, St. Martin, and Vermilion Parishes",,,,,,,,,,
,City of Lafayette,"128,923", 641 , 11 , 19 , 148 , 463 ," 6,417 "," 1,025 "," 5,013 ", 379 
,Total area actually reporting,97.4%," 1,830 ", 45 , 58 , 351 ," 1,376 ",," 3,299 "," 10,056 ",
,Estimated total,100.0%," 1,887 ", 46 , 62 , 360 ," 1,419 ",," 3,382 "," 10,432 ",
,"Rate per 100,000 inhabitants",,382.3,9.3,12.6,72.9,287.5,,685.2,"2,113.6",
"Lafayette-West Lafayette, IN M.S.A.",,"216,480", ,,,,, ,,,
,"Includes Benton, Carroll, and Tippecanoe Counties",,,,,,,,,,
,City of Lafayette,"71,562", 360 , 2 , 35 , 109 , 214 ," 3,016 ", 612 ," 2,217 ", 187 
,City of West Lafayette,"46,284", 57 , 0 , 10 , 10 , 37 , 452 , 71 , 360 , 21 
,Total area actually reporting,87.1%, 491 , 2 , 65 , 127 , 297 ," 4,401 ", 897 ," 3,253 ", 251 
,Estimated total,100.0%, 536 , 3 , 70 , 134 , 329 ," 4,799 ", 980 ," 3,532 ", 287 
,"Rate per 100,000 inhabitants",,247.6,1.4,32.3,61.9,152.0,"2,216.8",452.7,"1,631.6",132.6
"Lake Charles, LA M.S.A.",,"206,047", ,,,,, ,,,
,Includes Calcasieu and Cameron Parishes,,,,,,,,,,
,City of Lake Charles,"76,864", 654 , 8 , 40 , 143 , 463 ," 3,153 "," 1,626 "," 1,320 ", 207 
,Total area actually reporting,100.0%," 1,357 ", 14 , 103 , 192 ," 1,048 "," 8,754 "," 3,142 "," 5,063 ", 549 
,"Rate per 100,000 inhabitants",,658.6,6.8,50.0,93.2,508.6,"4,248.5","1,524.9","2,457.2",266.4
"Lakeland-Winter Haven, FL M.S.A.",,"661,218",,,,,,,,,
,Includes Polk County,, ,,,,,,,,
,City of Lakeland,"105,766", 337 , 4 , 89 , 104 , 140 ," 5,111 ", 751 ," 4,050 ", 310 
,City of Winter Haven,"38,488", 196 , 2 , 10 , 33 , 151 ," 1,339 ", 238 ," 1,021 ", 80 
,Total area actually reporting,100.0%," 2,199 ", 26 , 258 , 350 ," 1,565 "," 15,567 "," 3,214 "," 11,201 "," 1,152 "
,"Rate per 100,000 inhabitants",,332.6,3.9,39.0,52.9,236.7,"2,354.3",486.1,"1,694.0",174.2
"Lancaster, PA M.S.A.",,"538,376", ,,,,, ,,,
,Includes Lancaster County,,,,,,,,,,
,City of Lancaster,"59,340", 487 , 4 , 92 , 164 , 227 ," 2,164 ", 255 ," 1,828 ", 81 
,Total area actually reporting,100.0%, 944 , 8 , 180 , 270 , 486 ," 7,411 "," 1,029 "," 6,143 ", 239 
,"Rate per 100,000 inhabitants",,175.3,1.5,33.4,50.2,90.3,"1,376.5",191.1,"1,141.0",44.4
"Lansing-East Lansing, MI M.S.A.",,"473,685",,,,,,,,,
,"Includes Clinton, Eaton, and Ingham Counties",, ,,,,,,,,
,City of Lansing,"115,199"," 1,341 ", 9 , 142 , 260 , 930 ," 3,325 ", 897 ," 2,053 ", 375 
,City of East Lansing,"48,451", 115 , 0 , 43 , 24 , 48 , 719 , 124 , 488 , 107 
,Total area actually reporting,100.0%," 2,172 ", 16 , 432 , 354 ," 1,370 "," 8,730 "," 1,791 "," 6,232 ", 707 
,"Rate per 100,000 inhabitants",,458.5,3.4,91.2,74.7,289.2,"1,843.0",378.1,"1,315.6",149.3
"Laredo, TX M.S.A.",,"272,746", ,,,,, ,,,
,Includes Webb County,,,,,,,,,,
,City of Laredo,"259,325", 940 , 12 , 148 , 160 , 620 ," 7,890 "," 1,015 "," 6,646 ", 229 
,Total area actually reporting,100.0%, 986 , 12 , 153 , 165 , 656 ," 8,188 "," 1,116 "," 6,837 ", 235 
,"Rate per 100,000 inhabitants",,361.5,4.4,56.1,60.5,240.5,"3,002.1",409.2,"2,506.7",86.2
"Las Cruces, NM M.S.A.",,"214,233", ,,,,, ,,,
,Includes Dona Ana County,,,,,,,,,,
,City of Las Cruces,"102,349", 251 , 5 , 41 , 51 , 154 ," 4,788 ", 830 ," 3,697 ", 261 
,Total area actually reporting,95.7%, 496 , 11 , 92 , 62 , 331 ," 6,049 "," 1,226 "," 4,447 ", 376 
,Estimated total,100.0%, 542 , 11 , 96 , 66 , 369 ," 6,357 "," 1,287 "," 4,652 ", 418 
,"Rate per 100,000 inhabitants",,253.0,5.1,44.8,30.8,172.2,"2,967.3",600.7,"2,171.5",195.1
"Las Vegas-Henderson-Paradise, NV M.S.A.",,"2,155,946",,,,,,,,,
,Includes Clark County,, ,,,,,,,,
,City of Las Vegas Metropolitan Police Department,"1,592,178"," 13,520 ", 158 ," 1,200 "," 4,974 "," 7,188 "," 46,000 "," 12,500 "," 24,645 "," 8,855 "
,City of Henderson,"291,584", 617 , 10 , 94 , 235 , 278 ," 5,484 "," 1,237 "," 3,617 ", 630 
,Total area actually reporting,100.0%," 16,622 ", 194 ," 1,420 "," 5,781 "," 9,227 "," 58,811 "," 15,522 "," 32,417 "," 10,872 "
,"Rate per 100,000 inhabitants",,771.0,9.0,65.9,268.1,428.0,"2,727.9",720.0,"1,503.6",504.3
"Lawton, OK M.S.A.",,"129,814", ,,,,, ,,,
,Includes Comanche and Cotton Counties,,,,,,,,,,
,City of Lawton,"96,420", 781 , 4 , 69 , 110 , 598 ," 3,691 "," 1,151 "," 2,318 ", 222 
,Total area actually reporting,99.1%, 813 , 4 , 75 , 112 , 622 ," 4,125 "," 1,303 "," 2,556 ", 266 
,Estimated total,100.0%, 815 , 4 , 75 , 112 , 624 ," 4,155 "," 1,309 "," 2,577 ", 269 
,"Rate per 100,000 inhabitants",,627.8,3.1,57.8,86.3,480.7,"3,200.7","1,008.4","1,985.1",207.2
"Lebanon, PA M.S.A.",,"137,357", ,,,,, ,,,
,Includes Lebanon County,,,,,,,,,,
,City of Lebanon,"25,549", 60 , 1 , 3 , 16 , 40 , 619 , 129 , 441 , 49 
,Total area actually reporting,95.9%, 203 , 3 , 13 , 36 , 151 ," 1,942 ", 307 ," 1,546 ", 89 
,Estimated total,100.0%, 212 , 3 , 14 , 38 , 157 ," 2,028 ", 318 ," 1,618 ", 92 
,"Rate per 100,000 inhabitants",,154.3,2.2,10.2,27.7,114.3,"1,476.4",231.5,"1,178.0",67.0
"Lewiston, ID-WA M.S.A.",,"62,714",,,,,,,,,
,"Includes Nez Perce County, ID and Asotin County, WA",, ,,,,,,,,
,"City of Lewiston, ID","32,665", 46 , 0 , 14 , 3 , 29 ," 1,330 ", 366 , 883 , 81 
,Total area actually reporting,100.0%, 95 , 1 , 25 , 6 , 63 ," 2,189 ", 507 ," 1,562 ", 120 
,"Rate per 100,000 inhabitants",,151.5,1.6,39.9,9.6,100.5,"3,490.4",808.4,"2,490.7",191.3
"Lewiston-Auburn, ME M.S.A.",,"107,279",,,,,,,,,
,Includes Androscoggin County,, ,,,,,,,,
,City of Lewiston,"36,126", 64 , 0 , 14 , 18 , 32 , 718 , 140 , 529 , 49 
