Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2018",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,City of Harrisburg,"49,147", 531 , 15 , 72 , 190 , 254 ," 1,252 ", 259 , 806 , 187 
,City of Carlisle,"19,335", 18 , 1 , 7 , 7 , 3 , 145 , 8 , 133 , 4 
,Total area actually reporting,100.0%," 1,494 ", 21 , 278 , 332 , 863 ," 6,986 ", 946 ," 5,632 ", 408 
,"Rate per 100,000 inhabitants",,260.0,3.7,48.4,57.8,150.2,"1,216.0",164.7,980.3,71.0
"Harrisonburg, VA M.S.A.",,"135,460", ,,,,, ,,,
,Includes Rockingham County and Harrisonburg City,,,,,,,,,,
,City of Harrisonburg,"54,869", 110 , 4 , 17 , 12 , 77 , 834 , 98 , 711 , 25 
,Total area actually reporting,100.0%, 185 , 5 , 39 , 14 , 127 ," 1,540 ", 246 ," 1,241 ", 53 
,"Rate per 100,000 inhabitants",,136.6,3.7,28.8,10.3,93.8,"1,136.9",181.6,916.1,39.1
"Hartford-East Hartford-Middletown, CT M.S.A.2",,"1,019,309",,,,,,,,,
,"Includes Hartford, Middlesex, and Tolland Counties",,,,,,,,,,
,City of Hartford,"123,117"," 1,313 ", 21 , 53 , 355 , 884 ," 4,435 ", 605 ," 3,089 ", 741 
,City of East Hartford,"50,184", 117 , 1 , 21 , 61 , 34 ," 1,206 ", 185 , 831 , 190 
,City of Middletown,"46,314", 36 , 1 , 3 , 8 , 24 , 584 , 78 , 431 , 75 
,Total area actually reporting,100.0%," 2,419 ", 29 , 235 , 719 ," 1,436 "," 21,084 "," 2,625 "," 15,876 "," 2,583 "
,"Rate per 100,000 inhabitants",,237.3,2.8,23.1,70.5,140.9,"2,068.5",257.5,"1,557.5",253.4
"Hilton Head Island-Bluffton, SC M.S.A.",,"219,523",,,,,,,,,
,Includes Beaufort and Jasper Counties,, ,,,,,,,,
,City of Bluffton,"22,578", 50 , 1 , 2 , 5 , 42 , 252 , 25 , 206 , 21 
,Total area actually reporting,100.0%, 884 , 10 , 74 , 119 , 681 ," 3,896 ", 667 ," 2,930 ", 299 
,"Rate per 100,000 inhabitants",,402.7,4.6,33.7,54.2,310.2,"1,774.8",303.8,"1,334.7",136.2
"Hinesville, GA M.S.A.",,"80,804",,,,,,,,,
,Includes Liberty and Long Counties,, ,,,,,,,,
,City of Hinesville,"33,163", 147 , 1 , 8 , 33 , 105 ," 1,201 ", 218 , 953 , 30 
,Total area actually reporting,95.2%, 331 , 5 , 14 , 40 , 272 ," 1,650 ", 347 ," 1,229 ", 74 
,Estimated total,100.0%, 335 , 5 , 14 , 41 , 275 ," 1,771 ", 353 ," 1,340 ", 78 
,"Rate per 100,000 inhabitants",,414.6,6.2,17.3,50.7,340.3,"2,191.7",436.9,"1,658.3",96.5
"Homosassa Springs, FL M.S.A.",,"146,209",,,,,,,,,
,Includes Citrus County,, ,,,,,,,,
,Total area actually reporting,100.0%, 345 , 2 , 19 , 42 , 282 ," 2,104 ", 369 ," 1,505 ", 230 
,"Rate per 100,000 inhabitants",,236.0,1.4,13.0,28.7,192.9,"1,439.0",252.4,"1,029.3",157.3
"Hot Springs, AR M.S.A.",,"98,904", ,,,,, ,,,
,Includes Garland County,,,,,,,,,,
,City of Hot Springs,"37,006", 194 , 6 , 29 , 46 , 113 ," 2,592 ", 740 ," 1,651 ", 201 
,Total area actually reporting,100.0%, 546 , 6 , 64 , 60 , 416 ," 4,183 "," 1,406 "," 2,436 ", 341 
,"Rate per 100,000 inhabitants",,552.1,6.1,64.7,60.7,420.6,"4,229.4","1,421.6","2,463.0",344.8
"Houma-Thibodaux, LA M.S.A.",,"208,782",,,,,,,,,
,Includes Lafourche and Terrebonne Parishes,,,,,,,,,,
,City of Houma,"33,226", 158 , 3 , 19 , 30 , 106 ," 1,625 ", 173 ," 1,366 ", 86 
,City of Thibodaux,"14,745", 68 , 3 , 3 , 12 , 50 , 534 , 44 , 470 , 20 
,Total area actually reporting,98.8%, 691 , 13 , 67 , 84 , 527 ," 6,089 ", 868 ," 4,920 ", 301 
,Estimated total,100.0%, 702 , 13 , 67 , 84 , 538 ," 6,134 ", 878 ," 4,954 ", 302 
,"Rate per 100,000 inhabitants",,336.2,6.2,32.1,40.2,257.7,"2,938.0",420.5,"2,372.8",144.6
"Houston-The Woodlands-Sugar Land, TX M.S.A.2, 5",,"7,020,685",,,,,,,,,
,"Includes Austin, Brazoria, Chambers, Fort Bend,2 Galveston, Harris,5 Liberty, Montgomery, and Waller Counties",,,,,,,,,,
,City of Houston2,"2,344,966"," 24,062 ", 276 ," 1,261 "," 8,761 "," 13,764 "," 94,033 "," 16,317 "," 65,767 "," 11,949 "
,City of Sugar Land,"89,919", 82 , 0 , 15 , 45 , 22 ," 1,537 ", 186 ," 1,288 ", 63 
,City of Baytown,"77,539", 302 , 2 , 35 , 94 , 171 ," 2,911 ", 384 ," 2,028 ", 499 
,City of Conroe,"87,544", 219 , 3 , 50 , 49 , 117 ," 2,183 ", 284 ," 1,763 ", 136 
,City of Galveston,"50,896", 265 , 7 , 82 , 70 , 106 ," 1,539 ", 176 ," 1,110 ", 253 
,Total area actually reporting,99.8%,, 440 ," 3,091 "," 12,404 ",," 182,598 "," 31,095 "," 129,441 "," 22,062 "
,Estimated total,100.0%,, 440 ," 3,094 "," 12,408 ",," 182,869 "," 31,137 "," 129,651 "," 22,081 "
,"Rate per 100,000 inhabitants",,,6.3,44.1,176.7,,"2,604.7",443.5,"1,846.7",314.5
"Idaho Falls, ID M.S.A.",,"148,685", ,,,,, ,,,
,"Includes Bonneville, Butte, and Jefferson Counties",,,,,,,,,,
,City of Idaho Falls,"61,643", 206 , 0 , 43 , 12 , 151 , 960 , 282 , 597 , 81 
,Total area actually reporting,100.0%, 318 , 2 , 58 , 15 , 243 ," 1,641 ", 453 ," 1,052 ", 136 
,"Rate per 100,000 inhabitants",,213.9,1.3,39.0,10.1,163.4,"1,103.7",304.7,707.5,91.5
"Indianapolis-Carmel-Anderson, IN M.S.A.",,"2,048,700", ,,,,, ,,,
,"Includes Boone, Brown, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, Putnam, and Shelby Counties",,,,,,,,,,
,City of Indianapolis,"877,584"," 11,170 ", 162 , 677 ," 3,081 "," 7,250 "," 36,237 "," 7,842 "," 23,448 "," 4,947 "
,City of Carmel,"94,128", 43 , 0 , 14 , 10 , 19 , 716 , 53 , 603 , 60 
,City of Anderson,"54,925", 227 , 5 , 78 , 71 , 73 ," 2,340 ", 520 ," 1,622 ", 198 
,Total area actually reporting,87.0%," 12,840 ", 185 , 935 ," 3,399 "," 8,321 "," 51,316 "," 9,657 "," 35,335 "," 6,324 "
,Estimated total,100.0%," 13,142 ", 191 , 948 ," 3,417 "," 8,586 "," 54,163 "," 10,175 "," 37,510 "," 6,478 "
,"Rate per 100,000 inhabitants",,641.5,9.3,46.3,166.8,419.1,"2,643.8",496.7,"1,830.9",316.2
"Ithaca, NY M.S.A",,"103,272", ,,,,, ,,,
,Includes Tompkins County,,,,,,,,,,
,City of Ithaca,"31,145", 72 , 0 , 9 , 26 , 37 , 815 , 62 , 738 , 15 
,Total area actually reporting,100.0%, 147 , 0 , 59 , 30 , 58 ," 1,727 ", 188 ," 1,509 ", 30 
,"Rate per 100,000 inhabitants",,142.3,0.0,57.1,29.0,56.2,"1,672.3",182.0,"1,461.2",29.0
"Jackson, MI M.S.A.",,"158,748", ,,,,, ,,,
,Includes Jackson County,,,,,,,,,,
,City of Jackson,"32,602", 366 , 6 , 68 , 43 , 249 ," 1,387 ", 195 ," 1,068 ", 124 
,Total area actually reporting,100.0%, 777 , 12 , 202 , 61 , 502 ," 3,474 ", 507 ," 2,715 ", 252 
,"Rate per 100,000 inhabitants",,489.5,7.6,127.2,38.4,316.2,"2,188.4",319.4,"1,710.3",158.7
"Jackson, TN M.S.A.",,"178,110", ,,,,, ,,,
,"Includes Chester, Crockett, Gibson, and Madison Counties",,,,,,,,,,
,City of Jackson,"66,848", 670 , 9 , 29 , 102 , 530 ," 2,866 ", 447 ," 2,197 ", 222 
,Total area actually reporting,100.0%," 1,084 ", 15 , 58 , 149 , 862 ," 4,566 ", 887 ," 3,293 ", 386 
,"Rate per 100,000 inhabitants",,608.6,8.4,32.6,83.7,484.0,"2,563.6",498.0,"1,848.9",216.7
"Jacksonville, FL M.S.A.",,"1,528,141", ,,,,, ,,,
,"Includes Baker, Clay, Duval, Nassau, and St. Johns Counties",,,,,,,,,,
,City of Jacksonville,"903,213"," 5,381 ", 110 , 535 ," 1,323 "," 3,413 "," 30,112 "," 4,909 "," 22,262 "," 2,941 "
,Total area actually reporting,100.0%," 6,916 ", 123 , 735 ," 1,524 "," 4,534 "," 40,049 "," 6,631 "," 29,672 "," 3,746 "
,"Rate per 100,000 inhabitants",,452.6,8.0,48.1,99.7,296.7,"2,620.8",433.9,"1,941.7",245.1
"Jacksonville, NC M.S.A.3",,"194,966", ,,,,, ,,,
,Includes Onslow County3,,,,,,,,,,
,City of Jacksonville3,"71,715",, 3 ,, 45 , 160 ," 1,763 ", 337 ," 1,334 ", 92 
,Total area actually reporting,100.0%, 514 , 9 , 49 , 77 , 379 ," 4,335 "," 1,101 "," 3,024 ", 210 
,"Rate per 100,000 inhabitants",,263.6,4.6,25.1,39.5,194.4,"2,223.5",564.7,"1,551.0",107.7
"Janesville-Beloit, WI M.S.A.2",,"162,672",,,,,, ,,,
,Includes Rock County2,,,,,,,,,,
,City of Janesville2,"64,471", 167 , 1 , 41 , 28 , 97 ," 1,800 ", 282 ," 1,454 ", 64 
,City of Beloit,"36,746", 171 , 1 , 38 , 41 , 91 , 979 , 125 , 815 , 39 
,Total area actually reporting,100.0%, 389 , 2 , 94 , 74 , 219 ," 3,440 ", 574 ," 2,728 ", 138 
,"Rate per 100,000 inhabitants",,239.1,1.2,57.8,45.5,134.6,"2,114.7",352.9,"1,677.0",84.8
"Jefferson City, MO M.S.A.2",,"151,557", ,,,,, ,,,
,"Includes Callaway, Cole, Moniteau, and Osage Counties",,,,,,,,,,
,City of Jefferson City2,"42,856", 151 , 5 , 37 , 27 , 82 ," 1,277 ", 131 ," 1,053 ", 93 
,Total area actually reporting,100.0%, 353 , 6 , 60 , 34 , 253 ," 2,707 ", 476 ," 2,028 ", 203 
,"Rate per 100,000 inhabitants",,232.9,4.0,39.6,22.4,166.9,"1,786.1",314.1,"1,338.1",133.9
"Johnson City, TN M.S.A.",,"202,463", ,,,,, ,,,
,"Includes Carter, Unicoi, and Washington Counties",,,,,,,,,,
,City of Johnson City,"66,795", 274 , 1 , 24 , 38 , 211 ," 2,622 ", 290 ," 2,143 ", 189 
,Total area actually reporting,100.0%, 665 , 5 , 51 , 60 , 549 ," 4,837 ", 769 ," 3,666 ", 402 
,"Rate per 100,000 inhabitants",,328.5,2.5,25.2,29.6,271.2,"2,389.1",379.8,"1,810.7",198.6
"Johnstown, PA M.S.A.",,"131,500", ,,,,, ,,,
,Includes Cambria County,, , ,,,,,,,
,City of Johnstown,"20,877", 240 , 5 , 26 , 32 , 177 , 620 , 190 , 406 , 24 
,Total area actually reporting,98.0%, 359 , 5 , 44 , 39 , 271 ," 1,558 ", 310 ," 1,194 ", 54 
,Estimated total,100.0%, 360 , 5 , 44 , 39 , 272 ," 1,584 ", 311 ," 1,219 ", 54 
,"Rate per 100,000 inhabitants",,273.8,3.8,33.5,29.7,206.8,"1,204.6",236.5,927.0,41.1
"Jonesboro, AR M.S.A.",,"132,617", ,,,,, ,,,
,Includes Craighead and Poinsett Counties,,,,,,,,,,
,City of Jonesboro,"77,134", 425 , 4 , 57 , 57 , 307 ," 3,143 "," 1,150 "," 1,825 ", 168 
,Total area actually reporting,98.6%, 653 , 8 , 102 , 68 , 475 ," 4,278 "," 1,446 "," 2,587 ", 245 
,Estimated total,100.0%, 664 , 8 , 103 , 69 , 484 ," 4,305 "," 1,458 "," 2,597 ", 250 
,"Rate per 100,000 inhabitants",,500.7,6.0,77.7,52.0,365.0,"3,246.2","1,099.4","1,958.3",188.5
"Kahului-Wailuku-Lahaina, HI M.S.A.",,"166,102",,,,,,,,,
,Includes Maui County,, ,,,,,,,,
,Total area actually reporting,100.0%, 435 , 5 , 114 , 53 , 263 ," 5,084 ", 751 ," 3,640 ", 693 
,"Rate per 100,000 inhabitants",,261.9,3.0,68.6,31.9,158.3,"3,060.8",452.1,"2,191.4",417.2
"Kalamazoo-Portage, MI M.S.A.",,"265,316",,,,,,,,,
,Includes Kalamazoo County,, ,,,,,,,,
,City of Kalamazoo,"76,020"," 1,008 ", 7 , 117 , 159 , 725 ," 3,825 ", 842 ," 2,646 ", 337 
,City of Portage,"49,175", 117 , 0 , 29 , 15 , 73 ," 1,442 ", 171 ," 1,196 ", 75 
,Total area actually reporting,99.2%," 1,562 ", 10 , 235 , 225 ," 1,092 "," 8,952 "," 1,745 "," 6,515 ", 692 
,Estimated total,100.0%," 1,572 ", 10 , 236 , 226 ," 1,100 "," 8,978 "," 1,752 "," 6,529 ", 697 
,"Rate per 100,000 inhabitants",,592.5,3.8,89.0,85.2,414.6,"3,383.9",660.3,"2,460.8",262.7
"Kankakee, IL M.S.A.",,"108,593",,,,,,,,,
,Includes Kankakee County,, ,,,,,,,,
,City of Kankakee,"26,032", 230 , 4 , 35 , 47 , 144 , 871 , 143 , 682 , 46 
,Total area actually reporting,99.7%, 349 , 6 , 65 , 58 , 220 ," 2,017 ", 341 ," 1,564 ", 112 
,Estimated total,100.0%, 349 , 6 , 65 , 58 , 220 ," 2,021 ", 342 ," 1,567 ", 112 
,"Rate per 100,000 inhabitants",,321.4,5.5,59.9,53.4,202.6,"1,861.1",314.9,"1,443.0",103.1
"Kennewick-Richland, WA M.S.A.",,"296,791",,,,,,,,,
,Includes Benton and Franklin Counties,,,,,,,,,,
,City of Kennewick,"82,687", 158 , 3 , 36 , 35 , 84 ," 2,126 ", 293 ," 1,680 ", 153 
,City of Richland,"57,450", 127 , 0 , 17 , 18 , 92 ," 1,281 ", 177 ," 1,039 ", 65 
,Total area actually reporting,100.0%, 597 , 11 , 108 , 98 , 380 ," 5,625 ", 936 ," 4,244 ", 445 
,"Rate per 100,000 inhabitants",,201.2,3.7,36.4,33.0,128.0,"1,895.3",315.4,"1,430.0",149.9
"Killeen-Temple, TX M.S.A.2",,"447,912",,,,,,,,,
,"Includes Bell, Coryell, and Lampasas Counties",,,,,,,,,,
,City of Killeen,"148,007", 577 , 7 , 117 , 146 , 307 ," 3,336 ", 854 ," 2,233 ", 249 
,City of Temple,"75,706", 236 , 12 , 70 , 51 , 103 ," 1,940 ", 342 ," 1,408 ", 190 
,Total area actually reporting,99.0%," 1,244 ", 24 , 264 , 254 , 702 ," 8,577 "," 1,794 "," 6,207 ", 576 
,Estimated total,100.0%," 1,249 ", 24 , 264 , 254 , 707 ," 8,631 "," 1,806 "," 6,245 ", 580 
,"Rate per 100,000 inhabitants",,278.8,5.4,58.9,56.7,157.8,"1,926.9",403.2,"1,394.2",129.5
"Kingsport-Bristol, TN-VA M.S.A.",,"305,997",,,,,,,,,
,"Includes Hawkins and Sullivan Counties, TN and Scott and Washington Counties and Bristol City, VA",,,,,,,,,,
,"City of Kingsport, TN","53,465", 404 , 4 , 21 , 43 , 336 ," 2,801 ", 348 ," 2,164 ", 289 
,"City of Bristol, TN","26,863", 151 , 0 , 18 , 16 , 117 , 857 , 117 , 656 , 84 
,Total area actually reporting,100.0%," 1,099 ", 14 , 101 , 90 , 894 ," 7,578 "," 1,231 "," 5,535 ", 812 
,"Rate per 100,000 inhabitants",,359.2,4.6,33.0,29.4,292.2,"2,476.5",402.3,"1,808.8",265.4
"Kingston, NY M.S.A.",,"175,637", ,,,,, ,,,
,Includes Ulster County,,,,,,,,,,
,City of Kingston,"23,077", 70 , 0 , 11 , 12 , 47 , 477 , 80 , 372 , 25 
,Total area actually reporting,92.0%, 272 , 4 , 90 , 21 , 157 ," 1,929 ", 286 ," 1,567 ", 76 
,Estimated total,100.0%, 285 , 4 , 92 , 23 , 166 ," 2,100 ", 304 ," 1,715 ", 81 
,"Rate per 100,000 inhabitants",,162.3,2.3,52.4,13.1,94.5,"1,195.6",173.1,976.4,46.1
"Knoxville, TN M.S.A.",,"859,416", ,,,,, ,,,
,"Includes Anderson, Blount, Campbell, Knox, Loudon, Morgan, Roane, and Union Counties",,,,,,,,,,
,City of Knoxville,"188,653"," 1,508 ", 20 , 132 , 249 ," 1,107 "," 8,827 "," 1,374 "," 6,379 "," 1,074 "
,Total area actually reporting,100.0%," 3,545 ", 32 , 352 , 367 ," 2,794 "," 19,358 "," 3,318 "," 13,752 "," 2,288 "
,"Rate per 100,000 inhabitants",,412.5,3.7,41.0,42.7,325.1,"2,252.5",386.1,"1,600.2",266.2
"Kokomo, IN M.S.A.",,"82,284", ,,,,, ,,,
,Includes Howard County,,,,,,,,,,
,City of Kokomo,"57,804", 364 , 4 , 42 , 70 , 248 ," 1,426 ", 309 ," 1,036 ", 81 
,Total area actually reporting,98.7%, 392 , 4 , 44 , 70 , 274 ," 1,559 ", 357 ," 1,112 ", 90 
,Estimated total,100.0%, 398 , 4 , 44 , 72 , 278 ," 1,593 ", 363 ," 1,136 ", 94 
,"Rate per 100,000 inhabitants",,483.7,4.9,53.5,87.5,337.9,"1,936.0",441.2,"1,380.6",114.2
"La Crosse-Onalaska, WI-MN M.S.A.",,"137,410", ,,,,, ,,,
,"Includes Houston County, MN and La Crosse County, WI",,,,,,,,,,
,"City of La Crosse, WI","51,901", 145 , 1 , 41 , 22 , 81 ," 1,924 ", 260 ," 1,600 ", 64 
,"City of Onalaska, WI","18,841", 6 , 0 , 0 , 0 , 6 , 415 , 22 , 386 , 7 
,Total area actually reporting,100.0%, 189 , 1 , 48 , 23 , 117 ," 2,732 ", 347 ," 2,298 ", 87 
,"Rate per 100,000 inhabitants",,137.5,0.7,34.9,16.7,85.1,"1,988.2",252.5,"1,672.4",63.3
"Lafayette, LA M.S.A.",,"490,305", ,,,,, ,,,
,"Includes Acadia, Iberia, Lafayette, St. Martin, and Vermilion Parishes",,,,,,,,,,
,City of Lafayette,"127,592", 681 , 9 , 21 , 158 , 493 ," 5,882 "," 1,019 "," 4,485 ", 378 
,Total area actually reporting,83.1%," 1,835 ", 38 , 101 , 260 ," 1,436 "," 12,889 "," 2,852 "," 9,084 ", 953 
,Estimated total,100.0%," 2,288 ", 44 , 117 , 330 ," 1,797 "," 16,069 "," 3,540 "," 11,389 "," 1,140 "
,"Rate per 100,000 inhabitants",,466.6,9.0,23.9,67.3,366.5,"3,277.3",722.0,"2,322.8",232.5
"Lafayette-West Lafayette, IN M.S.A.",,"229,919", ,,,,, ,,,
,"Includes Benton, Carroll, Tippecanoe, and Warren Counties",,,,,,,,,,
,City of Lafayette,"72,904", 338 , 4 , 34 , 62 , 238 ," 2,623 ", 502 ," 1,979 ", 142 
,City of West Lafayette,"46,906", 31 , 0 , 8 , 7 , 16 , 401 , 23 , 367 , 11 
,Total area actually reporting,83.0%, 419 , 4 , 57 , 75 , 283 ," 3,796 ", 691 ," 2,917 ", 188 
,Estimated total,100.0%, 480 , 5 , 60 , 83 , 332 ," 4,270 ", 798 ," 3,253 ", 219 
,"Rate per 100,000 inhabitants",,208.8,2.2,26.1,36.1,144.4,"1,857.2",347.1,"1,414.8",95.3
"Lake Charles, LA M.S.A.",,"208,685", ,,,,, ,,,
,Includes Calcasieu and Cameron Parishes,,,,,,,,,,
,City of Lake Charles,"77,852", 575 , 6 , 55 , 134 , 380 ," 3,777 "," 1,845 "," 1,638 ", 294 
,Total area actually reporting,96.9%," 1,137 ", 12 , 133 , 179 , 813 ," 9,783 "," 3,260 "," 5,798 ", 725 
,Estimated total,100.0%," 1,143 ", 12 , 133 , 179 , 819 ," 9,968 "," 3,289 "," 5,952 ", 727 
,"Rate per 100,000 inhabitants",,547.7,5.8,63.7,85.8,392.5,"4,776.6","1,576.1","2,852.1",348.4
"Lake Havasu City-Kingman, AZ M.S.A.",,"210,037", ,,,,, ,,,
,Includes Mohave County,,,,,,,,,,
,City of Lake Havasu City,"54,678", 88 , 2 , 20 , 6 , 60 , 830 , 155 , 615 , 60 
,City of Kingman,"29,669", 118 , 1 , 5 , 15 , 97 ," 1,152 ", 174 , 898 , 80 
,Total area actually reporting,97.7%, 507 , 8 , 51 , 72 , 376 ," 5,484 "," 1,384 "," 3,642 ", 458 
,Estimated total,100.0%, 522 , 8 , 53 , 77 , 384 ," 5,664 "," 1,422 "," 3,771 ", 471 
,"Rate per 100,000 inhabitants",,248.5,3.8,25.2,36.7,182.8,"2,696.7",677.0,"1,795.4",224.2
"Lakeland-Winter Haven, FL M.S.A.",,"698,853",,,,,,,,,
,Includes Polk County,, ,,,,,,,,
,City of Lakeland,"109,616", 361 , 8 , 47 , 106 , 200 ," 3,417 ", 477 ," 2,737 ", 203 
,City of Winter Haven,"42,268", 236 , 0 , 31 , 27 , 178 ," 1,032 ", 148 , 797 , 87 
,Total area actually reporting,100.0%," 2,072 ", 24 , 193 , 286 ," 1,569 "," 12,335 "," 2,214 "," 9,131 ", 990 
,"Rate per 100,000 inhabitants",,296.5,3.4,27.6,40.9,224.5,"1,765.0",316.8,"1,306.6",141.7
"Lancaster, PA M.S.A.",,"545,657", ,,,,, ,,,
,Includes Lancaster County,,,,,,,,,,
,City of Lancaster,"59,761", 419 , 2 , 96 , 92 , 229 ," 1,580 ", 164 ," 1,332 ", 84 
,Total area actually reporting,100.0%, 966 , 12 , 196 , 166 , 592 ," 6,093 ", 750 ," 5,077 ", 266 
,"Rate per 100,000 inhabitants",,177.0,2.2,35.9,30.4,108.5,"1,116.6",137.4,930.4,48.7
"Lansing-East Lansing, MI M.S.A.",,"548,858",,,,,,,,,
,"Includes Clinton, Eaton, Ingham, and Shiawassee Counties",, ,,,,,,,,
,City of Lansing,"117,380"," 1,301 ", 8 , 149 , 182 , 962 ," 3,557 ", 868 ," 2,252 ", 437 
,City of East Lansing,"48,880", 107 , 1 , 34 , 13 , 59 , 807 , 91 , 536 , 180 
,Total area actually reporting,99.9%," 2,320 ", 15 , 485 , 281 ," 1,539 "," 9,821 "," 1,831 "," 7,014 ", 976 
,Estimated total,100.0%," 2,322 ", 15 , 485 , 281 ," 1,541 "," 9,828 "," 1,833 "," 7,018 ", 977 
,"Rate per 100,000 inhabitants",,423.1,2.7,88.4,51.2,280.8,"1,790.6",334.0,"1,278.7",178.0
"Laredo, TX M.S.A.",,"277,538", ,,,,, ,,,
,Includes Webb County,,,,,,,,,,
,City of Laredo,"264,214", 890 , 10 , 145 , 141 , 594 ," 6,367 ", 692 ," 5,506 ", 169 
,Total area actually reporting,100.0%, 969 , 10 , 156 , 145 , 658 ," 6,662 ", 795 ," 5,698 ", 169 
,"Rate per 100,000 inhabitants",,349.1,3.6,56.2,52.2,237.1,"2,400.4",286.4,"2,053.1",60.9
"Las Vegas-Henderson-Paradise, NV M.S.A.5",,"2,236,094",,,,,,,,,
,Includes Clark County,, ,,,,,,,,
,City of Las Vegas Metropolitan Police Department,"1,644,390"," 9,949 ", 120 ," 1,610 "," 2,690 "," 5,529 "," 46,673 "," 11,968 "," 26,756 "," 7,949 "
,City of Henderson,"309,586", 583 , 15 , 65 , 217 , 286 ," 6,072 "," 1,042 "," 4,349 ", 681 
,Total area actually reporting,100.0%,, 169 ," 1,854 "," 3,386 ",," 59,722 "," 14,704 "," 35,073 "," 9,945 "
,"Rate per 100,000 inhabitants",,,7.6,82.9,151.4,,"2,670.8",657.6,"1,568.5",444.7
"Lawton, OK M.S.A.",,"126,316", ,,,,, ,,,
,Includes Comanche and Cotton Counties,,,,,,,,,,
,City of Lawton,"93,140", 840 , 7 , 90 , 122 , 621 ," 3,338 "," 1,023 "," 2,011 ", 304 
,Total area actually reporting,100.0%, 878 , 7 , 100 , 122 , 649 ," 3,738 "," 1,174 "," 2,209 ", 355 
,"Rate per 100,000 inhabitants",,695.1,5.5,79.2,96.6,513.8,"2,959.2",929.4,"1,748.8",281.0
"Lebanon, PA M.S.A.",,"140,510", ,,,,, ,,,
,Includes Lebanon County,,,,,,,,,,
,City of Lebanon,"25,816", 83 , 2 , 12 , 12 , 57 , 469 , 75 , 372 , 22 
,Total area actually reporting,100.0%, 250 , 4 , 34 , 23 , 189 ," 1,510 ", 230 ," 1,232 ", 48 
,"Rate per 100,000 inhabitants",,177.9,2.8,24.2,16.4,134.5,"1,074.7",163.7,876.8,34.2
"Lewiston, ID-WA M.S.A.",,"63,627",,,,,,,,,
,"Includes Nez Perce County, ID and Asotin County, WA",, ,,,,,,,,
,"City of Lewiston, ID","32,949", 48 , 0 , 14 , 6 , 28 ," 1,007 ", 140 , 804 , 63 
,Total area actually reporting,100.0%, 88 , 1 , 24 , 12 , 51 ," 1,553 ", 255 ," 1,205 ", 93 
,"Rate per 100,000 inhabitants",,138.3,1.6,37.7,18.9,80.2,"2,440.8",400.8,"1,893.9",146.2
"Lewiston-Auburn, ME M.S.A.",,"107,743",,,,,,,,,
,Includes Androscoggin County,, ,,,,,,,,
,City of Lewiston,"36,170", 84 , 2 , 15 , 22 , 45 , 598 , 89 , 486 , 23 
,City of Auburn,"23,031", 50 , 0 , 13 , 6 , 31 , 765 , 56 , 698 , 11 
,Total area actually reporting,100.0%, 162 , 2 , 40 , 29 , 91 ," 1,650 ", 201 ," 1,395 ", 54 
,"Rate per 100,000 inhabitants",,150.4,1.9,37.1,26.9,84.5,"1,531.4",186.6,"1,294.7",50.1
"Lexington-Fayette, KY M.S.A.",,"518,324", ,,,,, ,,,
,"Includes Bourbon, Clark, Fayette, Jessamine, Scott, and Woodford Counties",,,,,,,,,,
,City of Lexington,"325,579", 982 , 22 , 243 , 422 , 295 ," 10,329 "," 1,523 "," 7,755 "," 1,051 "
,Total area actually reporting,99.9%," 1,240 ", 24 , 306 , 492 , 418 ," 15,043 "," 2,339 "," 11,332 "," 1,372 "
,Estimated total,100.0%," 1,240 ", 24 , 306 , 492 , 418 ," 15,048 "," 2,340 "," 11,335 "," 1,373 "
,"Rate per 100,000 inhabitants",,239.2,4.6,59.0,94.9,80.6,"2,903.2",451.5,"2,186.9",264.9
"Lima, OH M.S.A.3",,"102,857", ,,,,, ,,,
,Includes Allen County,,,,,,,,,,
,City of Lima,"36,948", 240 , 3 , 47 , 68 , 122 ," 1,664 ", 479 ," 1,087 ", 98 
,Total area actually reporting,93.8%, 291 , 5 , 58 , 86 , 142 ," 2,855 ", 648 ," 2,066 ", 141 
,Estimated total,100.0%, 300 , 5 , 60 , 93 , 142 ," 2,943 ", 650 ," 2,139 ", 154 
,"Rate per 100,000 inhabitants",,291.7,4.9,58.3,90.4,138.1,"2,861.3",631.9,"2,079.6",149.7
"Lincoln, NE M.S.A.",,"335,032", ,,,,, ,,,
,Includes Lancaster and Seward Counties,,,,,,,,,,
,City of Lincoln,"288,589"," 1,045 ", 6 , 283 , 162 , 594 ," 8,307 "," 1,182 "," 6,694 ", 431 
,Total area actually reporting,99.4%," 1,100 ", 6 , 321 , 163 , 610 ," 8,758 "," 1,247 "," 7,047 ", 464 
,Estimated total,100.0%," 1,108 ", 6 , 322 , 164 , 616 ," 8,820 "," 1,254 "," 7,093 ", 473 
,"Rate per 100,000 inhabitants",,330.7,1.8,96.1,49.0,183.9,"2,632.6",374.3,"2,117.1",141.2
"Little Rock-North Little Rock-Conway, AR M.S.A.5",,"742,751",,,,,,,,,
,"Includes Faulkner, Grant, Lonoke, Perry, Pulaski, and Saline Counties",,,,,,,,,,
